feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
JavadocType,13,12847,24,9644,22528,0.57,0.43,0.0,0.35,-0.18,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,
AnonInnerLength,121,12644,227,9536,22528,0.57,0.43,0.02,0.35,-0.19,0.01,0.02,0.01,0.57,-0.0,-0.01,0.99,0.12,0.0,
ConstantName,87,12708,163,9570,22528,0.57,0.43,0.01,0.35,-0.19,0.01,0.01,0.01,0.57,-0.0,-0.01,0.99,0.09,0.0,
RedundantImport,8,12856,15,9649,22528,0.57,0.43,0.0,0.35,-0.19,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
EmptyForInitializerPad,1,12869,2,9656,22528,0.57,0.43,0.0,0.33,-0.22,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
IllegalThrows,2,12867,4,9655,22528,0.57,0.43,0.0,0.33,-0.22,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
InterfaceIsType,1,12869,2,9656,22528,0.57,0.43,0.0,0.33,-0.22,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
SingleLineJavadoc,8,12855,16,9649,22528,0.57,0.43,0.0,0.33,-0.22,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
MethodName,22,12826,45,9635,22528,0.57,0.43,0.0,0.33,-0.23,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,
InterfaceMemberImpliedModifier,54,12753,118,9603,22528,0.57,0.43,0.01,0.31,-0.27,0.01,0.01,0.01,0.57,-0.0,-0.0,0.99,0.06,0.0,
NestedForDepth,23,12819,52,9634,22528,0.57,0.43,0.0,0.31,-0.28,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,
MethodLength,46,12765,106,9611,22528,0.57,0.43,0.01,0.3,-0.29,0.0,0.01,0.0,0.57,-0.0,-0.0,0.99,0.06,0.0,
EmptyCatchBlock,53,12744,127,9604,22528,0.57,0.43,0.01,0.29,-0.31,0.01,0.01,0.01,0.57,-0.0,-0.01,0.99,0.07,0.0,
ParameterNumber,53,12746,125,9604,22528,0.57,0.43,0.01,0.3,-0.31,0.01,0.01,0.01,0.57,-0.0,-0.01,0.99,0.07,0.0,
AvoidEscapedUnicodeCharacters,6,12856,15,9651,22528,0.57,0.43,0.0,0.29,-0.33,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
IllegalToken,2,12866,5,9655,22528,0.57,0.43,0.0,0.29,-0.33,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
UnnecessarySemicolonInEnumeration,3,12863,8,9654,22528,0.57,0.43,0.0,0.27,-0.36,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
RequireThis,2,12865,6,9655,22528,0.57,0.43,0.0,0.25,-0.42,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
StringLiteralEquality,3,12862,9,9654,22528,0.57,0.43,0.0,0.25,-0.42,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
TypecastParenPad,1,12868,3,9656,22528,0.57,0.43,0.0,0.25,-0.42,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
ThrowsCount,9,12843,28,9648,22528,0.57,0.43,0.0,0.24,-0.43,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,
SuperClone,3,12854,17,9654,22528,0.57,0.43,0.0,0.15,-0.65,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
UpperEll,2,12857,14,9655,22528,0.57,0.43,0.0,0.12,-0.71,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,
ClassTypeParameterName,0,12867,4,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
CovariantEquals,0,12870,1,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
DefaultComesLast,0,12868,3,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
ImportControl,0,12871,0,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
LambdaParameterName,0,12867,4,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
MissingJavadocPackage,0,12871,0,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
MutableException,0,12869,2,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,
OuterTypeFilename,0,12871,0,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
PackageName,0,12871,0,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
Regexp,0,12871,0,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
RegexpOnFilename,0,12871,0,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
SuppressWarnings,0,12871,0,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,
