Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_random_metric,cond_mean_diff_random_metric,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
93,RedundantModifier,712.0,22515.0,2154.0,7654.0,33035.0,0.7,0.25,0.09,0.25,-0.02,0.09,0.09,0.07,0.7,-0.0,-0.06,0.82,0.43,0.0,,178,11333,164,10853,22528,0.51,0.49,0.02,0.52,0.06,0.02,0.01,0.02,0.51,0.0,0.0,1.0,0.11,0.0,,49.40579204466155,-0.5977496535373277,False,0.4562030464727767,0.08999999999999997,2231,226,7184,123908,7907,121881,260880,0.5,0.49,0.06,0.48,-0.04,0.06,0.06,0.05,0.5,-0.0,-0.01,1.0,0.32,0.0,,64,248.0,11739.0,774.0,3773.0,16534.0,0.72,0.24,0.06,0.24,-0.0,0.06,0.06,0.05,0.73,-0.0,-0.04,0.8,0.33,0.0,,92,74.0,6139.0,237.0,1986.0,8436.0,0.74,0.24,0.04,0.24,-0.03,0.04,0.04,0.03,0.74,-0.0,-0.03,0.8,0.23,0.0,,108,356.0,4939.0,1177.0,1593.0,8065.0,0.66,0.24,0.19,0.23,-0.04,0.18,0.19,0.11,0.66,-0.01,-0.13,0.8,0.7,0.0,
94,LeftCurly,1200.0,21016.0,3653.0,7166.0,33035.0,0.67,0.25,0.15,0.25,-0.02,0.14,0.15,0.1,0.67,-0.0,-0.1,0.82,0.6,0.0,,357,11152,345,10674,22528,0.51,0.49,0.03,0.51,0.04,0.03,0.03,0.03,0.51,0.0,0.0,1.0,0.2,0.0,,49.94312796208529,-0.06041373611357415,False,0.21625721496947606,0.08999999999999997,3103,307,8103,124791,7024,120962,260880,0.51,0.49,0.06,0.54,0.08,0.06,0.05,0.06,0.5,0.01,0.01,1.0,0.32,0.0,,89,526.0,10839.0,1674.0,3495.0,16534.0,0.69,0.24,0.13,0.24,-0.02,0.13,0.13,0.09,0.69,-0.0,-0.09,0.8,0.57,0.0,,71,180.0,5836.0,540.0,1880.0,8436.0,0.71,0.24,0.09,0.25,0.02,0.09,0.08,0.07,0.71,0.0,-0.06,0.8,0.42,0.0,,104,450.0,4633.0,1483.0,1499.0,8065.0,0.63,0.24,0.24,0.23,-0.04,0.23,0.24,0.13,0.63,-0.01,-0.17,0.8,0.79,0.0,
95,IllegalCatch,1623.0,19745.0,4924.0,6743.0,33035.0,0.65,0.25,0.2,0.25,-0.02,0.19,0.2,0.12,0.65,-0.0,-0.13,0.82,0.72,0.0,,225,11249,248,10806,22528,0.51,0.49,0.02,0.48,-0.03,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.15,0.0,,49.92424010997404,-0.07930158822484401,False,0.21190141826779715,0.040000000000000036,5227,204,7412,123930,7885,121653,260880,0.5,0.49,0.06,0.48,-0.02,0.06,0.06,0.05,0.5,-0.0,-0.0,1.0,0.32,0.0,,80,683.0,10347.0,2166.0,3338.0,16534.0,0.67,0.24,0.17,0.24,-0.01,0.17,0.17,0.11,0.67,-0.0,-0.12,0.8,0.66,0.0,,63,64.0,6185.0,191.0,1996.0,8436.0,0.74,0.24,0.03,0.25,0.03,0.03,0.03,0.03,0.74,0.0,-0.02,0.8,0.2,0.0,,66,827.0,3500.0,2616.0,1122.0,8065.0,0.54,0.24,0.43,0.24,-0.01,0.42,0.43,0.18,0.54,-0.0,-0.29,0.8,0.98,0.0,
96,VariableDeclarationUsageDistance,818.0,22196.0,2473.0,7548.0,33035.0,0.7,0.25,0.1,0.25,-0.02,0.1,0.1,0.08,0.7,-0.0,-0.07,0.82,0.47,0.0,,217,11277,220,10814,22528,0.51,0.49,0.02,0.5,0.01,0.02,0.02,0.02,0.51,0.0,-0.0,1.0,0.14,0.0,,50.248252810695845,0.2447111124969581,False,0.20407302522344298,0.08999999999999997,2859,271,6122,125651,6164,122943,260880,0.51,0.49,0.05,0.5,0.01,0.05,0.05,0.05,0.5,0.0,-0.0,1.0,0.27,0.0,,70,256.0,11712.0,801.0,3765.0,16534.0,0.72,0.24,0.06,0.24,-0.0,0.06,0.06,0.05,0.72,-0.0,-0.04,0.8,0.34,0.0,,116,7.0,6345.0,31.0,2053.0,8436.0,0.75,0.24,0.0,0.18,-0.25,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,,72,524.0,4444.0,1672.0,1425.0,8065.0,0.62,0.24,0.27,0.24,-0.01,0.27,0.27,0.14,0.62,-0.0,-0.19,0.8,0.84,0.0,
97,NestedTryDepth,107.0,24341.0,328.0,8259.0,33035.0,0.74,0.25,0.01,0.25,-0.03,0.01,0.01,0.01,0.74,-0.0,-0.01,0.82,0.1,0.0,,16,11467,30,11015,22528,0.51,0.49,0.0,0.35,-0.29,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.02,0.0,,49.35632183908046,-0.6472198591184224,False,0.09311845760583204,0.06999999999999995,381,29,892,131107,708,128173,260880,0.51,0.49,0.01,0.56,0.13,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.05,0.0,,138,18.0,12425.0,88.0,4003.0,16534.0,0.75,0.24,0.01,0.17,-0.3,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.06,0.0,,1,1.0,6376.0,0.0,2059.0,8436.0,0.76,0.24,0.0,1.0,3.1,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,17,85.0,5873.0,243.0,1864.0,8065.0,0.74,0.24,0.04,0.26,0.07,0.04,0.04,0.04,0.74,0.0,-0.03,0.8,0.25,0.0,
98,MethodParamPad,171.0,24145.0,524.0,8195.0,33035.0,0.74,0.25,0.02,0.25,-0.03,0.02,0.02,0.02,0.74,-0.0,-0.01,0.82,0.15,0.0,,42,11441,56,10989,22528,0.51,0.49,0.0,0.43,-0.12,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.04,0.0,,50.2,0.19645830180112256,False,0.0607111750515648,0.14,517,82,2978,129153,2662,126087,260880,0.51,0.49,0.02,0.53,0.07,0.02,0.02,0.02,0.51,0.0,0.0,1.0,0.15,0.0,,22,65.0,12334.0,179.0,3956.0,16534.0,0.75,0.24,0.01,0.27,0.1,0.02,0.01,0.02,0.75,0.0,-0.01,0.8,0.11,0.0,,99,9.0,6346.0,30.0,2051.0,8436.0,0.75,0.24,0.0,0.23,-0.05,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,,120,92.0,5796.0,320.0,1857.0,8065.0,0.73,0.24,0.05,0.22,-0.08,0.05,0.05,0.04,0.73,-0.0,-0.04,0.8,0.29,0.0,
99,EqualsAvoidNull,358.0,23565.0,1104.0,8008.0,33035.0,0.72,0.25,0.04,0.24,-0.03,0.04,0.04,0.04,0.72,-0.0,-0.03,0.82,0.26,0.0,,107,11387,110,10924,22528,0.51,0.49,0.01,0.49,0.01,0.01,0.01,0.01,0.51,0.0,-0.0,1.0,0.08,0.0,,49.48084815321477,-0.5226935449841079,False,0.13387513763799685,0.09999999999999998,1273,141,2631,128343,3472,126434,260880,0.5,0.49,0.02,0.43,-0.13,0.02,0.03,0.02,0.51,-0.01,-0.01,1.0,0.16,0.0,,118,83.0,12209.0,304.0,3938.0,16534.0,0.74,0.24,0.02,0.21,-0.12,0.02,0.02,0.02,0.74,-0.0,-0.02,0.8,0.16,0.0,,16,9.0,6360.0,16.0,2051.0,8436.0,0.75,0.24,0.0,0.36,0.47,0.0,0.0,0.0,0.75,0.0,-0.0,0.8,0.03,0.0,,102,244.0,5310.0,806.0,1705.0,8065.0,0.69,0.24,0.13,0.23,-0.04,0.13,0.13,0.09,0.69,-0.0,-0.09,0.8,0.56,0.0,
100,EmptyBlock,205.0,24043.0,626.0,8161.0,33035.0,0.73,0.25,0.03,0.25,-0.03,0.02,0.03,0.02,0.73,-0.0,-0.02,0.82,0.17,0.0,,71,11436,61,10960,22528,0.51,0.49,0.01,0.54,0.1,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.05,0.0,,48.6835138387485,-1.3200278594503845,False,0.5361055294269682,0.13,709,107,1678,129733,2082,127387,260880,0.5,0.49,0.01,0.45,-0.1,0.01,0.02,0.01,0.51,-0.0,-0.0,1.0,0.11,0.0,,77,48.0,12361.0,152.0,3973.0,16534.0,0.75,0.24,0.01,0.24,-0.01,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.09,0.0,,110,2.0,6368.0,8.0,2058.0,8436.0,0.76,0.24,0.0,0.2,-0.18,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.01,0.0,,96,145.0,5640.0,476.0,1804.0,8065.0,0.72,0.24,0.08,0.23,-0.03,0.07,0.08,0.06,0.72,-0.0,-0.05,0.8,0.39,0.0,
101,JavaNCSS,1216.0,20951.0,3718.0,7150.0,33035.0,0.67,0.25,0.15,0.25,-0.03,0.15,0.15,0.1,0.67,-0.0,-0.1,0.82,0.61,0.0,,187,11297,200,10844,22528,0.51,0.49,0.02,0.48,-0.01,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.13,0.0,,49.76530198621808,-0.2382397119808033,False,0.4583635533765757,0.05000000000000005,4425,211,10627,121296,10519,118438,260880,0.51,0.49,0.08,0.5,0.02,0.08,0.08,0.08,0.5,0.0,0.0,1.0,0.41,0.0,,116,267.0,11547.0,966.0,3754.0,16534.0,0.71,0.24,0.07,0.22,-0.11,0.07,0.08,0.05,0.72,-0.01,-0.06,0.8,0.38,0.0,,144,0.0,6373.0,3.0,2060.0,8436.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.0,0.0,,47,901.0,3319.0,2797.0,1048.0,8065.0,0.52,0.24,0.46,0.24,0.01,0.46,0.46,0.19,0.52,0.0,-0.31,0.8,1.0,0.0,
102,FileLength,197.0,24062.0,607.0,8169.0,33035.0,0.73,0.25,0.02,0.25,-0.03,0.02,0.02,0.02,0.73,-0.0,-0.02,0.82,0.17,0.0,,10,11489,8,11021,22528,0.51,0.49,0.0,0.56,0.13,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,50.29477611940298,0.29123442120410203,False,0.443836830531701,0.020000000000000014,863,18,2758,129673,2142,126307,260880,0.51,0.49,0.02,0.56,0.14,0.02,0.02,0.02,0.51,0.01,0.0,1.0,0.13,0.0,,148,0.0,12513.0,0.0,4021.0,16534.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,148,0.0,6376.0,0.0,2060.0,8436.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,111,184.0,5496.0,620.0,1765.0,8065.0,0.7,0.24,0.1,0.23,-0.05,0.09,0.1,0.07,0.71,-0.0,-0.07,0.8,0.47,0.0,
103,MemberName,366.0,23542.0,1127.0,8000.0,33035.0,0.72,0.25,0.05,0.25,-0.03,0.04,0.05,0.04,0.72,-0.0,-0.03,0.82,0.27,0.0,,48,11425,72,10983,22528,0.51,0.49,0.01,0.4,-0.18,0.0,0.01,0.0,0.51,-0.0,-0.0,1.0,0.05,0.0,,49.3657066309444,-0.6378350672544713,False,0.7180993889204137,0.06000000000000005,1071,70,6137,124668,7147,122928,260880,0.5,0.49,0.05,0.46,-0.07,0.05,0.05,0.05,0.5,-0.01,-0.01,1.0,0.29,0.0,,123,129.0,12025.0,488.0,3892.0,16534.0,0.74,0.24,0.04,0.21,-0.14,0.03,0.04,0.03,0.74,-0.0,-0.03,0.8,0.23,0.0,,113,13.0,6322.0,54.0,2047.0,8436.0,0.75,0.24,0.01,0.19,-0.21,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.07,0.0,,21,208.0,5515.0,601.0,1741.0,8065.0,0.71,0.24,0.1,0.26,0.06,0.11,0.1,0.08,0.71,0.0,-0.06,0.8,0.47,0.0,
104,MissingCtor,3131.0,15025.0,9644.0,5235.0,33035.0,0.55,0.25,0.39,0.25,-0.03,0.37,0.39,0.17,0.56,-0.01,-0.26,0.82,0.96,0.0,,223,11257,240,10808,22528,0.51,0.49,0.02,0.48,-0.02,0.02,0.02,0.02,0.51,-0.0,-0.0,1.0,0.14,0.0,,49.58598825831702,-0.41755343988185706,False,0.07281957616457735,0.030000000000000027,9230,329,12631,118646,13169,116434,260880,0.5,0.49,0.1,0.49,-0.01,0.1,0.1,0.09,0.5,-0.0,-0.0,1.0,0.47,0.0,,96,1468.0,7772.0,4741.0,2553.0,16534.0,0.56,0.24,0.38,0.24,-0.03,0.37,0.38,0.17,0.56,-0.01,-0.26,0.8,0.95,0.0,,72,787.0,3967.0,2409.0,1273.0,8436.0,0.56,0.24,0.38,0.25,0.01,0.38,0.38,0.18,0.56,0.0,-0.25,0.8,0.96,0.0,,117,754.0,3500.0,2616.0,1195.0,8065.0,0.53,0.24,0.42,0.22,-0.07,0.39,0.43,0.17,0.54,-0.03,-0.3,0.8,0.98,0.0,
105,OperatorWrap,1262.0,20810.0,3859.0,7104.0,33035.0,0.67,0.25,0.16,0.25,-0.03,0.15,0.16,0.1,0.67,-0.0,-0.11,0.82,0.62,0.0,,318,11168,329,10713,22528,0.51,0.49,0.03,0.49,0.0,0.03,0.03,0.03,0.51,0.0,-0.0,1.0,0.19,0.0,,49.980667838312826,-0.0228738598860474,False,0.2483670175194274,0.06000000000000005,4287,297,9841,121876,9939,119224,260880,0.5,0.49,0.08,0.5,0.01,0.08,0.08,0.07,0.5,0.0,-0.0,1.0,0.39,0.0,,57,506.0,10963.0,1550.0,3515.0,16534.0,0.69,0.24,0.12,0.25,0.01,0.13,0.12,0.09,0.69,0.0,-0.08,0.8,0.54,0.0,,83,70.0,6159.0,217.0,1990.0,8436.0,0.74,0.24,0.03,0.24,-0.0,0.03,0.03,0.03,0.74,-0.0,-0.02,0.8,0.21,0.0,,106,644.0,3982.0,2134.0,1305.0,8065.0,0.57,0.24,0.34,0.23,-0.04,0.33,0.35,0.16,0.58,-0.01,-0.24,0.8,0.93,0.0,
106,FallThrough,54.0,24504.0,165.0,8312.0,33035.0,0.74,0.25,0.01,0.25,-0.03,0.01,0.01,0.01,0.74,-0.0,-0.0,0.82,0.06,0.0,,11,11486,11,11020,22528,0.51,0.49,0.0,0.5,0.02,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.01,0.0,,49.812785388127864,-0.19075631007102345,False,0.043542628910079664,0.11,173,21,1589,129946,1869,127476,260880,0.5,0.49,0.01,0.46,-0.07,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.1,0.0,,20,15.0,12472.0,41.0,4006.0,16534.0,0.76,0.24,0.0,0.27,0.1,0.0,0.0,0.0,0.76,0.0,-0.0,0.8,0.03,0.0,,8,1.0,6375.0,1.0,2059.0,8436.0,0.76,0.24,0.0,0.5,1.05,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,85,38.0,5993.0,123.0,1911.0,8065.0,0.75,0.24,0.02,0.24,-0.02,0.02,0.02,0.02,0.75,-0.0,-0.01,0.8,0.14,0.0,
107,JavadocParagraph,1577.0,19839.0,4830.0,6789.0,33035.0,0.65,0.25,0.19,0.25,-0.03,0.19,0.2,0.12,0.65,-0.0,-0.13,0.82,0.71,0.0,,390,11078,419,10641,22528,0.51,0.49,0.04,0.48,-0.02,0.04,0.04,0.03,0.51,-0.0,-0.0,1.0,0.22,0.0,,49.6030903699079,-0.40045132829096985,False,0.1771002375584111,0.09999999999999998,5512,601,11078,117784,14031,117987,260880,0.49,0.49,0.1,0.44,-0.11,0.09,0.11,0.08,0.5,-0.02,-0.02,1.0,0.46,0.0,,101,667.0,10329.0,2184.0,3354.0,16534.0,0.67,0.24,0.17,0.23,-0.04,0.17,0.17,0.11,0.67,-0.0,-0.12,0.8,0.66,0.0,,66,162.0,5885.0,491.0,1898.0,8436.0,0.72,0.24,0.08,0.25,0.02,0.08,0.08,0.06,0.72,0.0,-0.05,0.8,0.39,0.0,,90,683.0,3896.0,2220.0,1266.0,8065.0,0.57,0.24,0.36,0.24,-0.03,0.35,0.36,0.16,0.57,-0.01,-0.25,0.8,0.94,0.0,
108,ClassDataAbstractionCoupling,1549.0,19940.0,4729.0,6817.0,33035.0,0.65,0.25,0.19,0.25,-0.03,0.19,0.19,0.12,0.65,-0.0,-0.13,0.82,0.7,0.0,,99,11338,159,10932,22528,0.51,0.49,0.01,0.38,-0.22,0.01,0.01,0.01,0.51,-0.0,-0.01,1.0,0.09,0.0,,49.552883083784636,-0.4506586144142375,False,0.2270697427029375,0.040000000000000036,5745,248,9135,122106,9709,119930,260880,0.5,0.49,0.07,0.48,-0.02,0.07,0.07,0.07,0.5,-0.0,-0.0,1.0,0.37,0.0,,100,436.0,11076.0,1437.0,3585.0,16534.0,0.7,0.24,0.11,0.23,-0.04,0.11,0.11,0.08,0.7,-0.0,-0.08,0.8,0.51,0.0,,95,7.0,6353.0,23.0,2053.0,8436.0,0.75,0.24,0.0,0.23,-0.04,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,,69,1043.0,2784.0,3332.0,906.0,8065.0,0.47,0.24,0.54,0.24,-0.01,0.54,0.54,0.2,0.48,-0.01,-0.37,0.8,0.99,0.0,
109,AvoidNestedBlocks,217.0,24002.0,667.0,8149.0,33035.0,0.73,0.25,0.03,0.25,-0.03,0.03,0.03,0.02,0.73,-0.0,-0.02,0.82,0.18,0.0,,35,11458,39,10996,22528,0.51,0.49,0.0,0.47,-0.03,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.03,0.0,,50.240950226244344,0.23740852804546364,False,0.5807526267633798,0.06000000000000005,767,47,4840,128140,3675,124225,260880,0.51,0.49,0.03,0.57,0.15,0.04,0.03,0.04,0.5,0.01,0.01,1.0,0.21,0.0,,129,42.0,12342.0,171.0,3979.0,16534.0,0.75,0.24,0.01,0.2,-0.19,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.1,0.0,,122,2.0,6366.0,10.0,2058.0,8436.0,0.75,0.24,0.0,0.17,-0.32,0.0,0.0,0.0,0.76,-0.0,-0.0,0.8,0.02,0.0,,25,165.0,5622.0,494.0,1784.0,8065.0,0.72,0.24,0.08,0.25,0.04,0.08,0.08,0.07,0.72,0.0,-0.05,0.8,0.41,0.0,
110,ArrayTypeStyle,143.0,24232.0,437.0,8223.0,33035.0,0.74,0.25,0.02,0.25,-0.03,0.02,0.02,0.02,0.74,-0.0,-0.01,0.82,0.13,0.0,,14,11463,34,11017,22528,0.51,0.49,0.0,0.29,-0.4,0.0,0.0,0.0,0.51,-0.0,-0.0,1.0,0.02,0.0,,50.45,0.44645830180112256,False,0.03923584630972978,0.09999999999999998,401,43,1548,130717,1098,127517,260880,0.51,0.49,0.01,0.59,0.18,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.08,0.0,,111,41.0,12373.0,140.0,3980.0,16534.0,0.75,0.24,0.01,0.23,-0.07,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.09,0.0,,109,4.0,6360.0,16.0,2056.0,8436.0,0.75,0.24,0.0,0.2,-0.18,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.02,0.0,,75,91.0,5828.0,288.0,1858.0,8065.0,0.73,0.24,0.05,0.24,-0.01,0.05,0.05,0.04,0.73,-0.0,-0.03,0.8,0.27,0.0,
111,InnerTypeLast,842.0,22030.0,2639.0,7524.0,33035.0,0.69,0.25,0.11,0.24,-0.04,0.1,0.11,0.08,0.69,-0.0,-0.07,0.82,0.49,0.0,,235,11261,236,10796,22528,0.51,0.49,0.02,0.5,0.02,0.02,0.02,0.02,0.51,0.0,-0.0,1.0,0.15,0.0,,49.50071818442977,-0.5028235137691155,False,0.5533627336094781,0.06000000000000005,3006,196,8117,124254,7561,120948,260880,0.51,0.49,0.06,0.52,0.05,0.06,0.06,0.06,0.5,0.01,0.0,1.0,0.33,0.0,,87,278.0,11619.0,894.0,3743.0,16534.0,0.72,0.24,0.07,0.24,-0.02,0.07,0.07,0.06,0.72,-0.0,-0.05,0.8,0.37,0.0,,104,20.0,6309.0,67.0,2040.0,8436.0,0.75,0.24,0.01,0.23,-0.06,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.08,0.0,,115,502.0,4396.0,1720.0,1447.0,8065.0,0.61,0.24,0.28,0.23,-0.07,0.26,0.28,0.14,0.62,-0.01,-0.2,0.8,0.85,0.0,
112,UnusedImports,448.0,23267.0,1402.0,7918.0,33035.0,0.72,0.25,0.06,0.24,-0.04,0.05,0.06,0.05,0.72,-0.0,-0.04,0.82,0.31,0.0,,365,11071,426,10666,22528,0.51,0.49,0.04,0.46,-0.06,0.03,0.04,0.03,0.51,-0.0,-0.01,1.0,0.22,0.0,,49.32216216216217,-0.6813795360367152,False,0.0437034145250192,0.42,1002,732,1641,129817,1998,127424,260880,0.5,0.49,0.01,0.45,-0.09,0.01,0.02,0.01,0.51,-0.0,-0.0,1.0,0.11,0.0,,92,217.0,11812.0,701.0,3804.0,16534.0,0.73,0.24,0.06,0.24,-0.03,0.05,0.06,0.05,0.73,-0.0,-0.04,0.8,0.31,0.0,,101,60.0,6175.0,201.0,2000.0,8436.0,0.74,0.24,0.03,0.23,-0.06,0.03,0.03,0.03,0.74,-0.0,-0.02,0.8,0.2,0.0,,94,157.0,5602.0,514.0,1792.0,8065.0,0.71,0.24,0.08,0.23,-0.03,0.08,0.08,0.06,0.72,-0.0,-0.06,0.8,0.41,0.0,
113,JavadocPackage,1306.0,20624.0,4045.0,7060.0,33035.0,0.66,0.25,0.16,0.24,-0.04,0.16,0.16,0.11,0.67,-0.0,-0.11,0.82,0.64,0.0,,137,11352,145,10894,22528,0.51,0.49,0.01,0.49,-0.01,0.01,0.01,0.01,0.51,-0.0,-0.0,1.0,0.1,0.0,,48.962063165763404,-1.0414785324354696,False,-0.027666017782257742,0.07999999999999996,3293,282,9564,121556,10259,119501,260880,0.5,0.49,0.08,0.48,-0.02,0.07,0.08,0.07,0.5,-0.0,-0.01,1.0,0.39,0.0,,93,652.0,10411.0,2102.0,3369.0,16534.0,0.67,0.24,0.17,0.24,-0.03,0.16,0.17,0.11,0.67,-0.0,-0.12,0.8,0.65,0.0,,97,385.0,5094.0,1282.0,1675.0,8436.0,0.65,0.24,0.2,0.23,-0.05,0.19,0.2,0.12,0.65,-0.01,-0.14,0.8,0.72,0.0,,107,215.0,5401.0,715.0,1734.0,8065.0,0.7,0.24,0.12,0.23,-0.04,0.11,0.12,0.08,0.7,-0.0,-0.08,0.8,0.52,0.0,
114,MethodLength,492.0,23142.0,1527.0,7874.0,33035.0,0.72,0.25,0.06,0.24,-0.04,0.06,0.06,0.05,0.72,-0.0,-0.04,0.82,0.33,0.0,,76,11421,76,10955,22528,0.51,0.49,0.01,0.5,0.02,0.01,0.01,0.01,0.51,0.0,0.0,1.0,0.06,0.0,,50.38335809806835,0.37981639986946897,False,0.3238528755431664,0.05000000000000005,1899,106,4929,127295,4520,124136,260880,0.51,0.49,0.04,0.52,0.05,0.04,0.03,0.04,0.5,0.0,0.0,1.0,0.22,0.0,,124,50.0,12325.0,188.0,3971.0,16534.0,0.75,0.24,0.01,0.21,-0.14,0.01,0.02,0.01,0.75,-0.0,-0.01,0.8,0.11,0.0,,134,0.0,6376.0,0.0,2060.0,8436.0,0.76,0.24,0.0,0.0,-1.0,0.0,0.0,0.0,0.76,0.0,0.0,0.8,0.0,0.0,,74,428.0,4763.0,1353.0,1521.0,8065.0,0.64,0.24,0.22,0.24,-0.01,0.22,0.22,0.13,0.64,-0.0,-0.15,0.8,0.76,0.0,
115,LocalFinalVariableName,171.0,24139.0,530.0,8195.0,33035.0,0.74,0.25,0.02,0.24,-0.04,0.02,0.02,0.02,0.74,-0.0,-0.01,0.82,0.15,0.0,,27,11470,27,11004,22528,0.51,0.49,0.0,0.5,0.02,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.02,0.0,,49.94579172610557,-0.057749972093319,False,0.10357026523971516,0.06000000000000005,588,37,3739,128282,3533,125326,260880,0.51,0.49,0.03,0.51,0.04,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.18,0.0,,115,41.0,12367.0,146.0,3980.0,16534.0,0.75,0.24,0.01,0.22,-0.1,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.09,0.0,,49,27.0,6299.0,77.0,2033.0,8436.0,0.75,0.24,0.01,0.26,0.06,0.01,0.01,0.01,0.75,0.0,-0.01,0.8,0.1,0.0,,114,93.0,5799.0,317.0,1856.0,8065.0,0.73,0.24,0.05,0.23,-0.06,0.05,0.05,0.04,0.73,-0.0,-0.04,0.8,0.29,0.0,
