feature,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP,cochange_Unnamed: 0,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_comment,monotonicity,Unnamed: 0,line_pearson,removal_probability,true_positives,false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_comment,control_medium_Pearson,control_medium_positive_corrective_rate_avg,control_medium_positive_corrective_rate_std,control_medium_positive_files_num,control_medium_negative_corrective_rate_avg,control_medium_negative_corrective_rate_std,control_medium_negative_files_num,control_medium_accuracy,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_Jaccard,control_medium_prob_in_reduced_risk,control_medium_lift_in_reduced_risk,control_medium_CCP,control_short_Pearson,control_short_positive_corrective_rate_avg,control_short_positive_corrective_rate_std,control_short_positive_files_num,control_short_negative_corrective_rate_avg,control_short_negative_corrective_rate_std,control_short_negative_files_num,control_short_accuracy,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_Jaccard,control_short_prob_in_reduced_risk,control_short_lift_in_reduced_risk,control_short_CCP,control_long_Pearson,control_long_positive_corrective_rate_avg,control_long_positive_corrective_rate_std,control_long_positive_files_num,control_long_negative_corrective_rate_avg,control_long_negative_corrective_rate_std,control_long_negative_files_num,control_long_accuracy,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_Jaccard,control_long_prob_in_reduced_risk,control_long_lift_in_reduced_risk,control_long_CCP
SimplifyBooleanReturn,0.0,0.17,0.15799324235787315,123.0,0.15981068103729568,0.14613138333598866,31564.0,0.9,0.0,0.11,0.07,0.0,0.0,0.0,,0.16,140,12,10872,7,11163,22054,0.49,0.51,0.0,0.63,0.25,0.0,0.0,0.0,0.49,0.0,-0.03,,False,98,0.0538249944913418,0.13,116,18,311,146931,219,92253,239714,0.61,0.39,0.0,0.59,0.52,0.0,0.0,0.0,0.61,0.0,0.0,,0.0,0.16,0.21679779184872253,30.0,0.15841586808552666,0.14709860080846673,15777.0,0.9,0.0,0.13,0.29,0.0,0.0,0.0,,0.15,0.01,0.2,,1.0,0.12319859316968153,0.12390567235679682,7967.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.2,-0.02,0.17,0.135902588406055,92.0,0.1999250631321246,0.15467091513367495,7820.0,0.85,0.01,0.1,-0.33,0.01,0.01,0.02,1.0,0.16
AnnotationOnSameLine,0.08,0.17,0.14877988635933898,24765.0,0.13854327933655655,0.13432713022179282,6922.0,0.29,0.78,0.11,0.08,0.84,0.1,0.74,-0.05128205128205132,0.16,139,845,10014,865,10330,22054,0.49,0.51,0.08,0.49,-0.02,0.08,0.08,0.07,0.49,-0.0,-0.03,,True,3,0.7714119782226878,0.010000000000000007,18082,109,39897,102417,44733,52667,239714,0.59,0.39,0.35,0.47,0.22,0.43,0.3,0.29,0.53,0.11,-0.03,,0.04,0.16,0.14875011783582404,12752.0,0.1459137361187126,0.14016047833484566,3055.0,0.26,0.81,0.11,0.04,0.84,0.11,0.78,-0.03703703703703709,0.15,0.03,0.13,0.12687657358110854,5061.0,0.1182761237719776,0.11840200717479105,2907.0,0.38,0.64,0.05,0.05,0.67,0.05,0.62,-0.03125,0.11,0.06,0.2,0.15493084669521404,6952.0,0.17645981658317025,0.1494019192160489,960.0,0.24,0.88,0.15,0.03,0.9,0.15,0.84,-0.045454545454545525,0.2
ImportOrder,0.07,0.17,0.14902771113225802,24883.0,0.13997539635337744,0.13338191251603432,6804.0,0.28,0.79,0.11,0.08,0.85,0.1,0.76,-0.03797468354430378,0.16,146,951,9947,932,10224,22054,0.49,0.51,0.09,0.51,-0.0,0.09,0.09,0.08,0.49,-0.0,-0.02,,True,12,0.11626449616770886,0.030000000000000027,17827,471,23724,97339,49811,68840,239714,0.51,0.39,0.31,0.32,-0.16,0.26,0.34,0.17,0.54,-0.07,-0.18,,0.02,0.16,0.1479585124634301,13193.0,0.15225729358480916,0.1435031307898632,2614.0,0.24,0.83,0.11,0.02,0.86,0.1,0.84,0.012048192771084263,0.15,0.02,0.13,0.12662025672142435,4607.0,0.11992915374676515,0.12001458636319227,3361.0,0.43,0.58,0.04,-0.02,0.56,0.04,0.57,-0.017241379310344862,0.11,0.04,0.2,0.15629010421623946,7083.0,0.182521285421975,0.13716926688659234,829.0,0.23,0.9,0.15,0.03,0.92,0.15,0.89,-0.011111111111111072,0.2
Indentation,0.03,0.16,0.1528540463122668,15901.0,0.15612562596231006,0.13903422286386205,15786.0,0.51,0.5,0.11,0.1,0.55,0.1,0.55,0.10000000000000007,0.15,27,780,10082,797,10395,22054,0.49,0.51,0.07,0.49,-0.02,0.07,0.07,0.07,0.49,-0.0,-0.03,,True,9,0.8727437772372528,0.040000000000000036,10655,455,24475,117154,29996,68089,239714,0.59,0.39,0.23,0.45,0.16,0.26,0.2,0.2,0.56,0.05,-0.04,,0.0,0.16,0.15319606000298575,7551.0,0.15791160870906262,0.14160490434294687,8256.0,0.52,0.48,0.11,0.06,0.51,0.1,0.52,0.08333333333333348,0.15,-0.09,0.11,0.12805719068400187,3112.0,0.132023334147439,0.12035178898862267,4856.0,0.6,0.39,0.04,-0.08,0.36,0.04,0.53,0.35897435897435903,0.09,0.02,0.2,0.15524002452142874,5238.0,0.19438129368702567,0.15293629928834035,2674.0,0.39,0.66,0.15,0.03,0.68,0.14,0.65,-0.015151515151515138,0.2
TypecastParenPad,0.01,0.22,0.1421653227946015,31.0,0.15977548431763616,0.1461711509060182,31656.0,0.9,0.0,0.1,-0.02,0.0,0.0,0.0,,0.22,15,2,10877,2,11173,22054,0.49,0.51,0.0,0.5,-0.01,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,133,0.008376756782225391,0.21,11,3,29,147040,110,92535,239714,0.61,0.39,0.0,0.21,-0.46,0.0,0.0,0.0,0.61,-0.0,-0.0,,0.0,0.18,0.1255934322512284,13.0,0.15840562990997506,0.14727075815430088,15794.0,0.9,0.0,0.08,-0.25,0.0,0.0,0.0,,0.17,0.02,0.21,0.2278472711413871,5.0,0.12315210198666947,0.12381424340662535,7963.0,0.95,0.0,0.2,3.43,0.0,0.0,0.0,,0.21,0.02,0.26,0.11737010764305465,13.0,0.1994346150957479,0.15453814445224398,7899.0,0.85,0.0,0.08,-0.47,0.0,0.0,0.0,,0.27
MethodTypeParameterName,0.02,0.2,0.1469400298845051,121.0,0.15967659806419576,0.14615427968434394,31566.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,,0.2,45,3,10872,7,11172,22054,0.49,0.51,0.0,0.3,-0.41,0.0,0.0,0.0,0.49,-0.0,-0.03,,True,143,0.028513009532479983,0.040000000000000036,110,5,144,147063,87,92420,239714,0.61,0.39,0.0,0.62,0.61,0.0,0.0,0.0,0.61,0.0,0.0,,0.01,0.2,0.11765027409298574,47.0,0.15831314842537075,0.14732065802172534,15760.0,0.89,0.0,0.06,-0.38,0.0,0.0,0.0,,0.2,-0.0,0.1,,1.0,0.12321114494575786,0.1239083870429978,7967.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07,0.0,0.21,0.1641833866061703,73.0,0.19947864313406416,0.15441642709155293,7839.0,0.85,0.01,0.12,-0.15,0.01,0.01,0.01,0.0,0.21
AvoidStarImport,0.05,0.18,0.13122655909994302,4784.0,0.1567053294148048,0.14846232008842486,26903.0,0.78,0.15,0.1,-0.01,0.15,0.06,0.09,-0.4,0.17,77,181,10642,237,10994,22054,0.49,0.51,0.02,0.43,-0.15,0.02,0.02,0.02,0.49,-0.01,-0.03,,True,93,0.10657445009843868,0.07999999999999996,3339,296,7687,139616,7534,84877,239714,0.61,0.39,0.06,0.51,0.31,0.08,0.05,0.08,0.6,0.03,0.0,,0.02,0.17,0.12920651212558554,2436.0,0.15696743380412054,0.15026528033750214,13371.0,0.77,0.15,0.08,-0.18,0.13,0.05,0.1,-0.3333333333333333,0.16,0.04,0.14,0.10750583139378628,369.0,0.12217676981142606,0.1245561194685946,7599.0,0.91,0.05,0.04,-0.04,0.04,0.02,0.03,-0.4,0.12,-0.01,0.2,0.13490072440624115,1979.0,0.20033889196944216,0.16050806340304166,5933.0,0.67,0.25,0.13,-0.14,0.22,0.09,0.2,-0.2,0.2
MissingDeprecated,0.02,0.17,0.14962535366442242,899.0,0.15943735569292375,0.14605866303413592,30788.0,0.88,0.03,0.1,0.04,0.03,0.02,0.02,-0.3333333333333333,0.16,68,61,10817,62,11114,22054,0.49,0.51,0.01,0.5,-0.02,0.01,0.01,0.01,0.49,-0.0,-0.03,,False,67,0.06573097655374156,0.11,734,92,1198,145539,1611,91366,239714,0.61,0.39,0.01,0.43,0.1,0.01,0.01,0.01,0.61,0.0,-0.0,,-0.02,0.14,0.1421550166963909,278.0,0.1587432956318984,0.1473264512917386,15529.0,0.88,0.02,0.08,-0.23,0.01,0.01,0.02,0.0,0.12,0.0,0.13,0.145160915754583,27.0,0.1231772137999257,0.123831930480112,7941.0,0.95,0.0,0.07,0.64,0.01,0.01,0.0,,0.11,-0.02,0.19,0.1505247562242488,594.0,0.20025723072164295,0.15480545518400576,7318.0,0.8,0.08,0.12,-0.2,0.06,0.04,0.08,0.0,0.19
AbbreviationAsWordInName,0.01,0.17,0.14155689702486693,1247.0,0.15949504291848227,0.14635551331403332,30440.0,0.87,0.04,0.1,0.03,0.04,0.03,0.04,0.0,0.16,46,43,10851,28,11132,22054,0.49,0.51,0.0,0.61,0.2,0.0,0.0,0.0,0.49,0.0,-0.03,,False,86,0.17539752794743496,0.05000000000000005,1004,49,2502,144342,2808,90062,239714,0.61,0.39,0.02,0.47,0.22,0.03,0.02,0.03,0.61,0.01,-0.0,,-0.01,0.15,0.13493177578973636,478.0,0.1585555345145069,0.14762188460186595,15329.0,0.87,0.03,0.08,-0.21,0.02,0.02,0.03,0.0,0.14,-0.01,0.12,0.13466078220364805,80.0,0.12327065021009348,0.12379467024161922,7888.0,0.95,0.01,0.09,0.94,0.02,0.02,0.01,0.0,0.1,-0.03,0.18,0.14458264885420946,689.0,0.2010483772682699,0.15533752574594487,7223.0,0.79,0.09,0.12,-0.19,0.07,0.05,0.12,0.3333333333333333,0.17
ModifierOrder,0.01,0.17,0.1481335923820748,1791.0,0.15940739498672124,0.1460505157680349,29896.0,0.86,0.06,0.1,0.0,0.06,0.04,0.05,-0.16666666666666666,0.16,60,101,10775,104,11074,22054,0.49,0.51,0.01,0.49,-0.03,0.01,0.01,0.01,0.49,-0.0,-0.03,,False,69,0.05719572149715814,0.09999999999999998,1286,147,3938,142482,4668,88626,239714,0.61,0.39,0.04,0.46,0.19,0.04,0.03,0.04,0.61,0.01,-0.0,,-0.01,0.15,0.14520579804873626,698.0,0.15888805245751042,0.14733413702369275,15109.0,0.86,0.04,0.08,-0.19,0.04,0.03,0.04,0.0,0.14,0.02,0.14,0.1692871240916132,130.0,0.12287610024594085,0.12299427731643753,7838.0,0.94,0.02,0.07,0.53,0.02,0.02,0.01,-0.5,0.12,-0.04,0.18,0.14527821424774315,963.0,0.20174140483739,0.1556161126083665,6949.0,0.76,0.12,0.12,-0.21,0.1,0.06,0.14,0.16666666666666674,0.17
JavadocStyle,0.03,0.17,0.15115147500529172,9137.0,0.15704490913840174,0.1440224212207056,22550.0,0.67,0.29,0.1,0.05,0.3,0.08,0.28,-0.0344827586206895,0.16,115,276,10628,251,10899,22054,0.49,0.51,0.02,0.52,0.03,0.02,0.02,0.02,0.49,0.0,-0.02,,False,38,0.6717958353158313,0.030000000000000027,7008,182,23861,132886,14264,68703,239714,0.65,0.39,0.16,0.63,0.62,0.26,0.1,0.22,0.58,0.13,0.07,,-0.02,0.15,0.14780664421647874,4133.0,0.16036440561605592,0.1470126704971607,11674.0,0.68,0.26,0.09,-0.11,0.23,0.07,0.29,0.1153846153846152,0.14,-0.01,0.12,0.12025698173922655,1420.0,0.12350280018623305,0.12468407263315012,6548.0,0.79,0.18,0.04,-0.14,0.15,0.03,0.17,-0.05555555555555547,0.1,0.0,0.2,0.15869193929629238,3584.0,0.19883833047359625,0.15095460443609193,4328.0,0.53,0.45,0.14,-0.01,0.45,0.12,0.46,0.022222222222222143,0.2
DesignForExtension,0.05,0.17,0.14509196106967867,20427.0,0.14931729252279302,0.147551496805873,11260.0,0.39,0.64,0.1,0.03,0.66,0.1,0.59,-0.07812500000000011,0.16,96,699,10193,686,10476,22054,0.49,0.51,0.06,0.5,-0.0,0.06,0.06,0.06,0.49,-0.0,-0.03,,True,20,0.22003924989396173,0.020000000000000014,14737,229,22278,122685,24465,70286,239714,0.6,0.39,0.19,0.48,0.23,0.24,0.17,0.19,0.57,0.06,-0.01,,0.02,0.16,0.14553655845985405,10800.0,0.15385303419641205,0.15079961451674115,5007.0,0.35,0.68,0.1,-0.03,0.66,0.1,0.64,-0.058823529411764726,0.15,0.13,0.14,0.1301650083543887,4253.0,0.10569861865681916,0.11383750001189928,3715.0,0.48,0.53,0.05,0.2,0.64,0.05,0.45,-0.15094339622641506,0.12,-0.02,0.2,0.14970595007963913,5374.0,0.2042159981383584,0.16412074786364467,2538.0,0.37,0.68,0.14,-0.02,0.66,0.13,0.67,-0.014705882352941237,0.2
FinalParameters,0.09,0.17,0.14850897644134514,26273.0,0.13205033641011046,0.1307871722391557,5414.0,0.25,0.83,0.1,0.06,0.88,0.1,0.79,-0.04819277108433728,0.16,36,918,10017,862,10257,22054,0.5,0.51,0.08,0.52,0.02,0.08,0.08,0.08,0.49,0.0,-0.02,,True,47,0.8195777064038515,0.010000000000000007,18463,99,26589,117420,29730,65975,239714,0.6,0.39,0.23,0.47,0.22,0.29,0.2,0.22,0.56,0.07,-0.02,,0.03,0.16,0.14740094420612687,13670.0,0.14639749263858354,0.14575823047906195,2137.0,0.21,0.86,0.1,0.0,0.87,0.1,0.84,-0.023255813953488413,0.15,0.08,0.13,0.1323333876991913,5351.0,0.1085525593777398,0.10304602923115826,2617.0,0.36,0.67,0.05,0.18,0.79,0.05,0.65,-0.029850746268656688,0.11,0.04,0.2,0.1542030694981415,7252.0,0.17876822979416132,0.15633951181355935,660.0,0.21,0.92,0.15,0.0,0.92,0.14,0.88,-0.0434782608695653,0.2
LineLength,0.08,0.16,0.14765251235180518,29984.0,0.1115904613897414,0.1062169870847645,1703.0,0.15,0.95,0.1,0.04,0.98,0.1,0.93,-0.021052631578947326,0.15,107,1221,9573,1306,9954,22054,0.49,0.51,0.11,0.48,-0.05,0.11,0.12,0.1,0.49,-0.01,-0.03,,True,4,0.8469621108431062,0.0,21151,36,36070,86911,60239,56494,239714,0.51,0.39,0.4,0.37,-0.03,0.39,0.41,0.24,0.52,-0.02,-0.16,,0.04,0.16,0.14781695253971078,15509.0,0.11929130007652515,0.10718254359968173,298.0,0.12,0.98,0.1,0.01,0.99,0.1,0.98,0.0,0.15,0.05,0.13,0.12727214035773488,6607.0,0.10844813105321004,0.10481760342050138,1361.0,0.21,0.83,0.05,0.08,0.9,0.05,0.81,-0.02409638554216853,0.11,0.02,0.2,0.15459869309102714,7868.0,0.15663277182966276,0.13009386246210686,44.0,0.15,0.99,0.15,0.0,1.0,0.15,0.99,0.0,0.2
SimplifyBooleanExpression,0.0,0.16,0.14317367150270582,363.0,0.1598181520612631,0.14621368113600328,31324.0,0.89,0.01,0.1,0.03,0.01,0.01,0.01,0.0,0.15,71,25,10851,28,11150,22054,0.49,0.51,0.0,0.47,-0.07,0.0,0.0,0.0,0.49,-0.0,-0.03,,True,122,0.2492191093450923,0.11,331,42,825,146231,919,91739,239714,0.61,0.39,0.01,0.47,0.23,0.01,0.01,0.01,0.61,0.0,-0.0,,-0.03,0.11,0.12077004133715202,122.0,0.15882855053339826,0.1473704784960061,15685.0,0.89,0.01,0.05,-0.52,0.0,0.0,0.01,0.0,0.09,-0.0,0.11,0.10098906191940817,6.0,0.12321914227963725,0.12392108492365438,7962.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.09,-0.01,0.19,0.14634665769563746,235.0,0.19979772948031704,0.1547440148081796,7677.0,0.83,0.03,0.13,-0.09,0.03,0.02,0.03,0.0,0.19
WriteTag,0.0,0.16,0.14283258562895335,17082.0,0.1592805875026062,0.14999721826714008,14605.0,0.47,0.54,0.1,0.0,0.54,0.09,0.52,-0.03703703703703709,0.15,44,339,10625,254,10836,22054,0.5,0.51,0.03,0.57,0.13,0.03,0.02,0.03,0.49,0.01,-0.02,,True,49,0.3292940083179429,0.020000000000000014,11441,290,11266,136619,10531,81298,239714,0.62,0.39,0.09,0.52,0.34,0.12,0.07,0.11,0.59,0.04,0.0,,0.01,0.16,0.14311555613153476,8292.0,0.1573078007760495,0.15168732254888345,7515.0,0.48,0.52,0.1,-0.02,0.52,0.09,0.5,-0.03846153846153855,0.15,-0.05,0.12,0.11416589047963112,4232.0,0.12936630530287144,0.13382626233369435,3736.0,0.47,0.53,0.04,-0.08,0.49,0.04,0.54,0.018867924528301886,0.1,0.01,0.2,0.15405684147210774,4558.0,0.19702216488731208,0.15508673499779138,3354.0,0.45,0.58,0.15,0.02,0.59,0.13,0.57,-0.017241379310344862,0.2
ImportControl,-0.0,0.16,0.14616778639169026,31673.0,0.1699211502782931,0.17180416346707222,14.0,0.1,1.0,0.1,0.0,1.0,0.1,1.0,0.0,0.15,11,0,10879,0,11175,22054,0.49,0.51,0.0,0.0,-1.0,0.0,0.0,0.0,0.49,0.0,-0.03,,True,1,0.003363275860675513,0.0,22046,0,22,147031,119,92542,239714,0.61,0.39,0.0,0.16,-0.6,0.0,0.0,0.0,0.61,-0.0,-0.0,,0.0,0.16,0.14725090348436715,15800.0,0.1269635126777984,0.1584413049867697,7.0,0.1,1.0,0.1,0.0,1.0,0.1,1.0,0.0,0.15,-0.01,0.12,0.123848737337115,7964.0,0.18607954545454547,0.22245727102328994,4.0,0.05,1.0,0.05,-0.0,1.0,0.05,1.0,0.0,0.1,-0.01,0.2,0.15450457750825838,7909.0,0.2486111111111111,0.16139223557440335,3.0,0.15,1.0,0.15,0.0,1.0,0.15,1.0,0.0,0.2
UnnecessarySemicolonInEnumeration,-0.0,0.16,0.15040367461338602,167.0,0.15985882105965224,0.1461564101966991,31520.0,0.9,0.01,0.1,0.03,0.01,0.01,0.01,0.0,0.15,20,8,10876,3,11167,22054,0.49,0.51,0.0,0.73,0.44,0.0,0.0,0.0,0.49,0.0,-0.03,,False,125,0.015035136921525603,0.07999999999999996,110,10,1071,146224,926,91493,239714,0.61,0.39,0.01,0.54,0.39,0.01,0.01,0.01,0.61,0.0,0.0,,-0.02,0.11,0.12830267252156766,82.0,0.158653060385711,0.14731359985092116,15725.0,0.89,0.01,0.05,-0.53,0.0,0.0,0.01,0.0,0.09,-0.02,0.08,0.07490462878498033,16.0,0.1232954170819904,0.12396753669046155,7952.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.05,0.01,0.22,0.16317716600172436,69.0,0.19934789093448466,0.15441868918844878,7843.0,0.85,0.01,0.19,0.29,0.01,0.01,0.01,0.0,0.22
FileTabCharacter,-0.06,0.14,0.1571255741384537,7630.0,0.1647750029492551,0.1421763717286656,24057.0,0.71,0.24,0.1,0.01,0.24,0.08,0.35,0.4583333333333333,0.12,17,180,10610,269,10995,22054,0.49,0.51,0.02,0.4,-0.21,0.02,0.02,0.02,0.49,-0.01,-0.03,,False,8,0.035991950926579176,0.07999999999999996,4879,449,1104,146194,956,91460,239714,0.61,0.39,0.01,0.54,0.39,0.01,0.01,0.01,0.61,0.0,0.0,,-0.06,0.14,0.15931277336987495,3775.0,0.16354421923494686,0.14288231572674995,12032.0,0.71,0.24,0.1,-0.01,0.24,0.08,0.34,0.4166666666666667,0.12,-0.12,0.09,0.13644565107085932,1637.0,0.13083786629681682,0.11927434320137426,6331.0,0.77,0.21,0.04,-0.08,0.19,0.04,0.36,0.7142857142857142,0.06,-0.06,0.19,0.15632539857308755,2218.0,0.2051095308377791,0.15343572505757466,5694.0,0.65,0.28,0.14,-0.04,0.27,0.1,0.39,0.3928571428571428,0.19
SingleLineJavadoc,0.01,0.17,0.13165318051624433,432.0,0.15962956672534248,0.1463591484586313,31255.0,0.89,0.01,0.09,-0.09,0.01,0.01,0.01,0.0,0.16,16,11,10865,14,11164,22054,0.49,0.51,0.0,0.44,-0.13,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,129,0.037038551659952734,0.040000000000000036,367,16,441,146944,206,92123,239714,0.61,0.39,0.0,0.68,0.77,0.0,0.0,0.0,0.61,0.0,0.0,,-0.01,0.15,0.13230631783031693,151.0,0.1585254855812021,0.1473890106598539,15656.0,0.89,0.01,0.07,-0.29,0.01,0.01,0.01,0.0,0.14,-0.01,0.11,0.08010614532375587,58.0,0.12332997284785427,0.12416007345165962,7910.0,0.95,0.01,0.03,-0.24,0.01,0.0,0.0,-1.0,0.09,0.01,0.21,0.1311019865201803,223.0,0.19922057751527575,0.15512129114799045,7689.0,0.83,0.03,0.12,-0.2,0.02,0.02,0.01,-0.6666666666666666,0.21
MissingJavadocMethod,-0.01,0.16,0.14011531243023811,22149.0,0.161327616380469,0.15936445605008825,9538.0,0.33,0.7,0.09,-0.07,0.65,0.09,0.66,-0.05714285714285705,0.15,97,799,10093,786,10376,22054,0.49,0.51,0.07,0.5,-0.01,0.07,0.07,0.07,0.49,-0.0,-0.03,,False,41,0.7103871201738242,0.020000000000000014,15748,304,31839,115888,31262,60725,239714,0.62,0.39,0.26,0.5,0.31,0.34,0.21,0.26,0.55,0.11,0.0,,-0.03,0.16,0.14014847176957845,11052.0,0.16569161741185834,0.16235153569816102,4755.0,0.33,0.7,0.09,-0.1,0.63,0.09,0.67,-0.04285714285714271,0.15,0.05,0.13,0.12103591589875165,5175.0,0.11441837953988787,0.12860150696690945,2793.0,0.36,0.65,0.04,-0.04,0.62,0.04,0.59,-0.09230769230769242,0.11,-0.06,0.19,0.14798418612332112,5922.0,0.2167380051199104,0.17132842097783507,1990.0,0.31,0.75,0.13,-0.08,0.68,0.13,0.76,0.013333333333333421,0.19
MissingCtor,-0.03,0.15,0.14469557438409233,12130.0,0.16290101866982476,0.14700858957974358,19557.0,0.59,0.38,0.09,-0.08,0.35,0.08,0.39,0.02631578947368429,0.14,3,233,10652,227,10942,22054,0.49,0.51,0.02,0.51,-0.0,0.02,0.02,0.02,0.49,-0.0,-0.03,,True,7,0.07281957616457735,0.030000000000000027,9004,324,12332,135032,12118,80232,239714,0.61,0.39,0.1,0.5,0.31,0.13,0.08,0.12,0.59,0.04,0.0,,-0.05,0.15,0.1411643723536126,5879.0,0.1638942947124326,0.15048105974277146,9928.0,0.59,0.37,0.09,-0.16,0.31,0.07,0.38,0.027027027027026973,0.14,-0.04,0.12,0.12309332969250285,2962.0,0.12687804655257146,0.12424275844160393,5006.0,0.61,0.37,0.04,-0.05,0.35,0.04,0.4,0.08108108108108114,0.1,-0.0,0.2,0.15699772557346325,3289.0,0.199775289461094,0.1527139820989814,4623.0,0.56,0.42,0.14,-0.03,0.4,0.12,0.42,0.0,0.2
MissingJavadocType,-0.04,0.15,0.13867298841450865,14647.0,0.16486511418550706,0.15215638794428338,17040.0,0.52,0.46,0.09,-0.1,0.41,0.08,0.47,0.021739130434782483,0.14,147,226,10694,185,10949,22054,0.5,0.51,0.02,0.55,0.09,0.02,0.02,0.02,0.49,0.0,-0.02,,True,50,0.34731741106510805,0.030000000000000027,9612,269,8507,139682,7468,84057,239714,0.62,0.39,0.07,0.53,0.38,0.09,0.05,0.09,0.6,0.03,0.01,,-0.01,0.16,0.14056624509287144,7285.0,0.15993933260999033,0.1527276007819265,8522.0,0.52,0.46,0.09,-0.08,0.42,0.08,0.44,-0.0434782608695653,0.15,-0.04,0.12,0.11406340256099297,3972.0,0.12813635813920365,0.13279098400990375,3996.0,0.5,0.5,0.04,-0.09,0.45,0.04,0.51,0.020000000000000014,0.1,-0.05,0.19,0.1502524511270285,3390.0,0.2066045258944003,0.15725467091707762,4522.0,0.54,0.43,0.13,-0.09,0.39,0.11,0.47,0.09302325581395343,0.19
InterfaceMemberImpliedModifier,-0.02,0.15,0.13959037076059672,3037.0,0.16083260844002514,0.14682488274499714,28650.0,0.82,0.1,0.09,-0.12,0.08,0.04,0.1,0.0,0.14,95,89,10798,81,11086,22054,0.49,0.51,0.01,0.52,0.03,0.01,0.01,0.01,0.49,0.0,-0.03,,False,13,0.3380423122842905,0.040000000000000036,2128,82,2163,142829,4321,90401,239714,0.6,0.39,0.03,0.33,-0.14,0.02,0.03,0.02,0.61,-0.0,-0.01,,-0.03,0.14,0.13914912091966128,1044.0,0.15945444336369105,0.14775835880199026,14763.0,0.84,0.07,0.09,-0.16,0.06,0.03,0.07,0.0,0.12,-0.02,0.12,0.1084786219377924,1180.0,0.1244588177464385,0.12635540894945194,6788.0,0.82,0.15,0.03,-0.27,0.11,0.03,0.14,-0.06666666666666654,0.1,0.02,0.21,0.16034837084216988,813.0,0.198478916687692,0.1537917581215807,7099.0,0.79,0.1,0.17,0.15,0.12,0.07,0.09,-0.10000000000000007,0.21
HideUtilityClassConstructor,-0.02,0.15,0.1490537191448469,1962.0,0.16051663873300248,0.14596198250698195,29725.0,0.85,0.06,0.09,-0.06,0.06,0.04,0.08,0.3333333333333335,0.14,72,19,10854,25,11156,22054,0.49,0.51,0.0,0.43,-0.15,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,75,0.007796491200354697,0.030000000000000027,1379,44,4922,141897,5253,87642,239714,0.61,0.39,0.04,0.48,0.25,0.05,0.04,0.05,0.6,0.01,-0.0,,-0.02,0.15,0.1439398289300185,905.0,0.15899135781075588,0.14743652021373155,14902.0,0.85,0.06,0.09,-0.15,0.05,0.03,0.07,0.16666666666666674,0.14,-0.05,0.1,0.1245001010125859,574.0,0.12502065288898673,0.12367846913384055,7394.0,0.89,0.07,0.05,0.04,0.08,0.03,0.1,0.4285714285714286,0.07,0.02,0.21,0.1630654251077788,483.0,0.19890498920200128,0.1539163975638673,7429.0,0.81,0.06,0.16,0.08,0.07,0.05,0.06,0.0,0.21
MutableException,0.01,0.18,0.11739513283320226,36.0,0.15980777429300996,0.14620600066632816,31651.0,0.9,0.0,0.08,-0.16,0.0,0.0,0.0,,0.17,80,1,10878,1,11174,22054,0.49,0.51,0.0,0.5,-0.01,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,105,0.003938419423749014,0.06999999999999995,25,2,24,147098,52,92540,239714,0.61,0.39,0.0,0.32,-0.18,0.0,0.0,0.0,0.61,-0.0,-0.0,,0.0,0.16,0.13584301631154302,10.0,0.1584220420160068,0.14726304421107664,15797.0,0.9,0.0,0.1,-0.03,0.0,0.0,0.0,,0.15,0.01,0.16,0.07082048825620632,16.0,0.12313214694541524,0.12397570574655473,7952.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.15,0.01,0.24,0.14730509004489592,10.0,0.1994857041143348,0.1545104836807059,7902.0,0.85,0.0,0.2,0.37,0.0,0.0,0.0,,0.25
