feature,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP,cochange_Unnamed: 0,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_comment,monotonicity,Unnamed: 0,line_pearson,removal_probability,true_positives,false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_comment,control_medium_Pearson,control_medium_positive_corrective_rate_avg,control_medium_positive_corrective_rate_std,control_medium_positive_files_num,control_medium_negative_corrective_rate_avg,control_medium_negative_corrective_rate_std,control_medium_negative_files_num,control_medium_accuracy,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_Jaccard,control_medium_prob_in_reduced_risk,control_medium_lift_in_reduced_risk,control_medium_CCP,control_short_Pearson,control_short_positive_corrective_rate_avg,control_short_positive_corrective_rate_std,control_short_positive_files_num,control_short_negative_corrective_rate_avg,control_short_negative_corrective_rate_std,control_short_negative_files_num,control_short_accuracy,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_Jaccard,control_short_prob_in_reduced_risk,control_short_lift_in_reduced_risk,control_short_CCP,control_long_Pearson,control_long_positive_corrective_rate_avg,control_long_positive_corrective_rate_std,control_long_positive_files_num,control_long_negative_corrective_rate_avg,control_long_negative_corrective_rate_std,control_long_negative_files_num,control_long_accuracy,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_Jaccard,control_long_prob_in_reduced_risk,control_long_lift_in_reduced_risk,control_long_CCP
IllegalThrows,0.01,0.18,0.1592180999044102,110.0,0.15975428052526333,0.14612608826777054,31577.0,0.9,0.0,0.16,0.65,0.01,0.01,0.0,,0.17,53,4,10876,3,11171,22054,0.49,0.51,0.0,0.57,0.13,0.0,0.0,0.0,0.49,0.0,-0.03,,False,21,0.01941077646745835,0.09999999999999998,62,7,34,147132,18,92530,239714,0.61,0.39,0.0,0.65,0.69,0.0,0.0,0.0,0.61,0.0,0.0,,0.0,0.17,0.16527533343778175,45.0,0.1583854081875734,0.14720169693479732,15762.0,0.9,0.0,0.18,0.73,0.0,0.0,0.0,,0.16,-0.01,0.1,0.05661859467574895,12.0,0.12324538157784733,0.1239727270960451,7956.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07,0.01,0.21,0.1636612527564156,53.0,0.19945920046578172,0.15444398934878908,7859.0,0.85,0.01,0.19,0.3,0.01,0.01,0.0,-1.0,0.21
ParameterAssignment,0.1,0.2,0.1586273297546373,3577.0,0.15447737622654278,0.14363676898062627,28110.0,0.82,0.11,0.15,0.52,0.17,0.09,0.07,-0.3636363636363635,0.2,114,169,10719,160,11006,22054,0.49,0.51,0.01,0.51,0.01,0.02,0.01,0.01,0.49,0.0,-0.03,,True,60,0.1252665559709452,0.06000000000000005,3128,184,9527,138916,8234,83037,239714,0.62,0.39,0.07,0.54,0.39,0.1,0.06,0.09,0.6,0.04,0.01,,0.04,0.18,0.15451252166377286,1090.0,0.15694648566328515,0.146597765747687,14717.0,0.85,0.07,0.14,0.32,0.09,0.06,0.06,-0.14285714285714302,0.17,0.01,0.14,0.14931633094256555,53.0,0.12311034261315625,0.1237186396881192,7915.0,0.95,0.01,0.09,1.09,0.01,0.01,0.01,0.0,0.12,0.06,0.21,0.1591859507065526,2434.0,0.1931652527270124,0.15195204889615754,5478.0,0.64,0.31,0.16,0.09,0.34,0.12,0.23,-0.25806451612903225,0.21
CyclomaticComplexity,0.16,0.2,0.15442688215083702,7658.0,0.14644952594820518,0.1408440949439483,24029.0,0.73,0.24,0.15,0.53,0.37,0.12,0.15,-0.375,0.2,150,290,10588,291,10885,22054,0.49,0.51,0.03,0.5,-0.01,0.03,0.03,0.03,0.49,-0.0,-0.03,,True,22,0.6003370752865165,0.040000000000000036,6614,257,17402,130154,16996,75162,239714,0.62,0.39,0.14,0.51,0.31,0.19,0.12,0.16,0.58,0.06,0.0,,0.08,0.18,0.14887381871329078,2601.0,0.15332604124849886,0.1463979822373421,13206.0,0.78,0.16,0.14,0.31,0.22,0.09,0.12,-0.25,0.17,0.02,0.16,0.11965514145856852,34.0,0.12303368753401205,0.12389723553912226,7934.0,0.95,0.0,0.09,0.95,0.01,0.01,0.0,,0.15,0.1,0.21,0.1566390804777446,5023.0,0.17932249269193049,0.14858295448390615,2889.0,0.42,0.63,0.16,0.1,0.7,0.15,0.54,-0.1428571428571428,0.21
NestedIfDepth,0.14,0.2,0.15727337736993185,6481.0,0.1491457277089416,0.14122445325142646,25206.0,0.76,0.2,0.15,0.53,0.31,0.11,0.14,-0.29999999999999993,0.2,94,410,10521,358,10765,22054,0.5,0.51,0.03,0.53,0.05,0.04,0.03,0.04,0.49,0.0,-0.02,,True,27,0.27360260886439025,0.040000000000000036,5661,254,17292,130225,16925,75272,239714,0.62,0.39,0.14,0.51,0.31,0.19,0.12,0.16,0.58,0.06,0.0,,0.05,0.18,0.1505027967646197,2109.0,0.1554160115668304,0.14651971088754726,13698.0,0.8,0.13,0.13,0.27,0.17,0.08,0.11,-0.15384615384615385,0.17,0.01,0.15,0.18510066264621886,50.0,0.12306449176416798,0.12342216902637862,7918.0,0.95,0.01,0.08,0.77,0.01,0.01,0.01,0.0,0.14,0.1,0.21,0.1587608307426006,4322.0,0.18274485805028634,0.1474898203416895,3590.0,0.49,0.55,0.16,0.12,0.61,0.15,0.47,-0.1454545454545456,0.21
InnerTypeLast,0.1,0.2,0.15588934755510295,3358.0,0.15501957902841462,0.14422932466533814,28329.0,0.83,0.11,0.15,0.48,0.16,0.08,0.06,-0.4545454545454546,0.2,63,226,10639,240,10949,22054,0.49,0.51,0.02,0.48,-0.04,0.02,0.02,0.02,0.49,-0.0,-0.03,,True,62,0.5533627336094781,0.06000000000000005,2952,195,8068,138840,8310,84496,239714,0.61,0.39,0.07,0.49,0.28,0.09,0.06,0.08,0.6,0.02,-0.0,,0.03,0.17,0.14370878224187006,1103.0,0.1572215983702887,0.1474491228592822,14704.0,0.84,0.07,0.11,0.1,0.08,0.05,0.05,-0.2857142857142857,0.16,0.01,0.14,0.1553218992454867,85.0,0.12302766131837982,0.12351849721401326,7883.0,0.95,0.01,0.08,0.82,0.02,0.02,0.0,-1.0,0.12,0.07,0.22,0.1595441710683486,2170.0,0.19330132666085328,0.15209837446162205,5742.0,0.67,0.27,0.17,0.15,0.31,0.12,0.23,-0.14814814814814814,0.22
ClassFanOutComplexity,0.17,0.2,0.15427910126937225,8992.0,0.14409855138829136,0.13975574976787727,22695.0,0.7,0.28,0.15,0.47,0.42,0.12,0.18,-0.3571428571428572,0.2,88,108,10762,117,11067,22054,0.49,0.51,0.01,0.48,-0.05,0.01,0.01,0.01,0.49,-0.0,-0.03,,True,65,0.8074315660729745,0.020000000000000014,8361,200,10183,137249,9901,82381,239714,0.62,0.39,0.08,0.51,0.31,0.11,0.07,0.1,0.59,0.03,0.0,,0.1,0.19,0.14959299896078712,3214.0,0.15128075006591812,0.1457967207167521,12593.0,0.75,0.2,0.13,0.27,0.26,0.1,0.14,-0.29999999999999993,0.19,0.01,0.14,0.1406568283754619,14.0,0.1231798904010948,0.12387758425369964,7954.0,0.95,0.0,0.07,0.58,0.0,0.0,0.0,,0.12,0.08,0.21,0.15637232119434466,5764.0,0.17945311449111603,0.14752810857864782,2148.0,0.35,0.73,0.15,0.06,0.77,0.15,0.66,-0.09589041095890403,0.21
ExecutableStatementCount,0.14,0.2,0.15626107819197196,6532.0,0.1495516890655097,0.1416468643456272,25155.0,0.76,0.21,0.15,0.53,0.32,0.11,0.14,-0.3333333333333333,0.2,131,264,10666,213,10911,22054,0.5,0.51,0.02,0.55,0.09,0.02,0.02,0.02,0.49,0.0,-0.02,,True,33,0.4964445288361611,0.040000000000000036,5661,252,15805,132790,14360,76759,239714,0.62,0.39,0.13,0.52,0.36,0.17,0.1,0.15,0.59,0.06,0.01,,0.05,0.18,0.1497764253014318,2070.0,0.15558810636495474,0.14666440369553654,13737.0,0.8,0.13,0.13,0.29,0.17,0.08,0.11,-0.15384615384615385,0.17,-0.01,0.09,0.10722999863354618,13.0,0.12326106811589994,0.12392522253058735,7955.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.06,0.08,0.21,0.1581439740570631,4449.0,0.1859997471688142,0.14861720983958585,3463.0,0.47,0.56,0.16,0.1,0.62,0.15,0.5,-0.1071428571428572,0.21
ClassMemberImpliedModifier,0.07,0.2,0.16025939074778395,2188.0,0.15691493803933435,0.14465514855696684,29499.0,0.85,0.07,0.15,0.52,0.11,0.07,0.05,-0.2857142857142857,0.2,48,63,10828,51,11112,22054,0.49,0.51,0.01,0.55,0.09,0.01,0.0,0.01,0.49,0.0,-0.03,,True,66,0.7404934756014749,0.040000000000000036,1847,78,4056,143413,3737,88508,239714,0.62,0.39,0.03,0.52,0.35,0.04,0.03,0.04,0.61,0.01,0.0,,0.02,0.17,0.14573971093084684,836.0,0.15784946240565606,0.14731982946226038,14971.0,0.86,0.05,0.12,0.13,0.06,0.04,0.04,-0.20000000000000007,0.16,0.02,0.15,0.15693518660037425,80.0,0.12296491224859858,0.12350932208170468,7888.0,0.95,0.01,0.09,0.94,0.02,0.02,0.01,0.0,0.14,0.07,0.22,0.16547692139899906,1272.0,0.19513888971845106,0.1519239885750162,6640.0,0.75,0.16,0.18,0.22,0.2,0.1,0.13,-0.1875,0.22
EmptyCatchBlock,0.05,0.2,0.1472825701961377,1016.0,0.15853294893164185,0.1459619835799626,30671.0,0.88,0.03,0.15,0.5,0.05,0.04,0.02,-0.3333333333333333,0.2,29,103,10794,85,11072,22054,0.49,0.51,0.01,0.55,0.08,0.01,0.01,0.01,0.49,0.0,-0.02,,False,87,0.1149158892609308,0.11,913,108,5358,143290,3860,87206,239714,0.62,0.39,0.04,0.58,0.51,0.06,0.03,0.06,0.61,0.02,0.01,,0.02,0.19,0.1510902415583893,251.0,0.15796570802976392,0.147149567929976,15556.0,0.89,0.02,0.13,0.24,0.02,0.02,0.01,-0.5,0.19,0.02,0.18,0.15803664259005168,11.0,0.12312815210424954,0.1238410914845312,7957.0,0.95,0.0,0.18,3.02,0.01,0.01,0.0,,0.17,0.01,0.2,0.14578931761095928,754.0,0.1991224945903977,0.1553925005344012,7158.0,0.79,0.1,0.16,0.07,0.1,0.07,0.09,-0.10000000000000007,0.2
CatchParameterName,0.05,0.2,0.15519925459861394,1063.0,0.15847934564933555,0.14566891193298445,30624.0,0.88,0.03,0.15,0.47,0.05,0.04,0.02,-0.3333333333333333,0.2,49,50,10815,64,11125,22054,0.49,0.51,0.01,0.44,-0.13,0.0,0.01,0.0,0.49,-0.0,-0.03,,False,25,0.16560410270862422,0.06999999999999995,917,70,2404,145221,1929,90160,239714,0.62,0.39,0.02,0.55,0.44,0.03,0.01,0.03,0.61,0.01,0.0,,0.01,0.17,0.1504784575827995,288.0,0.15817613552380988,0.1471851615714203,15519.0,0.88,0.02,0.12,0.21,0.02,0.02,0.02,0.0,0.16,-0.02,0.09,0.08260956250732683,27.0,0.12332088727973778,0.12400620539132545,7941.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.06,0.03,0.21,0.15616843864746174,748.0,0.1981078822003129,0.1542652102505398,7164.0,0.79,0.09,0.16,0.09,0.1,0.07,0.07,-0.2222222222222221,0.21
JavadocMethod,0.14,0.19,0.16242276715898188,8694.0,0.14733309108122966,0.137490214527668,22993.0,0.71,0.27,0.15,0.53,0.42,0.12,0.23,-0.14814814814814814,0.19,58,472,10455,424,10703,22054,0.5,0.51,0.04,0.53,0.04,0.04,0.04,0.04,0.49,0.0,-0.02,,False,31,0.7748704892363613,0.040000000000000036,7216,284,18459,130073,17077,74105,239714,0.62,0.39,0.15,0.52,0.35,0.2,0.12,0.17,0.58,0.07,0.01,,0.05,0.17,0.16039489279859048,3777.0,0.1539527989745952,0.14259072603504142,12030.0,0.72,0.24,0.14,0.33,0.32,0.11,0.25,0.04166666666666674,0.16,0.04,0.14,0.14536249681522606,474.0,0.12209145412555385,0.12234262375492876,7494.0,0.9,0.06,0.08,0.68,0.1,0.05,0.05,-0.16666666666666666,0.12,0.12,0.22,0.1623390394032853,4443.0,0.17890580407884601,0.14119954350493616,3469.0,0.49,0.56,0.17,0.18,0.66,0.16,0.49,-0.1250000000000001,0.22
RightCurly,0.07,0.19,0.1628359676154245,3972.0,0.1560251687955261,0.1432311599715102,27715.0,0.81,0.13,0.15,0.46,0.18,0.09,0.11,-0.15384615384615385,0.19,122,315,10555,324,10860,22054,0.49,0.51,0.03,0.49,-0.03,0.03,0.03,0.03,0.49,-0.0,-0.03,,True,102,0.21246108340556072,0.08999999999999997,2965,293,7342,138388,8762,85222,239714,0.61,0.39,0.07,0.46,0.18,0.08,0.06,0.07,0.6,0.02,-0.01,,0.02,0.17,0.1596977475799184,1858.0,0.1571699091132492,0.14547430486249946,13949.0,0.81,0.12,0.14,0.34,0.16,0.08,0.12,0.0,0.16,0.0,0.13,0.13863492934185248,110.0,0.12317969756671936,0.12369179474946015,7858.0,0.94,0.01,0.07,0.61,0.02,0.02,0.02,1.0,0.11,0.03,0.21,0.1640977995367821,2004.0,0.1970088739790448,0.1510363467609407,5908.0,0.68,0.25,0.16,0.07,0.27,0.11,0.26,0.040000000000000036,0.21
MethodName,0.02,0.18,0.1509133903760482,717.0,0.15933278274879975,0.14603010247786707,30970.0,0.88,0.02,0.15,0.46,0.03,0.03,0.02,0.0,0.17,14,35,10849,30,11140,22054,0.49,0.51,0.0,0.54,0.06,0.0,0.0,0.0,0.49,0.0,-0.03,,False,82,0.2687824522731841,0.06000000000000005,600,35,2477,145266,1884,90087,239714,0.62,0.39,0.02,0.57,0.47,0.03,0.01,0.03,0.61,0.01,0.0,,-0.01,0.15,0.15057607044206972,189.0,0.15856695796682838,0.14721052769051968,15618.0,0.89,0.01,0.12,0.18,0.01,0.01,0.02,1.0,0.14,-0.01,0.08,0.10554430227030204,11.0,0.12327399235274827,0.12391738969822233,7957.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.05,-0.01,0.2,0.1490431279708018,517.0,0.19974934077806528,0.15488135943011713,7395.0,0.81,0.07,0.16,0.08,0.07,0.05,0.08,0.1428571428571428,0.2
EqualsHashCode,0.01,0.18,0.16711197862493307,123.0,0.1597689982214514,0.14608892303079365,31564.0,0.9,0.0,0.15,0.48,0.01,0.01,0.0,,0.17,43,12,10869,10,11163,22054,0.49,0.51,0.0,0.55,0.08,0.0,0.0,0.0,0.49,0.0,-0.03,,False,111,0.02870061175912528,0.14,130,22,343,146753,397,92221,239714,0.61,0.39,0.0,0.46,0.2,0.0,0.0,0.0,0.61,0.0,-0.0,,0.01,0.17,0.1409287569202943,44.0,0.15837753452609354,0.14727113591710642,15763.0,0.89,0.0,0.09,-0.12,0.0,0.0,0.0,,0.16,0.0,0.15,0.08249996521690002,5.0,0.12319388280202807,0.12392466177994113,7963.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,0.14,-0.01,0.18,0.1858087881794817,74.0,0.1997257839212488,0.15417559721994378,7838.0,0.85,0.01,0.19,0.3,0.01,0.01,0.02,1.0,0.17
MethodCount,0.04,0.21,0.15329662443418354,602.0,0.15892873305476626,0.14589057900842478,31085.0,0.89,0.02,0.14,0.39,0.03,0.02,0.01,-0.5,0.21,132,7,10867,12,11168,22054,0.49,0.51,0.0,0.37,-0.27,0.0,0.0,0.0,0.49,-0.0,-0.03,,True,124,0.3554959728167467,0.030000000000000027,622,16,1551,145692,1458,91013,239714,0.61,0.39,0.01,0.52,0.33,0.02,0.01,0.02,0.61,0.01,0.0,,-0.01,0.1,0.09390668031246566,11.0,0.15846168785263262,0.14727727779409006,15796.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07,,,,,0.12320823190045843,0.123900883307329,7968.0,0.95,0.0,0.0,-1.0,0.0,0.0,0.0,,,0.02,0.21,0.1535776343293729,591.0,0.19881377597385255,0.15456148510492904,7321.0,0.8,0.07,0.14,-0.04,0.07,0.05,0.06,-0.14285714285714302,0.21
ParameterNumber,0.08,0.2,0.1578905221711038,2379.0,0.15644935557291506,0.1446612422564896,29308.0,0.85,0.08,0.14,0.44,0.11,0.07,0.04,-0.5,0.2,120,68,10771,108,11107,22054,0.49,0.51,0.01,0.39,-0.24,0.01,0.01,0.01,0.49,-0.0,-0.03,,True,48,0.0874238877554528,0.05000000000000005,2151,122,3368,143867,3283,89196,239714,0.61,0.39,0.03,0.51,0.31,0.04,0.02,0.04,0.61,0.01,0.0,,0.03,0.18,0.1463576503644569,937.0,0.15719699484600713,0.1472270788383361,14870.0,0.85,0.06,0.11,0.09,0.06,0.04,0.04,-0.3333333333333333,0.17,0.0,0.13,0.09899430870283192,91.0,0.12317017481947405,0.12416396210913327,7877.0,0.94,0.01,0.04,-0.03,0.01,0.01,0.01,0.0,0.11,0.07,0.22,0.16486245796846433,1351.0,0.19470918041732596,0.1518424524145717,6561.0,0.74,0.17,0.17,0.17,0.2,0.1,0.13,-0.2352941176470589,0.22
NestedForDepth,0.04,0.2,0.1528332344472945,770.0,0.15887124559615276,0.14587931987270772,30917.0,0.88,0.02,0.14,0.44,0.04,0.03,0.01,-0.5,0.2,24,37,10841,38,11138,22054,0.49,0.51,0.0,0.49,-0.03,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,99,0.06494780111142948,0.07999999999999996,579,53,2360,145249,1901,90204,239714,0.62,0.39,0.02,0.55,0.43,0.03,0.01,0.02,0.61,0.01,0.0,,0.02,0.18,0.14350979979044234,181.0,0.15817537040462465,0.1472811840393188,15626.0,0.89,0.01,0.12,0.13,0.01,0.01,0.01,0.0,0.17,0.01,0.17,0.2284904054762006,3.0,0.12319117354392445,0.12386818706671142,7965.0,0.95,0.0,0.33,6.38,0.0,0.0,0.0,,0.16,0.01,0.2,0.15505454410623656,586.0,0.199147729303363,0.15445905011809385,7326.0,0.8,0.07,0.15,0.03,0.08,0.05,0.06,-0.14285714285714302,0.2
MissingSwitchDefault,0.06,0.2,0.15068199676232533,1707.0,0.15763427243449354,0.14561084989883324,29980.0,0.86,0.05,0.14,0.42,0.08,0.05,0.03,-0.4,0.2,40,76,10808,71,11099,22054,0.49,0.51,0.01,0.52,0.02,0.01,0.01,0.01,0.49,0.0,-0.03,,True,70,0.20858976099712515,0.06000000000000005,1512,95,5321,141770,5380,87243,239714,0.61,0.39,0.04,0.5,0.29,0.06,0.04,0.05,0.6,0.02,-0.0,,0.03,0.18,0.15531155787963774,529.0,0.15757733488560122,0.14689774539419,15278.0,0.87,0.03,0.15,0.47,0.05,0.04,0.03,0.0,0.17,0.02,0.17,0.13572774216512368,28.0,0.12304940657266558,0.12383755621328855,7940.0,0.95,0.0,0.14,2.16,0.01,0.01,0.0,,0.16,0.02,0.21,0.14831400750332668,1150.0,0.19837277092829747,0.15550764141181694,6762.0,0.75,0.15,0.14,-0.07,0.14,0.07,0.11,-0.2666666666666666,0.21
ArrayTypeStyle,0.03,0.2,0.1538345492059642,550.0,0.15920674968160722,0.14596316713930094,31137.0,0.89,0.02,0.14,0.45,0.03,0.02,0.01,-0.5,0.2,64,21,10850,29,11154,22054,0.49,0.51,0.0,0.42,-0.17,0.0,0.0,0.0,0.49,-0.0,-0.03,,True,113,0.03923584630972978,0.09999999999999998,392,44,1252,145680,1470,91312,239714,0.61,0.39,0.01,0.46,0.19,0.01,0.01,0.01,0.61,0.0,-0.0,,-0.01,0.15,0.1509381367849003,162.0,0.15851561179077045,0.14721561451210766,15645.0,0.89,0.01,0.1,0.02,0.01,0.01,0.01,0.0,0.14,0.02,0.17,0.16921198293555798,17.0,0.12309781538098535,0.1237776845733885,7951.0,0.95,0.0,0.18,2.91,0.01,0.01,0.0,,0.16,0.02,0.22,0.1502762138661913,371.0,0.1987127818957164,0.15466717808751154,7541.0,0.82,0.05,0.16,0.09,0.05,0.04,0.04,-0.20000000000000007,0.22
AnnotationLocation,0.03,0.19,0.18436005349131865,554.0,0.1592136375575701,0.14533486482280075,31133.0,0.89,0.02,0.14,0.38,0.02,0.02,0.01,-0.5,0.19,142,28,10840,39,11147,22054,0.49,0.51,0.0,0.42,-0.18,0.0,0.0,0.0,0.49,-0.0,-0.03,,False,106,0.007966577080126575,0.13,307,46,68,147050,100,92496,239714,0.61,0.39,0.0,0.4,0.05,0.0,0.0,0.0,0.61,0.0,-0.0,,0.0,0.16,0.16368746361555758,234.0,0.15833606247783652,0.14699525948908265,15573.0,0.88,0.01,0.09,-0.13,0.01,0.01,0.01,0.0,0.15,0.01,0.13,0.07634949011625464,108.0,0.12311810408576827,0.12442840133656667,7860.0,0.94,0.01,0.02,-0.59,0.01,0.0,0.0,-1.0,0.11,0.07,0.26,0.2210832210018926,212.0,0.19783407519461693,0.15191955774210686,7700.0,0.84,0.03,0.25,0.72,0.05,0.04,0.02,-0.3333333333333333,0.27
ConstantName,0.1,0.19,0.15694982586017886,4739.0,0.1537135626179541,0.14333137418571534,26948.0,0.79,0.15,0.14,0.44,0.22,0.09,0.11,-0.2666666666666666,0.19,89,102,10736,143,11073,22054,0.49,0.51,0.01,0.42,-0.18,0.01,0.01,0.01,0.49,-0.0,-0.03,,False,61,0.31412025189219456,0.040000000000000036,3571,155,5492,141277,5873,87072,239714,0.61,0.39,0.05,0.48,0.25,0.06,0.04,0.06,0.6,0.02,-0.0,,0.08,0.19,0.15997589233096204,2221.0,0.15349518036253254,0.14447533143339775,13586.0,0.8,0.14,0.15,0.41,0.2,0.09,0.11,-0.2142857142857143,0.19,0.02,0.14,0.1428519155342982,256.0,0.12270210667036993,0.12320012432066405,7712.0,0.93,0.03,0.09,0.9,0.06,0.04,0.03,0.0,0.12,0.03,0.21,0.15376845052149102,2262.0,0.19656795015601305,0.15470518351268964,5650.0,0.65,0.29,0.15,0.01,0.29,0.11,0.26,-0.10344827586206884,0.21
TodoComment,0.07,0.19,0.15446716353667655,2428.0,0.15697500479864504,0.14510355478639486,29259.0,0.85,0.08,0.14,0.4,0.11,0.06,0.05,-0.375,0.19,85,203,10691,188,10972,22054,0.49,0.51,0.02,0.52,0.02,0.02,0.02,0.02,0.49,0.0,-0.03,,True,80,0.1094237452549462,0.12,2003,262,3221,144646,2504,89343,239714,0.62,0.39,0.02,0.56,0.46,0.03,0.02,0.03,0.61,0.01,0.0,,0.02,0.17,0.14546450916811207,896.0,0.1575969532844671,0.1473228093559107,14911.0,0.85,0.06,0.11,0.12,0.06,0.04,0.04,-0.3333333333333333,0.16,-0.0,0.12,0.10813772261309468,98.0,0.12324512639532165,0.12409011454209905,7870.0,0.94,0.01,0.04,-0.1,0.01,0.01,0.01,0.0,0.1,0.04,0.21,0.15926776221592498,1434.0,0.19652120256991132,0.15327291828279946,6478.0,0.73,0.18,0.16,0.1,0.2,0.1,0.15,-0.16666666666666666,0.21
EqualsAvoidNull,0.05,0.19,0.14887138908787753,1432.0,0.1582229275652592,0.1458540531244047,30255.0,0.87,0.05,0.14,0.39,0.06,0.05,0.03,-0.4,0.19,137,96,10757,122,11079,22054,0.49,0.51,0.01,0.44,-0.13,0.01,0.01,0.01,0.49,-0.0,-0.03,,True,90,0.13387513763799685,0.09999999999999998,1255,142,3029,143400,3750,89535,239714,0.61,0.39,0.03,0.45,0.16,0.03,0.03,0.03,0.61,0.01,-0.0,,0.01,0.16,0.1423262507874421,385.0,0.15825995643586113,0.14737375541606512,15422.0,0.88,0.02,0.1,-0.07,0.02,0.02,0.02,0.0,0.15,0.02,0.17,0.1501750423098136,24.0,0.12305363665511924,0.12379246388416106,7944.0,0.95,0.0,0.12,1.77,0.01,0.01,0.0,,0.16,0.01,0.21,0.14987030588978253,1023.0,0.19869524397518035,0.15516813184477055,6889.0,0.76,0.13,0.15,0.05,0.14,0.08,0.12,-0.07692307692307697,0.21
TrailingComment,0.12,0.19,0.15941458931030414,6770.0,0.1508924834092757,0.1410509727810078,24917.0,0.75,0.21,0.14,0.45,0.31,0.11,0.16,-0.23809523809523805,0.19,82,378,10547,332,10797,22054,0.5,0.51,0.03,0.53,0.05,0.03,0.03,0.03,0.49,0.0,-0.02,,True,35,0.14502761328623126,0.05000000000000005,5494,291,18295,131455,15695,74269,239714,0.62,0.39,0.14,0.54,0.39,0.2,0.11,0.17,0.58,0.07,0.02,,0.04,0.17,0.1580540016947394,2534.0,0.15574273689871426,0.14495030920385107,13273.0,0.78,0.16,0.13,0.28,0.21,0.09,0.15,-0.0625,0.16,0.08,0.19,0.21041817473030816,206.0,0.12155120951615934,0.1203460744409042,7762.0,0.94,0.03,0.17,2.76,0.1,0.07,0.02,-0.3333333333333333,0.19,0.04,0.21,0.15589796619765067,4030.0,0.19297634569498648,0.1527779662842833,3882.0,0.5,0.51,0.15,0.03,0.52,0.13,0.46,-0.0980392156862745,0.21
ExplicitInitialization,0.09,0.19,0.15111557253214625,4196.0,0.1549363057650898,0.1447871342353365,27491.0,0.81,0.13,0.14,0.41,0.19,0.09,0.1,-0.23076923076923075,0.19,117,195,10692,187,10980,22054,0.49,0.51,0.02,0.51,0.01,0.02,0.02,0.02,0.49,0.0,-0.03,,True,19,0.31420758504662605,0.05000000000000005,3744,191,8598,138871,8279,83966,239714,0.62,0.39,0.07,0.51,0.32,0.09,0.06,0.09,0.6,0.03,0.0,,0.03,0.17,0.15201128821294735,1559.0,0.1570871775610114,0.14666582293317942,14248.0,0.82,0.1,0.12,0.13,0.11,0.06,0.09,-0.10000000000000007,0.16,0.02,0.15,0.10410338497358282,90.0,0.1229161587910224,0.12408394647786446,7878.0,0.94,0.01,0.04,-0.02,0.01,0.01,0.01,0.0,0.14,0.03,0.21,0.15017289879776954,2547.0,0.19624275432306515,0.15641776911492036,5365.0,0.63,0.32,0.16,0.08,0.35,0.12,0.3,-0.0625,0.21
AvoidInlineConditionals,0.15,0.19,0.15370894105245506,9920.0,0.14537271831937976,0.14025462945476366,21767.0,0.67,0.31,0.14,0.4,0.44,0.12,0.23,-0.25806451612903225,0.19,61,481,10475,404,10694,22054,0.5,0.51,0.04,0.54,0.07,0.04,0.04,0.04,0.49,0.01,-0.02,,True,54,0.6382622119704303,0.040000000000000036,7885,290,19497,124527,22623,73067,239714,0.6,0.39,0.18,0.46,0.2,0.21,0.15,0.17,0.57,0.05,-0.02,,0.07,0.17,0.1484882307560232,4339.0,0.1524051711279273,0.14633809295233335,11468.0,0.69,0.27,0.12,0.16,0.32,0.1,0.23,-0.14814814814814814,0.16,0.02,0.13,0.12691517040997266,407.0,0.12269025888348753,0.12372390459081695,7561.0,0.91,0.05,0.06,0.36,0.07,0.03,0.05,0.0,0.11,0.1,0.21,0.15704831011288198,5174.0,0.17855529939549908,0.14732470350474747,2738.0,0.41,0.65,0.16,0.11,0.73,0.15,0.57,-0.1230769230769232,0.21
