repo_name,year,Sum_of_Smells,file,MethodLength,NPathComplexity,AvoidInlineConditionals,NestedIfDepth,VisibilityModifier,ccp
database-rider/database-rider,2019,584.0,3,0.0,2.0,6.0,0.0,1.0,0.19970588235294112
dataloom/conductor-client,2018,14528.0,36,1.0,2.0,29.0,3.0,0.0,0.35740289855072466
dataloom/conductor-client,2019,15462.0,38,1.0,2.0,27.0,3.0,0.0,0.23250730868443675
dataloom/datastore,2018,7514.0,13,0.0,1.0,10.0,2.0,0.0,0.21619921875
dataloom/datastore,2019,5904.0,9,0.0,1.0,8.0,2.0,0.0,0.2339465648854961
datastax/java-driver,2017,8105.0,22,2.0,4.0,44.0,23.0,19.0,0.15798625429553262
datastax/java-driver,2018,9705.0,30,1.0,6.0,66.0,26.0,46.0,0.16360904255319147
datastax/java-driver,2019,7385.0,27,3.0,6.0,40.0,21.0,31.0,0.14139065420560748
dbeaver/dbeaver,2017,29361.0,113,9.0,54.0,283.0,151.0,768.0,0.3884590713259933
dbeaver/dbeaver,2018,46318.0,254,10.0,103.0,471.0,403.0,781.0,0.3931439393939393
dbeaver/dbeaver,2019,81538.0,371,38.0,227.0,885.0,962.0,1921.0,0.4288623622047244
denkbar/step,2017,4533.0,16,0.0,1.0,6.0,6.0,35.0,0.3194282115869017
denkbar/step,2018,1233.0,5,0.0,1.0,2.0,9.0,5.0,0.3191782178217821
denkbar/step,2019,196.0,1,0.0,0.0,0.0,0.0,0.0,0.355478
dernasherbrezon/r2cloud,2017,3233.0,15,0.0,3.0,0.0,2.0,0.0,0.3398055555555555
dernasherbrezon/r2cloud,2018,706.0,4,0.0,0.0,0.0,0.0,0.0,0.2761779661016949
dernasherbrezon/r2cloud,2019,2072.0,10,0.0,1.0,0.0,2.0,0.0,0.4529283018867925
dhis2/dhis2-android-sdk,2017,4224.0,92,0.0,2.0,6.0,0.0,0.0,0.1519225967540574
dhis2/dhis2-android-sdk,2018,12695.0,162,0.0,2.0,59.0,7.0,3.0,0.13103162333099086
dhis2/dhis2-android-sdk,2019,27995.0,755,0.0,1.0,49.0,7.0,77.0,0.07378064992614473
dhis2/dhis2-core,2017,119934.0,283,21.0,105.0,744.0,145.0,253.0,0.23726330935251794
dhis2/dhis2-core,2018,132733.0,348,21.0,97.0,496.0,149.0,246.0,0.270937073540561
dhis2/dhis2-core,2019,176795.0,641,24.0,103.0,693.0,155.0,297.0,0.44160526315789467
didclab/onedatashare,2019,2664.0,38,0.0,1.0,2.0,0.0,78.0,0.3211835616438356
didi/DoraemonKit,2019,1098.0,22,0.0,2.0,1.0,3.0,6.0,0.18675398633257406
diffplug/spotless,2017,1544.0,11,0.0,0.0,2.0,2.0,16.0,0.2238255813953488
diffplug/spotless,2018,1376.0,7,0.0,1.0,3.0,2.0,22.0,0.16836333333333334
digammas/damas,2019,294.0,8,0.0,0.0,0.0,0.0,1.0,0.2030875912408759
dimagi/commcare-android,2017,22575.0,196,3.0,20.0,41.0,80.0,104.0,0.19657084188911705
dimagi/commcare-android,2018,21036.0,168,5.0,21.0,51.0,85.0,101.0,0.16448323471400395
dimagi/commcare-android,2019,7069.0,36,0.0,6.0,17.0,39.0,14.0,0.20546636771300447
dita-ot/dita-ot,2017,7391.0,30,4.0,31.0,79.0,120.0,104.0,0.2502933985330073
dita-ot/dita-ot,2018,8057.0,39,4.0,38.0,91.0,141.0,97.0,0.19514914425427876
dita-ot/dita-ot,2019,5372.0,17,2.0,21.0,54.0,38.0,94.0,0.19288440860215053
dreamhead/moco,2017,463.0,3,0.0,0.0,0.0,0.0,0.0,0.11513418530351438
dreamhead/moco,2018,176.0,3,0.0,0.0,0.0,0.0,0.0,0.4502264150943395
dreamhead/moco,2019,782.0,9,0.0,2.0,0.0,0.0,0.0,0.0763858695652174
druid-io/druid,2017,40014.0,76,26.0,28.0,214.0,52.0,91.0,0.5341092814371257
druid-io/druid,2018,17946.0,21,11.0,16.0,95.0,39.0,16.0,0.6341290322580644
druid-io/druid,2019,1914.0,1,1.0,1.0,6.0,3.0,6.0,0.5455991902834006
drumonii/LeagueTrollBuild,2018,393.0,5,0.0,0.0,0.0,0.0,0.0,0.025910305343511443
dzhw/metadatamanagement,2017,6822.0,45,0.0,9.0,20.0,1.0,0.0,0.17984237165582065
dzhw/metadatamanagement,2018,10004.0,106,0.0,7.0,24.0,1.0,2.0,0.246731196054254
dzhw/metadatamanagement,2019,15781.0,197,0.0,10.0,41.0,5.0,8.0,0.3436017391304348
eMoflon/emoflon-ibex,2017,1789.0,8,0.0,0.0,2.0,0.0,20.0,0.28493030303030303
eMoflon/emoflon-ibex,2018,4288.0,20,0.0,2.0,14.0,5.0,28.0,0.25515650406504065
eMoflon/emoflon-ibex,2019,8432.0,33,0.0,1.0,10.0,11.0,68.0,0.2327719298245613
eXist-db/exist,2019,21995.0,53,14.0,79.0,170.0,266.0,147.0,0.4166926658905704
eclipse/kapua,2017,15556.0,141,5.0,22.0,97.0,54.0,45.0,0.2725994065281899
eclipse/kapua,2018,10320.0,70,6.0,18.0,74.0,87.0,130.0,0.4645434782608696
eclipse/kapua,2019,4094.0,35,2.0,6.0,39.0,2.0,19.0,0.2656508620689655
edx/edx-app-android,2017,6525.0,27,0.0,1.0,15.0,51.0,63.0,0.2673157894736842
edx/edx-app-android,2018,3749.0,16,0.0,2.0,14.0,19.0,35.0,0.42633557046979853
edx/edx-app-android,2019,5980.0,17,0.0,5.0,27.0,48.0,32.0,0.3752405063291139
ehcache/ehcache3,2017,42974.0,131,4.0,36.0,208.0,227.0,243.0,0.18522469135802466
ehcache/ehcache3,2018,21743.0,43,4.0,17.0,86.0,45.0,46.0,0.1885809768637532
ehcache/ehcache3,2019,13003.0,19,2.0,6.0,42.0,22.0,16.0,0.2113046875
elBukkit/MagicPlugin,2017,28697.0,33,20.0,98.0,286.0,380.0,429.0,0.2446985815602837
elBukkit/MagicPlugin,2018,50736.0,130,25.0,192.0,448.0,562.0,682.0,0.253013201320132
elBukkit/MagicPlugin,2019,8292.0,3,5.0,17.0,50.0,40.0,270.0,0.3373819095477387
elixir-no-nels/trackfind,2017,1226.0,17,0.0,1.0,11.0,0.0,6.0,0.2434086021505376
elixir-no-nels/trackfind,2018,893.0,9,0.0,0.0,10.0,0.0,9.0,0.4864861111111111
elixir-no-nels/trackfind,2019,1018.0,12,0.0,0.0,16.0,0.0,17.0,0.4052168284789644
elki-project/elki,2017,1850.0,3,0.0,1.0,8.0,1.0,2.0,0.15235277777777775
endeavourhealth/EDS,2017,6018.0,60,1.0,18.0,0.0,50.0,1.0,0.27734959349593497
endeavourhealth/EDS,2018,5258.0,9,3.0,9.0,0.0,18.0,0.0,0.028143072289156627
endeavourhealth/EDS,2019,8307.0,6,4.0,12.0,0.0,32.0,0.0,0.2542093663911846
esig/dss,2017,17847.0,84,2.0,11.0,30.0,58.0,240.0,0.17481818181818182
esig/dss,2018,17165.0,58,2.0,9.0,41.0,37.0,213.0,0.13065484633569738
esig/dss,2019,48415.0,249,2.0,21.0,73.0,106.0,327.0,0.15893175074183974
estatio/estatio,2017,2644.0,38,1.0,0.0,14.0,0.0,57.0,0.19484615384615386
estatio/estatio,2018,6218.0,22,1.0,2.0,91.0,2.0,116.0,0.19028006872852235
estatio/estatio,2019,9510.0,27,2.0,3.0,148.0,6.0,188.0,0.173001226993865
etomica/etomica,2018,55641.0,124,61.0,61.0,117.0,100.0,2480.0,0.16132894736842104
exch-bms2/beatoraja,2017,29739.0,51,14.0,52.0,302.0,220.0,113.0,0.27326038338658143
exch-bms2/beatoraja,2018,33038.0,59,14.0,49.0,283.0,244.0,257.0,0.20828909952606636
exch-bms2/beatoraja,2019,19192.0,20,7.0,31.0,214.0,185.0,336.0,0.2701944444444444
exteso/alf.io,2017,6383.0,22,0.0,2.0,34.0,1.0,0.0,0.282275390625
exteso/alf.io,2018,7604.0,19,1.0,7.0,46.0,0.0,0.0,0.33324029126213595
exteso/alf.io,2019,8648.0,18,0.0,4.0,62.0,3.0,0.0,0.16676701570680627
f-droid/fdroidclient,2017,6882.0,26,2.0,8.0,52.0,10.0,124.0,0.2776266866566717
f-droid/fdroidclient,2018,7397.0,31,0.0,11.0,50.0,15.0,133.0,0.1756024096385542
f-droid/fdroidclient,2019,4156.0,18,1.0,7.0,15.0,16.0,41.0,0.12787926509186354
fabric8io/kubernetes-client,2017,8180.0,32,1.0,7.0,18.0,7.0,8.0,0.3540254777070063
fabric8io/kubernetes-client,2018,6107.0,13,1.0,6.0,5.0,14.0,2.0,0.451195219123506
fabric8io/kubernetes-client,2019,13608.0,50,1.0,9.0,33.0,24.0,21.0,0.33924347826086954
facebook/buck,2017,114228.0,460,23.0,77.0,280.0,69.0,621.0,0.27100899118863514
facebook/fresco,2017,3268.0,11,0.0,2.0,13.0,5.0,15.0,0.26999555555555554
facebook/fresco,2018,4450.0,11,0.0,4.0,34.0,3.0,18.0,0.2740408805031446
facebook/fresco,2019,2138.0,6,0.0,1.0,5.0,3.0,3.0,0.19821271393643033
facebook/litho,2017,38717.0,135,4.0,42.0,239.0,50.0,96.0,0.04368323989377398
facebook/litho,2018,37616.0,82,4.0,44.0,247.0,51.0,81.0,0.30211755233494364
facebook/litho,2019,35129.0,40,9.0,46.0,272.0,60.0,94.0,0.25392171717171713
factoryfx/factoryfx,2017,4473.0,29,0.0,3.0,0.0,4.0,57.0,0.3738126520681265
factoryfx/factoryfx,2018,3140.0,21,0.0,2.0,0.0,3.0,33.0,0.31179746835443034
fhoeben/hsac-fitnesse-fixtures,2017,1138.0,7,0.0,3.0,9.0,26.0,2.0,0.044943396226415085
fhoeben/hsac-fitnesse-fixtures,2018,121.0,1,0.0,0.0,0.0,0.0,0.0,0.04707987220447282
finmath/finmath-lib,2017,27376.0,50,2.0,19.0,58.0,3.0,25.0,0.06435590778097984
finmath/finmath-lib,2018,51172.0,189,2.0,23.0,126.0,14.0,51.0,0.11104178272980504
finmath/finmath-lib,2019,10611.0,19,1.0,8.0,55.0,3.0,7.0,0.0780326797385621
firebase/firebase-android-sdk,2019,3308.0,7,0.0,1.0,5.0,5.0,4.0,0.29561693548387097
flutter/flutter-intellij,2017,2550.0,14,0.0,1.0,21.0,10.0,3.0,0.2760251798561151
flutter/flutter-intellij,2018,6398.0,18,0.0,4.0,38.0,24.0,7.0,0.1859272197962154
flutter/flutter-intellij,2019,11482.0,24,0.0,7.0,42.0,16.0,43.0,0.2848309859154929
fogbeam/cas_mirror,2017,23343.0,407,0.0,13.0,45.0,29.0,105.0,0.16383607055961072
fogbeam/cas_mirror,2018,30543.0,666,0.0,13.0,99.0,32.0,131.0,0.2837747035573123
fogbeam/cas_mirror,2019,9138.0,77,0.0,4.0,23.0,3.0,30.0,0.2355058823529412
fogbeam/zeppelin_mirror,2017,16191.0,20,3.0,15.0,19.0,27.0,86.0,0.7155829528158294
fogbeam/zeppelin_mirror,2018,17417.0,18,1.0,16.0,46.0,22.0,97.0,0.6030518867924528
fogbeam/zeppelin_mirror,2019,10539.0,10,2.0,7.0,36.0,14.0,17.0,0.5302145454545454
folio-org/okapi,2017,6624.0,32,0.0,4.0,1.0,61.0,41.0,0.11102909090909092
folio-org/okapi,2018,9724.0,23,2.0,5.0,7.0,67.0,34.0,0.162359375
folio-org/okapi,2019,6134.0,6,2.0,5.0,9.0,48.0,0.0,0.1846379310344828
folio-org/raml-module-builder,2017,4205.0,4,2.0,4.0,0.0,34.0,2.0,0.13071828665568366
folio-org/raml-module-builder,2018,10415.0,11,4.0,11.0,0.0,56.0,9.0,0.11260847880299253
folio-org/raml-module-builder,2019,8897.0,8,4.0,9.0,0.0,42.0,23.0,0.19491978609625668
forrestguice/SuntimesWidget,2017,8327.0,35,2.0,2.0,50.0,15.0,79.0,0.06278877887788778
forrestguice/SuntimesWidget,2018,16274.0,70,3.0,6.0,132.0,14.0,178.0,0.024716793446459905
forrestguice/SuntimesWidget,2019,21067.0,45,9.0,13.0,221.0,45.0,280.0,0.03904502369668245
freefair/gradle-plugins,2019,62.0,1,0.0,0.0,0.0,0.0,0.0,0.1472511415525114
freeplane/freeplane,2017,33919.0,58,4.0,29.0,124.0,48.0,60.0,0.1315615650172612
freeplane/freeplane,2018,14628.0,23,1.0,11.0,55.0,20.0,24.0,0.12625105189340813
freeplane/freeplane,2019,4014.0,4,0.0,2.0,9.0,3.0,9.0,0.14269631236442515
gbif/crawler,2018,255.0,1,0.0,0.0,0.0,0.0,0.0,0.1546795580110497
gbif/crawler,2019,478.0,4,0.0,0.0,0.0,0.0,0.0,0.08068828451882845
gchq/stroom,2017,41348.0,724,9.0,69.0,29.0,606.0,157.0,0.2487991987981973
gchq/stroom,2018,29044.0,443,6.0,54.0,91.0,444.0,25.0,0.21871797752808986
gchq/stroom,2019,11510.0,165,4.0,17.0,34.0,153.0,18.0,0.20688148148148144
genonbeta/TrebleShot,2017,3688.0,22,3.0,2.0,16.0,32.0,47.0,0.227
genonbeta/TrebleShot,2018,11091.0,47,4.0,4.0,70.0,46.0,35.0,0.15616220472440942
genonbeta/TrebleShot,2019,3835.0,9,6.0,6.0,52.0,55.0,25.0,0.026241106719367583
geotools/geotools,2017,12259.0,16,14.0,52.0,82.0,222.0,101.0,0.24192867332382306
geotools/geotools,2018,111454.0,308,57.0,294.0,692.0,1133.0,788.0,0.3086907216494845
ghedlund/phon,2017,3339.0,8,1.0,1.0,6.0,1.0,4.0,0.19422869955156952
ghedlund/phon,2018,11402.0,26,5.0,15.0,44.0,12.0,15.0,0.21160869565217388
ghedlund/phon,2019,3792.0,3,4.0,2.0,14.0,20.0,1.0,0.17007196969696967
giloutho/Logfly,2017,4016.0,6,6.0,7.0,0.0,43.0,5.0,0.019567567567567563
giloutho/Logfly,2018,4686.0,7,7.0,8.0,0.0,112.0,14.0,0.00471976967370441
giloutho/Logfly,2019,4931.0,7,8.0,8.0,0.0,63.0,15.0,0.05040291262135922
glyptodon/guacamole-client,2017,1261.0,23,0.0,0.0,2.0,0.0,0.0,0.15742748091603054
glyptodon/guacamole-client,2018,640.0,14,0.0,0.0,2.0,0.0,0.0,0.16648337028824833
glyptodon/guacamole-client,2019,426.0,9,0.0,1.0,0.0,0.0,0.0,0.10647272727272727
gmessner/gitlab4j-api,2018,3462.0,9,0.0,1.0,34.0,0.0,1.0,0.07731199999999999
gocd/gocd,2017,9157.0,51,0.0,9.0,96.0,10.0,81.0,0.30572177419354835
gocd/gocd,2019,15109.0,79,0.0,22.0,258.0,11.0,105.0,0.2787368852459016
google/ExoPlayer,2017,71683.0,115,11.0,85.0,628.0,155.0,375.0,0.27693417115499697
google/ExoPlayer,2018,106761.0,210,14.0,112.0,839.0,211.0,549.0,0.3473052256532066
google/ExoPlayer,2019,97638.0,171,13.0,106.0,782.0,172.0,477.0,0.2727245575221239
google/closure-compiler,2017,115885.0,122,19.0,187.0,602.0,536.0,531.0,0.23113417721518986
google/closure-compiler,2018,91928.0,84,20.0,123.0,408.0,448.0,430.0,0.2949459317585302
google/closure-compiler,2019,90621.0,68,20.0,110.0,452.0,427.0,347.0,0.3393985765124555
google/closure-templates,2017,23326.0,61,2.0,5.0,88.0,23.0,91.0,0.3523328859060402
google/closure-templates,2018,17258.0,32,1.0,9.0,87.0,14.0,72.0,0.28147289972899725
google/closure-templates,2019,25540.0,46,3.0,16.0,107.0,35.0,141.0,0.3454193548387097
google/copybara,2017,5283.0,22,0.0,2.0,24.0,1.0,28.0,0.5232617924528301
google/copybara,2018,7943.0,20,0.0,2.0,43.0,0.0,42.0,0.6343115124153498
google/copybara,2019,7410.0,14,0.0,4.0,38.0,2.0,12.0,0.4839999999999999
google/error-prone,2017,4318.0,12,0.0,2.0,15.0,1.0,1.0,0.28574709302325574
google/error-prone,2018,5753.0,10,1.0,1.0,28.0,1.0,13.0,0.2927133243606998
google/error-prone,2019,4714.0,5,0.0,1.0,26.0,1.0,1.0,0.2386902834008097
google/framework-for-osdu,2019,2095.0,42,0.0,0.0,7.0,0.0,86.0,0.27645258620689656
google/graphicsfuzz,2018,2930.0,3,1.0,4.0,12.0,2.0,14.0,0.4180526315789473
google/graphicsfuzz,2019,7726.0,10,5.0,13.0,29.0,2.0,20.0,0.4786884272997032
google/ground-android,2018,5935.0,43,0.0,2.0,14.0,6.0,87.0,0.15210416666666665
google/ground-android,2019,6727.0,53,0.0,2.0,18.0,6.0,103.0,0.13084472934472935
google/guava,2017,25913.0,26,0.0,3.0,125.0,28.0,233.0,0.2804907692307692
google/guava,2018,13254.0,10,0.0,3.0,53.0,36.0,151.0,0.25714851485148515
google/j2cl,2017,23481.0,116,3.0,6.0,107.0,2.0,106.0,0.2675749656121045
google/j2cl,2018,10111.0,16,1.0,3.0,58.0,2.0,26.0,0.19712357414448667
google/j2cl,2019,5872.0,7,0.0,6.0,39.0,0.0,2.0,0.2007325
google/j2objc,2017,7505.0,8,3.0,4.0,30.0,2.0,2.0,0.3444161616161616
google/j2objc,2018,3914.0,5,1.0,5.0,29.0,8.0,0.0,0.18170090634441088
google/j2objc,2019,2742.0,2,2.0,3.0,9.0,0.0,0.0,0.11218649517684888
google/nomulus,2017,16199.0,52,0.0,11.0,88.0,10.0,318.0,0.3181417721518988
google/nomulus,2018,7924.0,21,1.0,10.0,24.0,5.0,209.0,0.2434086021505376
google/nomulus,2019,7994.0,13,2.0,10.0,44.0,7.0,104.0,0.3193439065108514
google/science-journal,2017,10681.0,47,3.0,9.0,95.0,31.0,69.0,1.0367651376146787
google/science-journal,2019,13431.0,72,2.0,8.0,82.0,18.0,102.0,0.08706344410876131
google/tink,2017,3339.0,19,0.0,0.0,0.0,0.0,0.0,0.17850666666666665
google/tink,2018,696.0,2,0.0,0.0,0.0,0.0,0.0,0.20473734177215186
google/tink,2019,1071.0,4,0.0,0.0,0.0,0.0,0.0,0.17134957369062118
googleads/googleads-mobile-android-mediation,2018,3456.0,35,2.0,5.0,8.0,12.0,2.0,0.040044554455445525
googleads/googleads-mobile-android-mediation,2019,2366.0,14,1.0,7.0,7.0,11.0,2.0,0.08622222222222224
googleapis/google-cloud-java,2017,12792.0,24,0.0,4.0,27.0,1.0,2.0,0.2617160686427457
googleapis/google-cloud-java,2018,13545.0,28,0.0,1.0,20.0,0.0,27.0,0.27245454545454534
googleapis/google-cloud-java,2019,16886.0,17,0.0,4.0,72.0,3.0,50.0,0.16430996309963097
graalvm/fastr,2017,55253.0,399,9.0,91.0,679.0,428.0,311.0,0.30335779816513764
graalvm/fastr,2018,49256.0,247,7.0,66.0,636.0,296.0,281.0,0.2957012987012987
graalvm/fastr,2019,15331.0,33,6.0,23.0,197.0,96.0,93.0,0.29451171874999993
gradlman/SensorLib,2019,792.0,4,0.0,1.0,3.0,0.0,15.0,0.17373333333333332
graknlabs/grakn,2017,14668.0,224,0.0,3.0,82.0,15.0,22.0,0.6210392953929538
graknlabs/grakn,2018,21432.0,289,1.0,4.0,128.0,22.0,38.0,0.36026355421686745
graknlabs/grakn,2019,9610.0,68,0.0,3.0,100.0,7.0,5.0,0.193125
graphhopper/graphhopper,2017,3126.0,10,0.0,9.0,12.0,15.0,35.0,0.26948793565683643
graphhopper/graphhopper,2018,7609.0,29,4.0,19.0,59.0,29.0,124.0,0.2568327272727273
graphhopper/graphhopper,2019,8741.0,31,5.0,24.0,50.0,44.0,131.0,0.3352535211267605
graphql-java/graphql-java,2017,5009.0,71,0.0,2.0,34.0,0.0,54.0,0.2654419889502762
graphql-java/graphql-java,2018,7598.0,78,0.0,2.0,33.0,6.0,22.0,0.25858081705150976
graphql-java/graphql-java,2019,4563.0,30,0.0,1.0,16.0,3.0,18.0,0.21182965299684545
gravitee-io/gravitee-gateway,2017,494.0,4,0.0,1.0,10.0,3.0,3.0,0.3969723756906077
gravitee-io/gravitee-gateway,2018,424.0,5,0.0,0.0,5.0,5.0,1.0,0.38555
gravitee-io/gravitee-gateway,2019,570.0,6,0.0,2.0,15.0,9.0,1.0,0.3787453183520599
gravitee-io/gravitee-management-rest-api,2017,1404.0,5,0.0,1.0,10.0,3.0,1.0,0.6188212765957446
gravitee-io/gravitee-management-rest-api,2018,2700.0,13,0.0,3.0,21.0,5.0,3.0,0.5684339622641509
gravitee-io/gravitee-management-rest-api,2019,5190.0,24,0.0,5.0,42.0,10.0,10.0,0.5007247474747474
gravitee-io/graviteeio-access-management,2017,69.0,1,0.0,0.0,0.0,0.0,0.0,0.4466139240506329
gravitee-io/graviteeio-access-management,2018,18.0,1,0.0,0.0,0.0,0.0,0.0,0.42479766536964975
gravitee-io/graviteeio-access-management,2019,1202.0,10,0.0,0.0,3.0,0.0,0.0,0.3744941176470588
grpc/grpc-java,2017,16950.0,53,0.0,1.0,21.0,9.0,17.0,0.2807838214783821
grpc/grpc-java,2018,14622.0,31,0.0,2.0,20.0,7.0,74.0,0.3019341238471673
grpc/grpc-java,2019,14980.0,24,0.0,6.0,25.0,12.0,72.0,0.3315185185185185
gudaoxuri/dew,2017,460.0,2,0.0,1.0,0.0,0.0,8.0,0.10972727272727273
gurkenlabs/litiengine,2017,10122.0,54,0.0,8.0,22.0,2.0,4.0,0.2334624781849912
gurkenlabs/litiengine,2018,13999.0,75,0.0,13.0,24.0,0.0,4.0,0.19266078838174272
gurkenlabs/litiengine,2019,21722.0,61,5.0,21.0,64.0,8.0,3.0,0.2325196721311475
h2oai/h2o-3,2017,74353.0,50,21.0,105.0,642.0,211.0,987.0,0.3159568298969072
h2oai/h2o-3,2018,49656.0,33,13.0,63.0,444.0,154.0,748.0,0.3359883126369613
h2oai/h2o-3,2019,88247.0,84,19.0,122.0,791.0,235.0,1332.0,0.3024555006180469
hartwigmedical/hmftools,2017,834.0,12,0.0,0.0,5.0,0.0,0.0,0.08146829268292681
hartwigmedical/hmftools,2018,7357.0,117,4.0,8.0,118.0,12.0,30.0,0.07269416288011185
hartwigmedical/hmftools,2019,15824.0,114,8.0,51.0,298.0,61.0,118.0,0.11846315789473685
hazelcast/hazelcast,2017,54068.0,465,4.0,19.0,471.0,70.0,601.0,0.42985269618588334
hazelcast/hazelcast,2018,59960.0,383,7.0,21.0,525.0,58.0,588.0,0.4793109339407745
hedzr/android-file-chooser,2018,293.0,4,0.0,0.0,1.0,3.0,2.0,0.25543076923076924
hedzr/android-file-chooser,2019,1219.0,3,4.0,1.0,14.0,31.0,1.0,0.11153535353535353
henrichg/PhoneProfiles,2017,14196.0,64,17.0,33.0,35.0,403.0,134.0,0.3436698369565217
henrichg/PhoneProfiles,2018,19480.0,60,27.0,42.0,42.0,689.0,137.0,0.2562510638297872
henrichg/PhoneProfiles,2019,18397.0,24,27.0,39.0,28.0,735.0,119.0,0.23107205623901575
henrichg/PhoneProfilesPlus,2017,35544.0,149,38.0,69.0,97.0,1091.0,389.0,0.3375454545454545
henrichg/PhoneProfilesPlus,2018,45715.0,126,55.0,97.0,112.0,1684.0,312.0,0.23133461538461536
henrichg/PhoneProfilesPlus,2019,53454.0,104,70.0,119.0,130.0,2300.0,323.0,0.22329547960308704
hheg/jitstatic,2017,1687.0,14,0.0,0.0,4.0,2.0,0.0,0.26492537313432835
hheg/jitstatic,2018,1883.0,12,0.0,0.0,4.0,4.0,0.0,0.13557859531772576
hheg/jitstatic,2019,1909.0,20,0.0,2.0,15.0,4.0,6.0,0.1976
hneemann/Digital,2017,4288.0,31,0.0,5.0,3.0,20.0,2.0,0.15164469914040113
hneemann/Digital,2018,6904.0,40,0.0,5.0,6.0,51.0,2.0,0.15765379825653794
hneemann/Digital,2019,6404.0,22,0.0,5.0,10.0,54.0,0.0,0.20884984520123834
hortonworks/cloudbreak,2017,13674.0,87,1.0,7.0,78.0,15.0,0.0,0.25586652314316466
hortonworks/cloudbreak,2018,21757.0,187,0.0,2.0,80.0,29.0,0.0,0.08125
hortonworks/cloudbreak,2019,29817.0,226,0.0,1.0,132.0,35.0,0.0,0.26822363636363633
i-net-software/JWebAssembly,2017,1325.0,4,1.0,0.0,1.0,1.0,0.0,0.043384615384615376
i-net-software/JWebAssembly,2018,1455.0,5,1.0,0.0,1.0,1.0,0.0,0.06874898785425099
i-net-software/JWebAssembly,2019,3994.0,15,2.0,4.0,11.0,6.0,6.0,0.14004941860465114
ia-toki/judgels,2018,150.0,4,0.0,0.0,0.0,0.0,0.0,0.17752225519287834
ia-toki/judgels,2019,106.0,3,0.0,0.0,0.0,0.0,0.0,0.3726291161178509
ibissource/iaf,2017,20571.0,27,5.0,28.0,48.0,194.0,46.0,0.34816839916839915
ibissource/iaf,2018,11675.0,11,3.0,14.0,30.0,90.0,14.0,0.25212175648702595
ibissource/iaf,2019,23928.0,23,6.0,30.0,36.0,146.0,35.0,0.29015829145728644
igniterealtime/Openfire,2017,7389.0,16,5.0,25.0,18.0,88.0,6.0,0.2475638629283489
igniterealtime/Openfire,2018,5086.0,12,1.0,9.0,21.0,36.0,17.0,0.2526916890080429
igniterealtime/Openfire,2019,12806.0,27,10.0,36.0,79.0,114.0,26.0,0.1734712837837838
igniterealtime/Smack,2017,15454.0,61,4.0,25.0,56.0,74.0,99.0,0.345275
igniterealtime/Smack,2018,8569.0,20,2.0,11.0,17.0,26.0,40.0,0.17800000000000002
igniterealtime/Smack,2019,5254.0,12,1.0,6.0,14.0,19.0,35.0,0.20123188405797102
igvteam/igv,2017,11154.0,28,8.0,31.0,127.0,165.0,113.0,0.3517491408934708
ilscipio/scipio-erp,2017,17891.0,29,15.0,59.0,128.0,297.0,90.0,0.4505753554502369
ilscipio/scipio-erp,2018,139372.0,271,175.0,650.0,909.0,2463.0,906.0,0.4230762804213585
ilscipio/scipio-erp,2019,14992.0,13,16.0,64.0,102.0,309.0,37.0,0.5877386363636362
imCodePartnerAB/imcms,2017,11339.0,29,0.0,7.0,66.0,21.0,63.0,0.13503104786545925
imCodePartnerAB/imcms,2018,6773.0,74,0.0,2.0,70.0,12.0,37.0,0.1608589411329137
imCodePartnerAB/imcms,2019,276.0,2,0.0,1.0,3.0,3.0,0.0,0.2670107913669065
immutables/immutables,2017,7497.0,10,0.0,3.0,46.0,34.0,71.0,0.22936619718309856
immutables/immutables,2018,6797.0,6,0.0,4.0,42.0,33.0,59.0,0.18972774869109946
immutables/immutables,2019,1939.0,1,0.0,2.0,14.0,15.0,31.0,0.06784771573604059
inaturalist/iNaturalistAndroid,2017,14401.0,20,18.0,32.0,147.0,117.0,204.0,0.6996409395973153
inaturalist/iNaturalistAndroid,2018,10421.0,12,16.0,26.0,110.0,95.0,132.0,0.5642595870206488
inaturalist/iNaturalistAndroid,2019,12307.0,12,20.0,28.0,149.0,108.0,314.0,0.3385625
indeedeng/proctor,2017,76.0,1,0.0,0.0,0.0,0.0,1.0,0.09482584269662922
indeedeng/proctor,2018,382.0,3,0.0,0.0,1.0,0.0,5.0,0.15114044943820226
indeedeng/proctor,2019,2617.0,24,0.0,7.0,14.0,18.0,16.0,0.21456770833333333
industrial-data-space/trusted-connector,2017,3234.0,18,0.0,3.0,0.0,0.0,1.0,0.19317439293598235
industrial-data-space/trusted-connector,2018,3305.0,18,0.0,2.0,1.0,0.0,0.0,0.3684897025171624
industrial-data-space/trusted-connector,2019,1390.0,8,0.0,3.0,0.0,2.0,0.0,0.3595731707317073
intranda/goobi-viewer-core,2017,24448.0,96,15.0,63.0,156.0,323.0,55.0,0.2815776595744681
intranda/goobi-viewer-core,2018,22089.0,71,11.0,56.0,140.0,282.0,41.0,0.2484507897934386
intranda/goobi-viewer-core,2019,26607.0,91,10.0,65.0,131.0,288.0,47.0,0.21047784997046665
intuit/QuickBooks-V3-Java-SDK,2017,550.0,1,0.0,0.0,3.0,0.0,0.0,-0.007436363636363634
intuit/QuickBooks-V3-Java-SDK,2018,550.0,1,0.0,0.0,3.0,0.0,0.0,0.01661111111111111
