Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_avg_coupling_code_size_cut,cond_mean_diff_avg_coupling_code_size_cut,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
114,InvalidJavadocPosition,118.0,24738.0,766.0,7413.0,33035.0,0.75,0.23,0.03,0.13,-0.41,0.02,0.03,0.01,0.76,-0.01,-0.03,0.77,0.18,0.0,,63,12550,88,9827,22528,0.56,0.44,0.01,0.42,-0.05,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.06,0.0,,13.487783828102838,-5.624214148538157,False,0.07236980867762867,0.15000000000000002,680,123,788,186377,1677,72038,260880,0.72,0.28,0.01,0.32,0.15,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.08,0.0,,137,30.0,12585.0,228.0,3691.0,16534.0,0.76,0.23,0.02,0.12,-0.48,0.01,0.02,0.01,0.77,-0.0,-0.02,0.77,0.12,0.0,,42,14.0,5824.0,30.0,2568.0,8436.0,0.69,0.31,0.01,0.32,0.04,0.01,0.01,0.01,0.69,0.0,-0.0,0.89,0.05,0.0,,76,71.0,6418.0,511.0,1065.0,8065.0,0.8,0.14,0.07,0.12,-0.13,0.06,0.07,0.04,0.81,-0.0,-0.06,0.59,0.37,0.0,
115,EmptyForIteratorPad,45.0,25214.0,290.0,7486.0,33035.0,0.76,0.23,0.01,0.13,-0.41,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.08,0.0,,15,12622,16,9875,22528,0.56,0.44,0.0,0.48,0.1,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.02,0.0,,14.16536582944516,-4.946632147195837,False,0.06592639147064032,0.08999999999999997,271,28,1029,186969,1085,71797,260880,0.72,0.28,0.01,0.49,0.74,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.07,0.0,,60,19.0,12745.0,68.0,3702.0,16534.0,0.77,0.23,0.01,0.22,-0.03,0.01,0.01,0.01,0.77,-0.0,-0.0,0.77,0.05,0.0,,145,0.0,5850.0,4.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.01,0.0,,104,26.0,6711.0,218.0,1110.0,8065.0,0.84,0.14,0.03,0.11,-0.24,0.02,0.03,0.02,0.84,-0.0,-0.03,0.59,0.2,0.0,
116,ParameterName,100.0,24845.0,659.0,7431.0,33035.0,0.76,0.23,0.02,0.13,-0.42,0.01,0.03,0.01,0.76,-0.01,-0.02,0.77,0.16,0.0,,34,12607,31,9856,22528,0.56,0.44,0.0,0.52,0.19,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.03,0.0,,13.893817284021447,-5.2181806926195495,False,0.06754506019889564,0.06999999999999995,602,43,2762,184619,3435,70064,260880,0.72,0.28,0.02,0.45,0.6,0.04,0.02,0.04,0.71,0.01,-0.0,0.85,0.16,0.0,,96,45.0,12625.0,188.0,3676.0,16534.0,0.77,0.23,0.01,0.19,-0.14,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.11,0.0,,5,20.0,5835.0,19.0,2562.0,8436.0,0.69,0.31,0.0,0.51,0.68,0.01,0.0,0.01,0.69,0.0,0.0,0.89,0.04,0.0,,135,35.0,6477.0,452.0,1101.0,8065.0,0.81,0.14,0.06,0.07,-0.49,0.03,0.07,0.02,0.82,-0.01,-0.06,0.59,0.33,0.0,
117,CovariantEquals,2.0,25491.0,13.0,7529.0,33035.0,0.77,0.23,0.0,0.13,-0.42,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.01,0.0,,0,12637,1,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,11.321979949063284,-7.790018027577712,False,0.008083508341019516,0.0,10,0,0,188054,0,72826,260880,0.72,0.28,0.0,0.0,-1.0,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.0,0.0,,12,2.0,12808.0,5.0,3719.0,16534.0,0.77,0.23,0.0,0.29,0.27,0.0,0.0,0.0,0.77,0.0,-0.0,0.77,0.01,0.0,,129,0.0,5854.0,0.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.0,0.0,,149,0.0,6921.0,8.0,1136.0,8065.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.59,0.01,0.0,
118,GenericWhitespace,35.0,25275.0,229.0,7496.0,33035.0,0.77,0.23,0.01,0.13,-0.42,0.0,0.01,0.0,0.77,-0.0,-0.01,0.77,0.07,0.0,,45,12594,44,9845,22528,0.56,0.44,0.0,0.51,0.15,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.04,0.0,,13.614494205817769,-5.497503770823226,False,0.02156877204991316,0.25,219,73,330,187064,990,72496,260880,0.72,0.28,0.01,0.25,-0.1,0.0,0.01,0.0,0.72,-0.0,-0.0,0.85,0.05,0.0,,121,16.0,12729.0,84.0,3705.0,16534.0,0.77,0.23,0.01,0.16,-0.29,0.0,0.01,0.0,0.77,-0.0,-0.01,0.77,0.05,0.0,,70,6.0,5839.0,15.0,2576.0,8436.0,0.69,0.31,0.0,0.29,-0.07,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.03,0.0,,122,13.0,6799.0,130.0,1123.0,8065.0,0.84,0.14,0.02,0.09,-0.35,0.01,0.02,0.01,0.85,-0.0,-0.02,0.59,0.13,0.0,
119,MethodTypeParameterName,14.0,25412.0,92.0,7517.0,33035.0,0.77,0.23,0.0,0.13,-0.42,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,7,12636,2,9883,22528,0.56,0.44,0.0,0.78,0.77,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.01,0.0,,13.56855681919255,-5.543441157448447,False,0.028513009532479983,0.040000000000000036,112,5,144,187953,101,72682,260880,0.72,0.28,0.0,0.59,1.11,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.01,0.0,,111,7.0,12781.0,32.0,3714.0,16534.0,0.77,0.23,0.0,0.18,-0.2,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,118,0.0,5853.0,1.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,124,6.0,6869.0,60.0,1130.0,8065.0,0.85,0.14,0.01,0.09,-0.35,0.01,0.01,0.01,0.85,-0.0,-0.01,0.59,0.07,0.0,
120,MissingOverride,10.0,25438.0,66.0,7521.0,33035.0,0.77,0.23,0.0,0.13,-0.42,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,8,12628,10,9882,22528,0.56,0.44,0.0,0.44,0.01,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.01,0.0,,13.216500726111018,-5.895497250529977,False,0.13024632157551214,0.15000000000000002,69,12,314,187836,218,72512,260880,0.72,0.28,0.0,0.59,1.11,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.02,0.0,,1,6.0,12808.0,5.0,3715.0,16534.0,0.78,0.23,0.0,0.55,1.42,0.0,0.0,0.0,0.77,0.0,0.0,0.77,0.01,0.0,,138,0.0,5851.0,3.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,140,3.0,6870.0,59.0,1133.0,8065.0,0.85,0.14,0.01,0.05,-0.66,0.0,0.01,0.0,0.85,-0.0,-0.01,0.59,0.07,0.0,
121,MissingDeprecated,115.0,24729.0,775.0,7416.0,33035.0,0.75,0.23,0.03,0.13,-0.43,0.02,0.03,0.01,0.76,-0.01,-0.03,0.77,0.18,0.0,,71,12532,106,9819,22528,0.56,0.44,0.01,0.4,-0.09,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.07,0.0,,13.759840405281494,-5.352157571359502,False,0.06573097655374156,0.17000000000000004,733,147,1451,186150,1904,71375,260880,0.72,0.28,0.01,0.43,0.55,0.02,0.01,0.02,0.72,0.01,-0.0,0.85,0.1,0.0,,118,46.0,12588.0,225.0,3675.0,16534.0,0.76,0.23,0.02,0.17,-0.25,0.01,0.02,0.01,0.77,-0.0,-0.01,0.77,0.12,0.0,,82,7.0,5833.0,21.0,2575.0,8436.0,0.69,0.31,0.0,0.25,-0.18,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.03,0.0,,111,61.0,6399.0,530.0,1075.0,8065.0,0.8,0.14,0.07,0.1,-0.27,0.05,0.08,0.04,0.81,-0.01,-0.07,0.59,0.38,0.0,
122,EmptyCatchBlock,139.0,24559.0,945.0,7392.0,33035.0,0.75,0.23,0.03,0.13,-0.44,0.02,0.04,0.02,0.75,-0.01,-0.03,0.77,0.21,0.0,,92,12550,88,9798,22528,0.56,0.44,0.01,0.51,0.16,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.07,0.0,,13.207468859616673,-5.9045291170243255,False,0.1149158892609308,0.09999999999999998,933,103,3584,184371,3683,69242,260880,0.72,0.28,0.03,0.49,0.77,0.05,0.02,0.05,0.71,0.02,-0.0,0.85,0.18,0.0,,112,51.0,12582.0,231.0,3670.0,16534.0,0.76,0.23,0.02,0.18,-0.2,0.01,0.02,0.01,0.77,-0.0,-0.01,0.77,0.12,0.0,,87,3.0,5845.0,9.0,2579.0,8436.0,0.69,0.31,0.0,0.25,-0.18,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,107,84.0,6223.0,706.0,1052.0,8065.0,0.78,0.14,0.1,0.11,-0.25,0.07,0.1,0.05,0.79,-0.01,-0.09,0.59,0.46,0.0,
123,EqualsAvoidNull,185.0,24227.0,1277.0,7346.0,33035.0,0.74,0.23,0.04,0.13,-0.44,0.02,0.05,0.02,0.75,-0.01,-0.04,0.77,0.26,0.0,,115,12536,102,9775,22528,0.56,0.44,0.01,0.53,0.21,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.08,0.0,,12.499740334204908,-6.612257642436088,False,0.13387513763799685,0.09999999999999998,1273,141,2459,184410,3644,70367,260880,0.72,0.28,0.02,0.4,0.44,0.03,0.02,0.03,0.71,0.01,-0.01,0.85,0.16,0.0,,110,70.0,12496.0,317.0,3651.0,16534.0,0.76,0.23,0.02,0.18,-0.2,0.02,0.02,0.02,0.76,-0.0,-0.02,0.77,0.16,0.0,,114,3.0,5832.0,22.0,2579.0,8436.0,0.69,0.31,0.0,0.12,-0.61,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.03,0.0,,108,109.0,5988.0,941.0,1027.0,8065.0,0.76,0.14,0.13,0.1,-0.26,0.1,0.14,0.05,0.77,-0.01,-0.12,0.59,0.56,0.0,
124,MethodLength,257.0,23742.0,1762.0,7274.0,33035.0,0.73,0.23,0.06,0.13,-0.44,0.03,0.07,0.03,0.74,-0.02,-0.06,0.77,0.33,0.0,,56,12542,96,9834,22528,0.56,0.44,0.01,0.37,-0.16,0.01,0.01,0.01,0.56,-0.0,-0.0,0.99,0.06,0.0,,13.185728060489572,-5.9262699161514245,False,0.3238528755431664,0.05000000000000005,1899,106,4085,182690,5364,68741,260880,0.72,0.28,0.04,0.43,0.55,0.06,0.03,0.05,0.7,0.02,-0.01,0.85,0.22,0.0,,116,42.0,12617.0,196.0,3679.0,16534.0,0.77,0.23,0.01,0.18,-0.22,0.01,0.02,0.01,0.77,-0.0,-0.01,0.77,0.11,0.0,,135,0.0,5854.0,0.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.0,0.0,,82,214.0,5362.0,1567.0,922.0,8065.0,0.69,0.14,0.22,0.12,-0.15,0.19,0.23,0.08,0.7,-0.01,-0.2,0.59,0.76,0.0,
125,ModifiedControlVariable,58.0,25105.0,399.0,7473.0,33035.0,0.76,0.23,0.01,0.13,-0.44,0.01,0.02,0.01,0.76,-0.0,-0.01,0.77,0.11,0.0,,18,12605,33,9872,22528,0.56,0.44,0.0,0.35,-0.2,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.02,0.0,,12.903170014779194,-6.208827961861804,False,0.0705572182552125,0.08999999999999997,450,42,2041,186554,1500,70785,260880,0.72,0.28,0.01,0.58,1.06,0.03,0.01,0.03,0.71,0.01,0.0,0.85,0.1,0.0,,101,19.0,12732.0,81.0,3702.0,16534.0,0.77,0.23,0.01,0.19,-0.16,0.01,0.01,0.0,0.77,-0.0,-0.0,0.77,0.05,0.0,,139,0.0,5851.0,3.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,102,39.0,6614.0,315.0,1097.0,8065.0,0.82,0.14,0.04,0.11,-0.22,0.03,0.05,0.03,0.83,-0.0,-0.04,0.59,0.26,0.0,
126,NoWhitespaceAfter,229.0,23877.0,1627.0,7302.0,33035.0,0.73,0.23,0.06,0.12,-0.46,0.03,0.06,0.03,0.74,-0.02,-0.05,0.77,0.31,0.0,,126,12528,110,9764,22528,0.56,0.44,0.01,0.53,0.22,0.01,0.01,0.01,0.56,0.0,0.0,0.99,0.08,0.0,,13.197947622269735,-5.914050354371262,False,0.30838732209943065,0.09999999999999998,1379,156,2999,181406,6648,69827,260880,0.71,0.28,0.04,0.31,0.11,0.04,0.04,0.04,0.7,0.0,-0.02,0.85,0.23,0.0,,125,101.0,12242.0,571.0,3620.0,16534.0,0.75,0.23,0.04,0.15,-0.33,0.03,0.04,0.02,0.75,-0.01,-0.04,0.77,0.25,0.0,,98,15.0,5793.0,61.0,2567.0,8436.0,0.69,0.31,0.01,0.2,-0.36,0.01,0.01,0.01,0.69,-0.0,-0.01,0.89,0.07,0.0,,117,109.0,5930.0,999.0,1027.0,8065.0,0.75,0.14,0.14,0.1,-0.3,0.1,0.14,0.05,0.76,-0.02,-0.13,0.59,0.58,0.0,
127,NestedTryDepth,52.0,25121.0,383.0,7479.0,33035.0,0.76,0.23,0.01,0.12,-0.48,0.01,0.02,0.01,0.76,-0.0,-0.01,0.77,0.1,0.0,,25,12617,21,9865,22528,0.56,0.44,0.0,0.54,0.24,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.02,0.0,,13.645060629290295,-5.466937347350701,False,0.09311845760583204,0.06999999999999995,381,29,751,187205,849,72075,260880,0.72,0.28,0.01,0.47,0.68,0.01,0.0,0.01,0.72,0.0,-0.0,0.85,0.05,0.0,,123,17.0,12724.0,89.0,3704.0,16534.0,0.77,0.23,0.01,0.16,-0.29,0.0,0.01,0.0,0.77,-0.0,-0.01,0.77,0.06,0.0,,149,0.0,5853.0,1.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,105,35.0,6636.0,293.0,1101.0,8065.0,0.83,0.14,0.04,0.11,-0.24,0.03,0.04,0.02,0.83,-0.0,-0.04,0.59,0.25,0.0,
128,EmptyStatement,37.0,25227.0,277.0,7494.0,33035.0,0.76,0.23,0.01,0.12,-0.48,0.0,0.01,0.0,0.77,-0.0,-0.01,0.77,0.08,0.0,,39,12611,27,9851,22528,0.56,0.44,0.0,0.59,0.35,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.03,0.0,,12.528872229877546,-6.5831257467634545,False,0.15811671923211876,0.21,223,61,456,186956,1098,72370,260880,0.72,0.28,0.01,0.29,0.05,0.01,0.01,0.01,0.72,0.0,-0.0,0.85,0.05,0.0,,132,11.0,12739.0,74.0,3710.0,16534.0,0.77,0.23,0.01,0.13,-0.42,0.0,0.01,0.0,0.77,-0.0,-0.0,0.77,0.05,0.0,,150,0.0,5851.0,3.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,93,26.0,6729.0,200.0,1110.0,8065.0,0.84,0.14,0.03,0.12,-0.18,0.02,0.03,0.02,0.84,-0.0,-0.03,0.59,0.18,0.0,
129,NoClone,22.0,25342.0,162.0,7509.0,33035.0,0.77,0.23,0.01,0.12,-0.48,0.0,0.01,0.0,0.77,-0.0,-0.01,0.77,0.05,0.0,,6,12630,8,9884,22528,0.56,0.44,0.0,0.43,-0.02,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,,14.023328438389887,-5.088669538251107,False,0.7677465470874713,0.06999999999999995,156,11,1376,186463,1591,71450,260880,0.72,0.28,0.01,0.46,0.66,0.02,0.01,0.02,0.72,0.01,-0.0,0.85,0.09,0.0,,130,9.0,12756.0,57.0,3712.0,16534.0,0.77,0.23,0.0,0.14,-0.39,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.04,0.0,,96,1.0,5850.0,4.0,2581.0,8436.0,0.69,0.31,0.0,0.2,-0.35,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.01,0.0,,106,12.0,6828.0,101.0,1124.0,8065.0,0.85,0.14,0.01,0.11,-0.25,0.01,0.01,0.01,0.85,-0.0,-0.01,0.59,0.11,0.0,
130,UpperEll,13.0,25406.0,98.0,7518.0,33035.0,0.77,0.23,0.0,0.12,-0.49,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,9,12631,7,9881,22528,0.56,0.44,0.0,0.56,0.28,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.01,0.0,,14.089711655960407,-5.022286320680586,False,0.031561128540052004,0.17000000000000004,72,15,151,187920,134,72675,260880,0.72,0.28,0.0,0.53,0.9,0.0,0.0,0.0,0.72,0.0,0.0,0.85,0.01,0.0,,88,7.0,12785.0,28.0,3714.0,16534.0,0.77,0.23,0.0,0.2,-0.11,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,133,0.0,5854.0,0.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.0,0.0,,132,6.0,6859.0,70.0,1130.0,8065.0,0.85,0.14,0.01,0.08,-0.44,0.01,0.01,0.0,0.85,-0.0,-0.01,0.59,0.08,0.0,
131,EmptyBlock,92.0,24765.0,739.0,7439.0,33035.0,0.75,0.23,0.03,0.11,-0.51,0.01,0.03,0.01,0.76,-0.01,-0.03,0.77,0.17,0.0,,71,12577,61,9819,22528,0.56,0.44,0.01,0.54,0.23,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.05,0.0,,12.869528844035989,-6.2424691326050095,False,0.5361055294269682,0.13,709,107,1929,186223,1831,70897,260880,0.72,0.28,0.01,0.51,0.84,0.03,0.01,0.03,0.71,0.01,0.0,0.85,0.11,0.0,,113,35.0,12648.0,165.0,3686.0,16534.0,0.77,0.23,0.01,0.18,-0.22,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.09,0.0,,58,3.0,5847.0,7.0,2579.0,8436.0,0.69,0.31,0.0,0.3,-0.02,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.01,0.0,,130,53.0,6361.0,568.0,1083.0,8065.0,0.8,0.14,0.08,0.09,-0.39,0.05,0.08,0.03,0.8,-0.01,-0.07,0.59,0.39,0.0,
132,SuperClone,9.0,25430.0,74.0,7522.0,33035.0,0.77,0.23,0.0,0.11,-0.52,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,5,12623,15,9885,22528,0.56,0.44,0.0,0.25,-0.43,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,,14.06309777302376,-5.048900203617236,False,0.012091954042029052,0.2,80,20,356,187451,603,72470,260880,0.72,0.28,0.0,0.37,0.33,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.04,0.0,,134,5.0,12779.0,34.0,3716.0,16534.0,0.77,0.23,0.0,0.13,-0.43,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,120,0.0,5853.0,1.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,120,4.0,6890.0,39.0,1132.0,8065.0,0.85,0.14,0.01,0.09,-0.34,0.0,0.01,0.0,0.86,-0.0,-0.01,0.59,0.05,0.0,
133,IllegalThrows,12.0,25402.0,102.0,7519.0,33035.0,0.77,0.23,0.0,0.11,-0.54,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,1,12633,5,9889,22528,0.56,0.44,0.0,0.17,-0.62,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,12.762958057433455,-6.3490399192075415,False,0.01941077646745835,0.08999999999999997,63,6,44,188000,54,72782,260880,0.72,0.28,0.0,0.45,0.61,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.0,0.0,,86,9.0,12777.0,36.0,3712.0,16534.0,0.77,0.23,0.0,0.2,-0.11,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,106,2.0,5844.0,10.0,2580.0,8436.0,0.69,0.31,0.0,0.17,-0.46,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,142,1.0,6873.0,56.0,1135.0,8065.0,0.85,0.14,0.01,0.02,-0.88,0.0,0.01,0.0,0.85,-0.0,-0.01,0.59,0.06,0.0,
134,OneTopLevelClass,7.0,25440.0,64.0,7524.0,33035.0,0.77,0.23,0.0,0.1,-0.57,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,6,12636,2,9884,22528,0.56,0.44,0.0,0.75,0.71,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,,11.490177945093482,-7.621820031547514,False,0.0063907604571294425,0.06000000000000005,63,4,35,187781,273,72791,260880,0.72,0.28,0.0,0.11,-0.59,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,,135,3.0,12791.0,22.0,3718.0,16534.0,0.77,0.23,0.0,0.12,-0.47,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,141,0.0,5852.0,2.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,126,4.0,6889.0,40.0,1132.0,8065.0,0.85,0.14,0.01,0.09,-0.35,0.0,0.01,0.0,0.86,-0.0,-0.01,0.59,0.05,0.0,
135,OuterTypeNumber,7.0,25440.0,64.0,7524.0,33035.0,0.77,0.23,0.0,0.1,-0.57,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,3,12637,1,9887,22528,0.56,0.44,0.0,0.75,0.71,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.0,0.0,,11.490177945093482,-7.621820031547514,False,0.009812212757915464,0.06000000000000005,63,4,35,187781,273,72791,260880,0.72,0.28,0.0,0.11,-0.59,0.0,0.0,0.0,0.72,-0.0,-0.0,0.85,0.01,0.0,,136,3.0,12791.0,22.0,3718.0,16534.0,0.77,0.23,0.0,0.12,-0.47,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,126,0.0,5852.0,2.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.0,0.0,,121,4.0,6889.0,40.0,1132.0,8065.0,0.85,0.14,0.01,0.09,-0.35,0.0,0.01,0.0,0.86,-0.0,-0.01,0.59,0.05,0.0,
136,ThrowsCount,15.0,25364.0,140.0,7516.0,33035.0,0.77,0.23,0.0,0.1,-0.58,0.0,0.01,0.0,0.77,-0.0,-0.0,0.77,0.04,0.0,,14,12615,23,9876,22528,0.56,0.44,0.0,0.38,-0.14,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.02,0.0,,13.477973247945108,-5.634024728695886,False,0.024737331786509567,0.16000000000000006,150,28,34,188012,42,72792,260880,0.72,0.28,0.0,0.45,0.6,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.0,0.0,,129,8.0,12763.0,50.0,3713.0,16534.0,0.77,0.23,0.0,0.14,-0.39,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,148,0.0,5850.0,4.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.01,0.0,,133,7.0,6843.0,86.0,1129.0,8065.0,0.85,0.14,0.01,0.08,-0.47,0.01,0.01,0.01,0.85,-0.0,-0.01,0.59,0.09,0.0,
137,StringLiteralEquality,8.0,25426.0,78.0,7523.0,33035.0,0.77,0.23,0.0,0.09,-0.59,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,5,12631,7,9885,22528,0.56,0.44,0.0,0.42,-0.05,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,,11.369643874777825,-7.742354101863171,False,0.016116796082896696,0.12,76,10,265,187743,311,72561,260880,0.72,0.28,0.0,0.46,0.65,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.02,0.0,,138,3.0,12788.0,25.0,3718.0,16534.0,0.77,0.23,0.0,0.11,-0.52,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.02,0.0,,130,0.0,5854.0,0.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.0,0.0,,131,5.0,6876.0,53.0,1131.0,8065.0,0.85,0.14,0.01,0.09,-0.39,0.0,0.01,0.0,0.85,-0.0,-0.01,0.59,0.06,0.0,
