Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_avg_coupling_code_size_cut,cond_mean_diff_avg_coupling_code_size_cut,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
44,FallThrough,42.0,25327.0,177.0,7489.0,33035.0,0.77,0.23,0.01,0.19,-0.16,0.01,0.01,0.01,0.77,-0.0,-0.01,0.77,0.06,0.0,,9,12625,13,9881,22528,0.56,0.44,0.0,0.41,-0.07,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.01,0.0,,15.10661534165456,-4.005382634986436,False,0.043542628910079664,0.11,173,21,1634,186230,1824,71192,260880,0.72,0.28,0.01,0.47,0.69,0.02,0.01,0.02,0.71,0.01,-0.0,0.85,0.1,0.0,,22,14.0,12771.0,42.0,3707.0,16534.0,0.77,0.23,0.0,0.25,0.11,0.0,0.0,0.0,0.77,0.0,-0.0,0.77,0.03,0.0,,6,1.0,5853.0,1.0,2581.0,8436.0,0.69,0.31,0.0,0.5,0.63,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.0,0.0,,8,27.0,6795.0,134.0,1109.0,8065.0,0.85,0.14,0.02,0.17,0.19,0.02,0.02,0.02,0.84,0.0,-0.02,0.59,0.14,0.0,
45,LocalFinalVariableName,134.0,24937.0,567.0,7397.0,33035.0,0.76,0.23,0.02,0.19,-0.16,0.02,0.02,0.02,0.76,-0.0,-0.02,0.77,0.15,0.0,,29,12613,25,9861,22528,0.56,0.44,0.0,0.54,0.22,0.0,0.0,0.0,0.56,0.0,0.0,0.99,0.02,0.0,,17.462920782767068,-1.6490771938739286,False,0.10357026523971516,0.06000000000000005,588,37,3105,183887,4167,69721,260880,0.72,0.28,0.03,0.43,0.53,0.04,0.02,0.04,0.71,0.01,-0.01,0.85,0.18,0.0,,25,46.0,12672.0,141.0,3675.0,16534.0,0.77,0.23,0.01,0.25,0.09,0.01,0.01,0.01,0.77,0.0,-0.01,0.77,0.09,0.0,,8,51.0,5801.0,53.0,2531.0,8436.0,0.69,0.31,0.01,0.49,0.6,0.02,0.01,0.02,0.69,0.01,-0.0,0.89,0.1,0.0,,128,36.0,6555.0,374.0,1100.0,8065.0,0.82,0.14,0.05,0.09,-0.38,0.03,0.05,0.02,0.82,-0.01,-0.05,0.59,0.29,0.0,
46,JavadocParagraph,1217.0,20314.0,5190.0,6314.0,33035.0,0.65,0.23,0.19,0.19,-0.17,0.16,0.2,0.1,0.67,-0.02,-0.16,0.77,0.71,0.0,,395,12224,414,9495,22528,0.56,0.44,0.04,0.49,0.11,0.04,0.03,0.04,0.56,0.01,-0.0,0.99,0.22,0.0,,16.9875178898271,-2.1244800868138967,False,0.1771002375584111,0.09999999999999998,5512,601,7049,169994,18060,65777,260880,0.68,0.28,0.1,0.28,0.01,0.1,0.1,0.08,0.68,0.0,-0.06,0.85,0.46,0.0,,58,620.0,10582.0,2231.0,3101.0,16534.0,0.68,0.23,0.17,0.22,-0.03,0.17,0.17,0.1,0.68,-0.0,-0.13,0.77,0.66,0.0,,25,231.0,5432.0,422.0,2351.0,8436.0,0.67,0.31,0.08,0.35,0.16,0.09,0.07,0.08,0.66,0.01,-0.03,0.89,0.39,0.0,,88,343.0,4369.0,2560.0,793.0,8065.0,0.58,0.14,0.36,0.12,-0.16,0.3,0.37,0.09,0.6,-0.03,-0.32,0.59,0.94,0.0,
47,AvoidStarImport,928.0,21528.0,3976.0,6603.0,33035.0,0.68,0.23,0.15,0.19,-0.17,0.12,0.16,0.08,0.69,-0.02,-0.12,0.77,0.61,0.0,,225,12444,194,9665,22528,0.56,0.44,0.02,0.54,0.22,0.02,0.02,0.02,0.56,0.01,0.0,0.99,0.13,0.0,,16.507158168640785,-2.604839808000211,False,0.10657445009843868,0.07999999999999996,3345,297,4759,182353,5701,68067,260880,0.72,0.28,0.04,0.45,0.63,0.07,0.03,0.06,0.7,0.02,-0.01,0.85,0.24,0.0,,75,524.0,10818.0,1995.0,3197.0,16534.0,0.69,0.23,0.15,0.21,-0.08,0.14,0.16,0.09,0.69,-0.01,-0.11,0.77,0.62,0.0,,76,100.0,5576.0,278.0,2482.0,8436.0,0.67,0.31,0.04,0.26,-0.14,0.04,0.05,0.03,0.68,-0.01,-0.03,0.89,0.26,0.0,,23,294.0,5216.0,1713.0,842.0,8065.0,0.68,0.14,0.25,0.15,0.04,0.26,0.25,0.1,0.68,0.0,-0.2,0.59,0.81,0.0,
48,WhitespaceAround,1496.0,19071.0,6433.0,6035.0,33035.0,0.62,0.23,0.24,0.19,-0.17,0.2,0.25,0.11,0.64,-0.03,-0.19,0.77,0.8,0.0,,834,11778,860,9056,22528,0.56,0.44,0.08,0.49,0.12,0.08,0.07,0.08,0.55,0.01,-0.0,0.99,0.39,0.0,,16.66557664810388,-2.4464213285371166,False,0.16366976052439286,0.13,5930,901,9807,174880,13174,63019,260880,0.71,0.28,0.09,0.43,0.53,0.13,0.07,0.11,0.68,0.04,-0.02,0.85,0.43,0.01,,74,765.0,9901.0,2912.0,2956.0,16534.0,0.65,0.23,0.22,0.21,-0.08,0.21,0.23,0.12,0.65,-0.01,-0.17,0.77,0.76,0.0,,32,319.0,5227.0,627.0,2263.0,8436.0,0.66,0.31,0.11,0.34,0.1,0.12,0.11,0.1,0.65,0.01,-0.05,0.89,0.51,0.0,,83,398.0,4021.0,2908.0,738.0,8065.0,0.55,0.14,0.41,0.12,-0.15,0.35,0.42,0.1,0.56,-0.03,-0.36,0.59,0.98,0.0,
49,MagicNumber,1958.0,17034.0,8470.0,5573.0,33035.0,0.57,0.23,0.32,0.19,-0.18,0.26,0.33,0.12,0.6,-0.04,-0.26,0.77,0.9,0.0,,586,12148,490,9304,22528,0.57,0.44,0.05,0.54,0.24,0.06,0.04,0.06,0.56,0.02,0.01,0.99,0.28,0.0,,16.424457945525774,-2.687540031115219,False,0.54381063586288,0.05000000000000005,7777,394,14427,169367,18687,58399,260880,0.7,0.28,0.13,0.44,0.56,0.2,0.1,0.16,0.66,0.06,-0.02,0.85,0.55,0.01,,70,1006.0,9037.0,3776.0,2715.0,16534.0,0.61,0.23,0.29,0.21,-0.07,0.27,0.29,0.13,0.62,-0.01,-0.22,0.77,0.87,0.0,,28,226.0,5418.0,436.0,2356.0,8436.0,0.67,0.31,0.08,0.34,0.12,0.09,0.07,0.07,0.66,0.01,-0.04,0.89,0.4,0.0,,37,704.0,2649.0,4280.0,432.0,8065.0,0.42,0.14,0.62,0.14,0.0,0.62,0.62,0.13,0.42,0.0,-0.52,0.59,0.96,0.0,
50,NestedForDepth,145.0,24874.0,630.0,7386.0,33035.0,0.76,0.23,0.02,0.19,-0.18,0.02,0.02,0.02,0.76,-0.0,-0.02,0.77,0.16,0.0,,31,12594,44,9859,22528,0.56,0.44,0.0,0.41,-0.06,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.03,0.0,,15.648702239743752,-3.4632957368972437,False,0.06494780111142948,0.07999999999999996,578,53,1834,185962,2092,70992,260880,0.72,0.28,0.02,0.47,0.67,0.03,0.01,0.02,0.71,0.01,-0.0,0.85,0.11,0.0,,17,50.0,12673.0,140.0,3671.0,16534.0,0.77,0.23,0.01,0.26,0.17,0.01,0.01,0.01,0.77,0.0,-0.01,0.77,0.09,0.0,,36,1.0,5852.0,2.0,2581.0,8436.0,0.69,0.31,0.0,0.33,0.09,0.0,0.0,0.0,0.69,0.0,-0.0,0.89,0.0,0.0,,13,92.0,6439.0,490.0,1044.0,8065.0,0.81,0.14,0.07,0.16,0.12,0.08,0.07,0.06,0.81,0.0,-0.06,0.59,0.37,0.0,
51,MultipleStringLiterals,2387.0,15054.0,10450.0,5144.0,33035.0,0.53,0.23,0.39,0.19,-0.18,0.32,0.41,0.13,0.56,-0.06,-0.32,0.77,0.96,0.0,,681,11923,715,9209,22528,0.56,0.44,0.06,0.49,0.11,0.07,0.06,0.06,0.55,0.01,-0.0,0.99,0.34,0.0,,16.26518418662051,-2.8468137900204877,False,0.3338142511088357,0.040000000000000036,10482,384,13709,166470,21584,59117,260880,0.69,0.28,0.14,0.39,0.39,0.19,0.11,0.15,0.66,0.04,-0.04,0.85,0.57,0.01,,61,1329.0,8085.0,4728.0,2392.0,16534.0,0.57,0.23,0.37,0.22,-0.03,0.36,0.37,0.16,0.57,-0.01,-0.27,0.77,0.95,0.0,,52,168.0,5479.0,375.0,2414.0,8436.0,0.67,0.31,0.06,0.31,0.01,0.07,0.06,0.06,0.67,0.0,-0.04,0.89,0.34,0.0,,43,854.0,1546.0,5383.0,282.0,8065.0,0.3,0.14,0.77,0.14,-0.03,0.75,0.78,0.13,0.3,-0.02,-0.65,0.59,0.77,0.0,
52,ClassTypeParameterName,21.0,25411.0,93.0,7510.0,33035.0,0.77,0.23,0.0,0.18,-0.19,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,0,12634,4,9890,22528,0.56,0.44,0.0,0.0,-1.0,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,17.168829516266495,-1.9431684603745008,False,0.018854944385801143,0.020000000000000014,92,2,90,187909,145,72736,260880,0.72,0.28,0.0,0.38,0.37,0.0,0.0,0.0,0.72,0.0,-0.0,0.85,0.01,0.0,,107,11.0,12765.0,48.0,3710.0,16534.0,0.77,0.23,0.0,0.19,-0.17,0.0,0.0,0.0,0.77,-0.0,-0.0,0.77,0.03,0.0,,15,4.0,5848.0,6.0,2578.0,8436.0,0.69,0.31,0.0,0.4,0.31,0.0,0.0,0.0,0.69,0.0,-0.0,0.89,0.01,0.0,,54,6.0,6890.0,39.0,1130.0,8065.0,0.86,0.14,0.01,0.13,-0.05,0.01,0.01,0.01,0.86,-0.0,-0.0,0.59,0.05,0.0,
53,InterfaceMemberImpliedModifier,573.0,22970.0,2534.0,6958.0,33035.0,0.71,0.23,0.09,0.18,-0.19,0.08,0.1,0.06,0.72,-0.01,-0.08,0.77,0.45,0.0,,78,12544,94,9812,22528,0.56,0.44,0.01,0.45,0.03,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.06,0.0,,17.30219714968483,-1.8098008269561667,False,0.3380423122842905,0.040000000000000036,2167,84,2853,183454,4600,69973,260880,0.71,0.28,0.03,0.38,0.37,0.04,0.02,0.04,0.71,0.01,-0.01,0.85,0.19,0.0,,128,150.0,11912.0,901.0,3571.0,16534.0,0.73,0.23,0.06,0.14,-0.37,0.04,0.07,0.03,0.74,-0.01,-0.06,0.77,0.34,0.0,,80,318.0,4939.0,915.0,2264.0,8436.0,0.62,0.31,0.15,0.26,-0.16,0.12,0.16,0.09,0.64,-0.02,-0.1,0.89,0.6,0.0,,78,100.0,6206.0,723.0,1036.0,8065.0,0.78,0.14,0.1,0.12,-0.14,0.09,0.1,0.05,0.79,-0.01,-0.09,0.59,0.48,0.0,
54,ConstantName,939.0,21276.0,4228.0,6592.0,33035.0,0.67,0.23,0.16,0.18,-0.2,0.12,0.17,0.08,0.69,-0.02,-0.13,0.77,0.63,0.0,,112,12500,138,9778,22528,0.56,0.44,0.01,0.45,0.02,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.09,0.0,,16.292505481356983,-2.819492495284013,False,0.31412025189219456,0.040000000000000036,3731,159,4488,181434,6620,68338,260880,0.71,0.28,0.04,0.4,0.45,0.06,0.04,0.06,0.7,0.02,-0.01,0.85,0.25,0.0,,72,528.0,10824.0,1989.0,3193.0,16534.0,0.69,0.23,0.15,0.21,-0.07,0.14,0.16,0.09,0.69,-0.01,-0.11,0.77,0.62,0.0,,47,100.0,5635.0,219.0,2482.0,8436.0,0.68,0.31,0.04,0.31,0.02,0.04,0.04,0.04,0.68,0.0,-0.02,0.89,0.23,0.0,,71,291.0,4889.0,2040.0,845.0,8065.0,0.64,0.14,0.29,0.12,-0.11,0.26,0.29,0.09,0.65,-0.01,-0.25,0.59,0.87,0.0,
55,ParenPad,498.0,23261.0,2243.0,7033.0,33035.0,0.72,0.23,0.08,0.18,-0.2,0.07,0.09,0.05,0.73,-0.01,-0.07,0.77,0.41,0.0,,286,12347,291,9604,22528,0.56,0.44,0.03,0.5,0.13,0.03,0.02,0.03,0.56,0.01,-0.0,0.99,0.17,0.0,,17.278311256397327,-1.8336867202436693,False,0.09525112458386252,0.16000000000000006,1896,350,3674,184091,3963,69152,260880,0.72,0.28,0.03,0.48,0.72,0.05,0.02,0.05,0.71,0.02,-0.0,0.85,0.19,0.0,,63,255.0,11869.0,944.0,3466.0,16534.0,0.73,0.23,0.07,0.21,-0.05,0.07,0.07,0.05,0.74,-0.0,-0.05,0.77,0.38,0.0,,19,91.0,5706.0,148.0,2491.0,8436.0,0.69,0.31,0.03,0.38,0.24,0.04,0.03,0.03,0.68,0.01,-0.01,0.89,0.19,0.0,,98,149.0,5775.0,1154.0,987.0,8065.0,0.73,0.14,0.16,0.11,-0.19,0.13,0.17,0.07,0.74,-0.01,-0.15,0.59,0.64,0.0,
56,InnerAssignment,188.0,24632.0,872.0,7343.0,33035.0,0.75,0.23,0.03,0.18,-0.22,0.02,0.03,0.02,0.75,-0.0,-0.03,0.77,0.2,0.0,,33,12586,52,9857,22528,0.56,0.44,0.0,0.39,-0.12,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.04,0.0,,15.373226531030955,-3.738771445610041,False,0.11586953706161,0.05000000000000005,892,51,5554,181362,6692,67272,260880,0.72,0.28,0.05,0.45,0.62,0.08,0.04,0.07,0.7,0.02,-0.01,0.85,0.27,0.0,,55,57.0,12612.0,201.0,3664.0,16534.0,0.77,0.23,0.02,0.22,-0.02,0.02,0.02,0.01,0.77,-0.0,-0.01,0.77,0.12,0.0,,115,2.0,5839.0,15.0,2580.0,8436.0,0.69,0.31,0.0,0.12,-0.62,0.0,0.0,0.0,0.69,-0.0,-0.0,0.89,0.02,0.0,,12,124.0,6268.0,661.0,1012.0,8065.0,0.79,0.14,0.1,0.16,0.12,0.11,0.1,0.07,0.79,0.0,-0.08,0.59,0.46,0.0,
57,MemberName,266.0,24277.0,1227.0,7265.0,33035.0,0.74,0.23,0.05,0.18,-0.22,0.04,0.05,0.03,0.75,-0.01,-0.04,0.77,0.27,0.0,,60,12578,60,9830,22528,0.56,0.44,0.01,0.5,0.14,0.01,0.0,0.01,0.56,0.0,0.0,0.99,0.05,0.0,,15.655665883162794,-3.4563320934782045,False,0.7180993889204137,0.06000000000000005,1071,70,5481,180251,7803,67345,260880,0.71,0.28,0.05,0.41,0.48,0.08,0.04,0.07,0.7,0.02,-0.01,0.85,0.29,0.0,,89,122.0,12318.0,495.0,3599.0,16534.0,0.75,0.23,0.04,0.2,-0.12,0.03,0.04,0.03,0.75,-0.0,-0.03,0.77,0.23,0.0,,29,23.0,5810.0,44.0,2559.0,8436.0,0.69,0.31,0.01,0.34,0.12,0.01,0.01,0.01,0.69,0.0,-0.0,0.89,0.07,0.0,,28,115.0,6235.0,694.0,1021.0,8065.0,0.79,0.14,0.1,0.14,0.01,0.1,0.1,0.06,0.79,0.0,-0.08,0.59,0.47,0.0,
58,RightCurly,706.0,22251.0,3253.0,6825.0,33035.0,0.69,0.23,0.12,0.18,-0.22,0.09,0.13,0.07,0.71,-0.02,-0.1,0.77,0.53,0.0,,359,12346,292,9531,22528,0.56,0.44,0.03,0.55,0.26,0.04,0.02,0.04,0.56,0.01,0.01,0.99,0.19,0.0,,15.712756103570078,-3.399241873070918,False,0.21246108340556072,0.09999999999999998,2956,313,4291,183740,4314,68535,260880,0.72,0.28,0.03,0.5,0.79,0.06,0.02,0.06,0.71,0.02,-0.0,0.85,0.21,0.01,,93,352.0,11366.0,1447.0,3369.0,16534.0,0.71,0.23,0.11,0.2,-0.13,0.09,0.11,0.07,0.72,-0.01,-0.09,0.77,0.5,0.0,,88,27.0,5771.0,83.0,2555.0,8436.0,0.69,0.31,0.01,0.25,-0.2,0.01,0.01,0.01,0.69,-0.0,-0.01,0.89,0.1,0.0,,17,313.0,5192.0,1737.0,823.0,8065.0,0.68,0.14,0.25,0.15,0.08,0.28,0.25,0.11,0.68,0.01,-0.21,0.59,0.82,0.0,
59,ReturnCount,1782.0,17150.0,8354.0,5749.0,33035.0,0.57,0.23,0.31,0.18,-0.23,0.24,0.33,0.11,0.61,-0.05,-0.26,0.77,0.89,0.01,,348,12278,360,9542,22528,0.56,0.44,0.03,0.49,0.12,0.04,0.03,0.03,0.56,0.01,-0.0,0.99,0.2,0.0,,15.728795571329632,-3.3832024053113656,False,0.5683202399651038,0.030000000000000027,7978,287,12462,172342,15712,60364,260880,0.71,0.28,0.11,0.44,0.58,0.17,0.08,0.14,0.67,0.05,-0.02,0.85,0.49,0.01,,69,921.0,9363.0,3450.0,2800.0,16534.0,0.62,0.23,0.26,0.21,-0.06,0.25,0.27,0.13,0.63,-0.01,-0.2,0.77,0.83,0.0,,77,93.0,5590.0,264.0,2489.0,8436.0,0.67,0.31,0.04,0.26,-0.15,0.04,0.05,0.03,0.68,-0.01,-0.03,0.89,0.25,0.0,,46,742.0,2263.0,4666.0,394.0,8065.0,0.37,0.14,0.67,0.14,-0.03,0.65,0.67,0.13,0.38,-0.01,-0.57,0.59,0.91,0.0,
60,NeedBraces,1043.0,20576.0,4928.0,6488.0,33035.0,0.65,0.23,0.18,0.17,-0.23,0.14,0.19,0.08,0.67,-0.03,-0.15,0.77,0.68,0.0,,445,12252,386,9445,22528,0.56,0.44,0.04,0.54,0.22,0.04,0.03,0.04,0.56,0.01,0.0,0.99,0.23,0.0,,15.703473531737592,-3.4085244449034033,False,0.3844737992426976,0.06000000000000005,4352,290,8787,178356,9698,64039,260880,0.72,0.28,0.07,0.48,0.7,0.12,0.05,0.11,0.69,0.04,-0.0,0.85,0.37,0.01,,100,534.0,10549.0,2264.0,3187.0,16534.0,0.67,0.23,0.17,0.19,-0.15,0.14,0.18,0.09,0.68,-0.02,-0.14,0.77,0.66,0.0,,89,92.0,5568.0,286.0,2490.0,8436.0,0.67,0.31,0.04,0.24,-0.2,0.04,0.05,0.03,0.68,-0.01,-0.03,0.89,0.26,0.0,,24,407.0,4541.0,2388.0,729.0,8065.0,0.61,0.14,0.35,0.15,0.03,0.36,0.34,0.12,0.61,0.01,-0.29,0.59,0.93,0.0,
61,AvoidInlineConditionals,1815.0,16947.0,8557.0,5716.0,33035.0,0.57,0.23,0.31,0.17,-0.23,0.24,0.34,0.11,0.6,-0.06,-0.26,0.77,0.9,0.01,,426,12177,461,9464,22528,0.56,0.44,0.04,0.48,0.09,0.04,0.04,0.04,0.56,0.01,-0.0,0.99,0.24,0.0,,15.854141048700384,-3.25785692794061,False,0.6382622119704303,0.040000000000000036,8011,293,12859,167472,20582,59967,260880,0.69,0.28,0.13,0.38,0.38,0.18,0.11,0.14,0.66,0.04,-0.04,0.85,0.55,0.01,,65,987.0,9191.0,3622.0,2734.0,16534.0,0.62,0.23,0.28,0.21,-0.05,0.27,0.28,0.13,0.62,-0.01,-0.21,0.77,0.85,0.0,,57,140.0,5534.0,320.0,2442.0,8436.0,0.67,0.31,0.05,0.3,-0.01,0.05,0.05,0.05,0.67,-0.0,-0.03,0.89,0.31,0.0,,65,671.0,2297.0,4632.0,465.0,8065.0,0.37,0.14,0.66,0.13,-0.1,0.59,0.67,0.12,0.39,-0.05,-0.57,0.59,0.93,0.0,
62,IllegalToken,34.0,25345.0,159.0,7497.0,33035.0,0.77,0.23,0.01,0.18,-0.23,0.0,0.01,0.0,0.77,-0.0,-0.0,0.77,0.05,0.0,,3,12634,4,9887,22528,0.56,0.44,0.0,0.43,-0.02,0.0,0.0,0.0,0.56,-0.0,-0.0,0.99,0.0,0.0,,15.43437520846188,-3.677622768179116,False,0.14292391043611907,0.030000000000000027,173,6,1361,185760,2294,71465,260880,0.72,0.28,0.01,0.37,0.33,0.02,0.01,0.02,0.71,0.0,-0.0,0.85,0.11,0.0,,11,9.0,12791.0,22.0,3712.0,16534.0,0.77,0.23,0.0,0.29,0.29,0.0,0.0,0.0,0.77,0.0,-0.0,0.77,0.02,0.0,,146,0.0,5854.0,0.0,2582.0,8436.0,0.69,0.31,0.0,0.0,-1.0,0.0,0.0,0.0,0.69,0.0,0.0,0.89,0.0,0.0,,16,25.0,6792.0,137.0,1111.0,8065.0,0.85,0.14,0.02,0.15,0.1,0.02,0.02,0.02,0.84,0.0,-0.02,0.59,0.14,0.0,
63,UnnecessaryParentheses,760.0,21952.0,3552.0,6771.0,33035.0,0.69,0.23,0.13,0.18,-0.23,0.1,0.14,0.07,0.7,-0.02,-0.11,0.77,0.56,0.0,,232,12410,228,9658,22528,0.56,0.44,0.02,0.5,0.15,0.02,0.02,0.02,0.56,0.0,0.0,0.99,0.14,0.0,,15.86574417407526,-3.2462538025657364,False,0.4866900768947269,0.07999999999999996,3148,270,9168,178607,9447,63658,260880,0.72,0.28,0.07,0.49,0.76,0.13,0.05,0.11,0.69,0.04,-0.0,0.85,0.37,0.01,,42,353.0,11635.0,1178.0,3368.0,16534.0,0.73,0.23,0.09,0.23,0.02,0.09,0.09,0.07,0.72,0.0,-0.06,0.77,0.45,0.0,,64,42.0,5753.0,101.0,2540.0,8436.0,0.69,0.31,0.02,0.29,-0.04,0.02,0.02,0.02,0.69,-0.0,-0.01,0.89,0.12,0.0,,48,359.0,4650.0,2279.0,777.0,8065.0,0.62,0.14,0.33,0.14,-0.03,0.32,0.33,0.11,0.62,-0.0,-0.28,0.59,0.91,0.0,
64,LocalVariableName,229.0,24409.0,1095.0,7302.0,33035.0,0.75,0.23,0.04,0.17,-0.24,0.03,0.04,0.03,0.75,-0.01,-0.03,0.77,0.24,0.0,,81,12556,82,9809,22528,0.56,0.44,0.01,0.5,0.13,0.01,0.01,0.01,0.56,0.0,-0.0,0.99,0.06,0.0,,15.960962859855444,-3.1510351167855504,False,0.3365727565228753,0.06999999999999995,1118,87,3574,183081,4973,69252,260880,0.72,0.28,0.03,0.42,0.5,0.05,0.03,0.05,0.71,0.01,-0.01,0.85,0.21,0.0,,34,86.0,12531.0,282.0,3635.0,16534.0,0.76,0.23,0.02,0.23,0.04,0.02,0.02,0.02,0.76,0.0,-0.02,0.77,0.15,0.0,,4,52.0,5811.0,43.0,2530.0,8436.0,0.69,0.31,0.01,0.55,0.79,0.02,0.01,0.02,0.69,0.01,0.0,0.89,0.09,0.0,,109,90.0,6158.0,771.0,1046.0,8065.0,0.77,0.14,0.11,0.1,-0.26,0.08,0.11,0.05,0.78,-0.01,-0.1,0.59,0.49,0.0,
65,FinalClass,283.0,24151.0,1353.0,7248.0,33035.0,0.74,0.23,0.05,0.17,-0.24,0.04,0.05,0.03,0.75,-0.01,-0.04,0.77,0.28,0.0,,47,12585,53,9843,22528,0.56,0.44,0.0,0.47,0.07,0.0,0.0,0.0,0.56,0.0,-0.0,0.99,0.04,0.0,,15.238071306704473,-3.8739266699365245,False,0.04979650642993279,0.06999999999999995,1141,82,3208,183859,4195,69618,260880,0.72,0.28,0.03,0.43,0.55,0.04,0.02,0.04,0.71,0.01,-0.01,0.85,0.19,0.0,,114,134.0,12184.0,629.0,3587.0,16534.0,0.75,0.23,0.05,0.18,-0.22,0.04,0.05,0.03,0.75,-0.01,-0.04,0.77,0.27,0.0,,23,50.0,5763.0,91.0,2532.0,8436.0,0.69,0.31,0.02,0.35,0.16,0.02,0.02,0.02,0.69,0.0,-0.01,0.89,0.12,0.0,,67,93.0,6290.0,639.0,1043.0,8065.0,0.79,0.14,0.09,0.13,-0.1,0.08,0.09,0.05,0.79,-0.0,-0.08,0.59,0.44,0.0,
66,VisibilityModifier,1300.0,19293.0,6211.0,6231.0,33035.0,0.62,0.23,0.23,0.17,-0.24,0.17,0.24,0.09,0.65,-0.04,-0.19,0.77,0.77,0.0,,434,12305,333,9456,22528,0.57,0.44,0.03,0.57,0.29,0.04,0.03,0.04,0.56,0.02,0.01,0.99,0.21,0.0,,15.806725361116404,-3.305272615524592,False,0.1069241041161756,0.05000000000000005,6021,328,12446,173678,14376,60380,260880,0.71,0.28,0.1,0.46,0.66,0.17,0.08,0.14,0.68,0.06,-0.01,0.85,0.48,0.01,,98,629.0,10170.0,2643.0,3092.0,16534.0,0.65,0.23,0.2,0.19,-0.15,0.17,0.21,0.1,0.67,-0.02,-0.16,0.77,0.72,0.0,,79,164.0,5382.0,472.0,2418.0,8436.0,0.66,0.31,0.08,0.26,-0.16,0.06,0.08,0.05,0.66,-0.01,-0.05,0.89,0.39,0.0,,58,479.0,3805.0,3124.0,657.0,8065.0,0.53,0.14,0.45,0.13,-0.06,0.42,0.45,0.11,0.54,-0.01,-0.38,0.59,0.99,0.0,
67,InnerTypeLast,606.0,22629.0,2875.0,6925.0,33035.0,0.7,0.23,0.11,0.17,-0.24,0.08,0.11,0.06,0.71,-0.02,-0.09,0.77,0.49,0.0,,260,12427,211,9630,22528,0.56,0.44,0.02,0.55,0.26,0.03,0.02,0.03,0.56,0.01,0.0,0.99,0.15,0.0,,15.117885418279274,-3.994112558361724,False,0.5533627336094781,0.06000000000000005,3006,196,7507,179883,8171,65319,260880,0.72,0.28,0.06,0.48,0.72,0.1,0.04,0.09,0.69,0.03,-0.0,0.85,0.33,0.01,,84,238.0,11879.0,934.0,3483.0,16534.0,0.73,0.23,0.07,0.2,-0.1,0.06,0.07,0.05,0.74,-0.0,-0.05,0.77,0.37,0.0,,13,36.0,5803.0,51.0,2546.0,8436.0,0.69,0.31,0.01,0.41,0.35,0.01,0.01,0.01,0.69,0.0,-0.0,0.89,0.08,0.0,,25,323.0,5030.0,1899.0,813.0,8065.0,0.66,0.14,0.28,0.15,0.03,0.28,0.27,0.11,0.66,0.0,-0.23,0.59,0.85,0.0,
