feature_name,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP
DefaultComesLast,0.0,0.16,0.1343115499775116,89.0,0.15982848378838763,0.14621105078020727,31598.0,0.9,0.0,0.08,-0.21,0.0,0.0,0.0,,0.15
SuperFinalize,-0.0,0.13,0.132086379902431,13.0,0.15984497376855647,0.1461834627098566,31674.0,0.9,0.0,0.08,-0.22,0.0,0.0,0.0,,0.11
EmptyForInitializerPad,0.0,0.19,0.15169247389277565,15.0,0.15982039273662973,0.14617555499757443,31672.0,0.9,0.0,0.07,-0.33,0.0,0.0,0.0,,0.19
NoLineWrap,0.0,0.18,0.10265253275760156,14.0,0.1598270166081953,0.14619420569616862,31673.0,0.9,0.0,0.07,-0.28,0.0,0.0,0.0,,0.17
LambdaParameterName,0.0,0.17,0.12456235667082023,145.0,0.15978600772460597,0.1462690245939505,31542.0,0.9,0.0,0.07,-0.3,0.0,0.0,0.0,,0.16
MissingOverride,0.0,0.17,0.12797968584852235,70.0,0.15981471918254017,0.14621604604175772,31617.0,0.9,0.0,0.07,-0.28,0.0,0.0,0.0,,0.16
JavadocPackage,-0.03,0.15,0.1350686317406329,5113.0,0.1616168449260215,0.14815486107167877,26574.0,0.76,0.16,0.07,-0.25,0.12,0.05,0.16,0.0,0.14
LeftCurly,-0.04,0.15,0.13360359139383787,4991.0,0.162179038229575,0.14829428887313448,26696.0,0.77,0.16,0.07,-0.27,0.12,0.05,0.16,0.0,0.14
UpperEll,-0.01,0.14,0.1365735474640659,102.0,0.15989557302976093,0.14620506110399178,31585.0,0.9,0.0,0.07,-0.31,0.0,0.0,0.0,,0.12
OneStatementPerLine,0.01,0.17,0.12203949335418478,340.0,0.15974736863757377,0.1464163060494308,31347.0,0.89,0.01,0.06,-0.35,0.01,0.01,0.01,0.0,0.16
NewlineAtEndOfFile,-0.03,0.15,0.11605420003200027,2140.0,0.16090333729597567,0.14806550241861988,29547.0,0.84,0.07,0.06,-0.42,0.04,0.02,0.05,-0.2857142857142857,0.14
RedundantImport,-0.01,0.14,0.11540675229465969,102.0,0.15990178517818676,0.14626252521869862,31585.0,0.9,0.0,0.06,-0.41,0.0,0.0,0.0,,0.12
CustomImportOrder,-0.02,0.14,0.14516067683977701,641.0,0.1603093255679204,0.14616210733925608,31046.0,0.88,0.02,0.06,-0.4,0.01,0.01,0.03,0.5,0.12
UnnecessarySemicolonInTryWithResources,0.0,0.16,0.10478950687396417,41.0,0.15983066151973366,0.14622425475384374,31646.0,0.9,0.0,0.05,-0.51,0.0,0.0,0.0,,0.15
IllegalImport,-0.0,0.16,0.13416347017961225,20.0,0.15983525279183214,0.14618628553483817,31667.0,0.9,0.0,0.05,-0.5,0.0,0.0,0.0,,0.15
InterfaceTypeParameterName,-0.0,0.15,0.11287092846673376,38.0,0.15984533789204994,0.14621351603772928,31649.0,0.9,0.0,0.05,-0.47,0.0,0.0,0.0,,0.14
UncommentedMain,-0.06,0.11,0.12127586247792937,814.0,0.16120239909368622,0.14652959504304852,30873.0,0.88,0.03,0.05,-0.52,0.01,0.01,0.04,0.3333333333333335,0.09
InterfaceIsType,-0.02,0.1,0.10979278198823446,113.0,0.16004766996187822,0.14624859325521,31574.0,0.9,0.0,0.04,-0.55,0.0,0.0,0.01,,0.07
NoFinalizer,-0.01,0.13,0.11292846231583967,32.0,0.15986177427187623,0.14620562998499562,31655.0,0.9,0.0,0.03,-0.68,0.0,0.0,0.0,,0.11
OuterTypeFilename,-0.0,0.13,,1.0,0.15983485950989137,0.14617930469621093,31686.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.11
RegexpOnFilename,,,,,0.15983402315661788,0.1461770738063837,31687.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
any-HEADER CHECKS,,,,,0.15983402315661788,0.1461770738063837,31687.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
SuppressWarnings,,,,,0.15983402315661788,0.1461770738063837,31687.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
