feature_name,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP
LeftCurly,-0.1,0.17,0.14285367682975528,1901.0,0.2078968764694547,0.15709220679924596,6011.0,0.66,0.24,0.1,-0.34,0.16,0.06,0.3,0.25,0.16
SimplifyBooleanReturn,-0.02,0.17,0.13590258840605499,92.0,0.1999250631321246,0.15467091513367495,7820.0,0.85,0.01,0.1,-0.33,0.01,0.01,0.02,1.0,0.16
UncommentedMain,-0.03,0.17,0.13128488077790734,162.0,0.20023149774423435,0.1548789884295668,7750.0,0.84,0.02,0.1,-0.28,0.01,0.01,0.02,0.0,0.16
RedundantImport,-0.02,0.16,0.12175094681402901,42.0,0.19975332151936606,0.1546334304521106,7870.0,0.85,0.01,0.1,-0.35,0.0,0.0,0.01,0.0,0.15
EmptyForInitializerPad,0.01,0.22,0.1611317712867211,11.0,0.19950444500551937,0.15449822206468428,7901.0,0.85,0.0,0.09,-0.38,0.0,0.0,0.0,,0.22
UnnecessarySemicolonInTryWithResources,-0.0,0.2,0.09500438422141785,22.0,0.19954517044309436,0.1546370886218167,7890.0,0.85,0.0,0.09,-0.38,0.0,0.0,0.0,,0.2
TypecastParenPad,0.02,0.26,0.11737010764305465,13.0,0.1994346150957479,0.15453814445224398,7899.0,0.85,0.0,0.08,-0.47,0.0,0.0,0.0,,0.27
NoLineWrap,-0.0,0.19,0.10672127292472001,12.0,0.1995578879985466,0.15456466721338166,7900.0,0.85,0.0,0.08,-0.43,0.0,0.0,0.0,,0.19
OneStatementPerLine,-0.03,0.18,0.12686978382410455,257.0,0.20035190505499748,0.15528303932514326,7655.0,0.83,0.03,0.08,-0.44,0.02,0.02,0.03,0.0,0.17
DefaultComesLast,-0.02,0.16,0.13689964715881925,78.0,0.19991313561149848,0.1546261673419011,7834.0,0.85,0.01,0.08,-0.47,0.01,0.0,0.02,1.0,0.15
IllegalImport,-0.01,0.18,0.14504944780081072,14.0,0.19958069205434736,0.15452098380164705,7898.0,0.85,0.0,0.07,-0.51,0.0,0.0,0.0,,0.17
MissingOverride,-0.02,0.17,0.12768585046475617,61.0,0.19976306698712626,0.1546750737343533,7851.0,0.85,0.01,0.07,-0.55,0.0,0.0,0.01,0.0,0.16
UpperEll,-0.03,0.15,0.14217295282801076,74.0,0.19998913932209317,0.15454902021089148,7838.0,0.85,0.01,0.07,-0.54,0.0,0.0,0.02,1.0,0.14
InterfaceIsType,-0.04,0.11,0.1251419527777869,28.0,0.1998653119820051,0.1545020110421129,7884.0,0.85,0.0,0.07,-0.51,0.0,0.0,0.01,,0.09
NoFinalizer,-0.02,0.16,0.10969773147392202,22.0,0.19966020753285738,0.1545937276923774,7890.0,0.85,0.0,0.05,-0.69,0.0,0.0,0.0,,0.15
PackageName,-0.05,0.1,0.11896784528274947,38.0,0.2000280544434122,0.15449491295707485,7874.0,0.85,0.0,0.05,-0.64,0.0,0.0,0.02,,0.07
CovariantEquals,-0.01,0.15,0.1213103815608092,8.0,0.19958422203160736,0.1545285456245431,7904.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,0.14
Regexp,,,,,0.19953740986400087,0.15449954887173223,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
OuterTypeFilename,,,,,0.19953740986400087,0.15449954887173223,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
RegexpOnFilename,,,,,0.19953740986400087,0.15449954887173223,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
any-REGEXP CHECKS,,,,,0.19953740986400087,0.15449954887173223,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
any-HEADER CHECKS,,,,,0.19953740986400087,0.15449954887173223,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
MissingJavadocPackage,,,,,0.19953740986400087,0.15449954887173223,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
SuppressWarnings,,,,,0.19953740986400087,0.15449954887173223,7912.0,0.85,0.0,0.0,-1.0,0.0,0.0,0.0,,
