feature_name,Pearson,positive_corrective_rate_avg,positive_corrective_rate_std,positive_files_num,negative_corrective_rate_avg,negative_corrective_rate_std,negative_files_num,accuracy,hit_rate,precision,precision_lift,recall,Jaccard,prob_in_reduced_risk,lift_in_reduced_risk,CCP
any-UNNECESSARY CHECKS,-0.02,0.12,0.12480205677399812,99.0,0.15868763129487695,0.14734831810648108,15708.0,0.89,0.01,0.04,-0.61,0.0,0.0,0.01,0.0,0.1
CustomImportOrder,-0.04,0.11,0.12783551073262098,341.0,0.15939033875277817,0.14750821907956838,15466.0,0.88,0.02,0.04,-0.6,0.01,0.01,0.04,1.0,0.09
InterfaceIsType,-0.02,0.1,0.10640314184258595,51.0,0.15860697374554128,0.14733295497939033,15756.0,0.89,0.0,0.04,-0.62,0.0,0.0,0.0,,0.07
AvoidEscapedUnicodeCharacters,-0.0,0.15,0.11132491269471351,65.0,0.15845025371028196,0.14738441652750264,15742.0,0.89,0.0,0.03,-0.7,0.0,0.0,0.0,,0.14
OneStatementPerLine,-0.01,0.15,0.10570870822382442,76.0,0.15847938019977784,0.147424640304223,15731.0,0.89,0.0,0.01,-0.87,0.0,0.0,0.0,,0.14
LambdaParameterName,-0.01,0.14,0.09069209470030308,80.0,0.15851244841595422,0.1474808817164039,15727.0,0.89,0.01,0.01,-0.88,0.0,0.0,0.0,-1.0,0.12
MissingJavadocPackage,0.01,0.3,,1.0,0.15841436879268248,0.1472524956201296,15806.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.32
InterfaceTypeParameterName,0.0,0.16,0.09880036295301034,13.0,0.15841798589565298,0.14728744200443653,15794.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.15
OuterTypeFilename,-0.0,0.13,,1.0,0.15842491331164152,0.1472566668025889,15806.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.11
UnnecessarySemicolonInTryWithResources,-0.01,0.13,0.10922217478170143,17.0,0.15845746997794571,0.14728668346267823,15790.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.11
SuperFinalize,-0.0,0.12,0.1383601045045808,4.0,0.15843213748609095,0.14725739818343483,15803.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.1
NoLineWrap,-0.0,0.11,0.05167318785594,2.0,0.15842901550523358,0.147260018436297,15805.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.09
IllegalImport,-0.01,0.11,0.11373934727462304,5.0,0.15843931902276584,0.14726157545290858,15802.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.09
MethodCount,-0.01,0.1,0.09390668031246566,11.0,0.15846168785263262,0.14727727779409006,15796.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07
NoFinalizer,-0.01,0.1,0.11237607690667416,8.0,0.15845194223427825,0.14726493255261935,15799.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.07
EmptyForInitializerPad,-0.01,0.09,0.06615235537974418,4.0,0.15843976884030206,0.1472643312107266,15803.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,0.06
Regexp,,,,,0.15842332594022518,0.14725214371987114,15807.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
RegexpOnFilename,,,,,0.15842332594022518,0.14725214371987114,15807.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
any-REGEXP CHECKS,,,,,0.15842332594022518,0.14725214371987114,15807.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
any-HEADER CHECKS,,,,,0.15842332594022518,0.14725214371987114,15807.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
FileLength,,,,,0.15842332594022518,0.14725214371987114,15807.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
SuppressWarnings,,,,,0.15842332594022518,0.14725214371987114,15807.0,0.9,0.0,0.0,-1.0,0.0,0.0,0.0,,
