,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
72,TrailingComment,1328.0,19122.0,5797.0,6788.0,33035.0,0.62,0.25,0.22,0.19,-0.24,0.16,0.23,0.1,0.64,-0.04,-0.18,0.8,0.75,0.0,
73,MultipleStringLiterals,2385.0,14467.0,10452.0,5731.0,33035.0,0.51,0.25,0.39,0.19,-0.24,0.29,0.42,0.13,0.56,-0.08,-0.32,0.8,0.96,0.01,
74,ParameterAssignment,681.0,21919.0,3000.0,7435.0,33035.0,0.68,0.25,0.11,0.19,-0.25,0.08,0.12,0.06,0.7,-0.02,-0.09,0.8,0.5,0.0,
75,CommentsIndentation,474.0,22833.0,2086.0,7642.0,33035.0,0.71,0.25,0.08,0.19,-0.25,0.06,0.08,0.05,0.71,-0.01,-0.06,0.8,0.39,0.0,
76,OverloadMethodsDeclarationOrder,573.0,22363.0,2556.0,7543.0,33035.0,0.69,0.25,0.09,0.18,-0.25,0.07,0.1,0.05,0.71,-0.02,-0.08,0.8,0.45,0.0,
77,OperatorWrap,948.0,20746.0,4173.0,7168.0,33035.0,0.66,0.25,0.16,0.19,-0.25,0.12,0.17,0.08,0.68,-0.03,-0.13,0.8,0.62,0.0,
78,ReturnCount,1847.0,16630.0,8289.0,6269.0,33035.0,0.56,0.25,0.31,0.18,-0.26,0.23,0.33,0.11,0.6,-0.07,-0.26,0.8,0.89,0.01,
79,MethodParamPad,124.0,24348.0,571.0,7992.0,33035.0,0.74,0.25,0.02,0.18,-0.27,0.02,0.02,0.01,0.74,-0.0,-0.02,0.8,0.15,0.0,
80,TypeName,60.0,24644.0,275.0,8056.0,33035.0,0.75,0.25,0.01,0.18,-0.27,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.08,0.0,
81,MethodName,136.0,24297.0,622.0,7980.0,33035.0,0.74,0.25,0.02,0.18,-0.27,0.02,0.02,0.02,0.74,-0.0,-0.02,0.8,0.16,0.0,
82,JavadocParagraph,1146.0,19658.0,5261.0,6970.0,33035.0,0.63,0.25,0.19,0.18,-0.27,0.14,0.21,0.09,0.66,-0.04,-0.17,0.8,0.71,0.0,
83,VariableDeclarationUsageDistance,590.0,22218.0,2701.0,7526.0,33035.0,0.69,0.25,0.1,0.18,-0.27,0.07,0.11,0.05,0.7,-0.02,-0.08,0.8,0.47,0.0,
84,ExecutableStatementCount,1173.0,19364.0,5555.0,6943.0,33035.0,0.62,0.25,0.2,0.17,-0.29,0.14,0.22,0.09,0.65,-0.04,-0.18,0.8,0.73,0.01,
85,InnerTypeLast,601.0,22039.0,2880.0,7515.0,33035.0,0.69,0.25,0.11,0.17,-0.3,0.07,0.12,0.05,0.7,-0.02,-0.09,0.8,0.49,0.0,
86,NestedIfDepth,1152.0,19416.0,5503.0,6964.0,33035.0,0.62,0.25,0.2,0.17,-0.3,0.14,0.22,0.08,0.65,-0.04,-0.17,0.8,0.72,0.01,
87,CyclomaticComplexity,1344.0,18312.0,6607.0,6772.0,33035.0,0.6,0.25,0.24,0.17,-0.31,0.17,0.27,0.09,0.63,-0.06,-0.21,0.8,0.8,0.01,
88,MissingSwitchDefault,304.0,23428.0,1491.0,7812.0,33035.0,0.72,0.25,0.05,0.17,-0.31,0.04,0.06,0.03,0.73,-0.01,-0.05,0.8,0.3,0.0,
89,EmptyStatement,53.0,24658.0,261.0,8063.0,33035.0,0.75,0.25,0.01,0.17,-0.31,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.08,0.0,
90,AvoidInlineConditionals,1769.0,16316.0,8603.0,6347.0,33035.0,0.55,0.25,0.31,0.17,-0.31,0.22,0.35,0.11,0.59,-0.08,-0.27,0.8,0.9,0.01,
91,SingleLineJavadoc,74.0,24554.0,365.0,8042.0,33035.0,0.75,0.25,0.01,0.17,-0.31,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.1,0.0,
92,SimplifyBooleanReturn,22.0,24811.0,108.0,8094.0,33035.0,0.75,0.25,0.0,0.17,-0.31,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,
93,WhitespaceAround,1343.0,18333.0,6586.0,6773.0,33035.0,0.6,0.25,0.24,0.17,-0.31,0.17,0.26,0.09,0.63,-0.06,-0.21,0.8,0.8,0.01,
94,IllegalType,282.0,23545.0,1374.0,7834.0,33035.0,0.72,0.25,0.05,0.17,-0.31,0.03,0.06,0.03,0.73,-0.01,-0.04,0.8,0.29,0.0,
95,SeparatorWrap,1973.0,15317.0,9602.0,6143.0,33035.0,0.52,0.25,0.35,0.17,-0.31,0.24,0.39,0.11,0.58,-0.09,-0.31,0.8,0.93,0.01,
96,GenericWhitespace,44.0,24699.0,220.0,8072.0,33035.0,0.75,0.25,0.01,0.17,-0.32,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.07,0.0,
97,IllegalImport,4.0,24899.0,20.0,8112.0,33035.0,0.75,0.25,0.0,0.17,-0.32,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,
98,MethodLength,334.0,23234.0,1685.0,7782.0,33035.0,0.71,0.25,0.06,0.17,-0.33,0.04,0.07,0.03,0.72,-0.01,-0.05,0.8,0.33,0.0,
99,JavaNCSS,816.0,20801.0,4118.0,7300.0,33035.0,0.65,0.25,0.15,0.17,-0.33,0.1,0.17,0.07,0.68,-0.04,-0.13,0.8,0.61,0.0,
100,JavadocMethod,1429.0,17612.0,7307.0,6687.0,33035.0,0.58,0.25,0.26,0.16,-0.33,0.18,0.29,0.09,0.62,-0.07,-0.24,0.8,0.83,0.01,
101,NestedTryDepth,71.0,24555.0,364.0,8045.0,33035.0,0.75,0.25,0.01,0.16,-0.34,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.1,0.0,
102,BooleanExpressionComplexity,270.0,23514.0,1405.0,7846.0,33035.0,0.72,0.25,0.05,0.16,-0.34,0.03,0.06,0.03,0.73,-0.01,-0.05,0.8,0.29,0.0,
103,AbbreviationAsWordInName,213.0,23815.0,1104.0,7903.0,33035.0,0.73,0.25,0.04,0.16,-0.34,0.03,0.04,0.02,0.73,-0.01,-0.04,0.8,0.24,0.0,
104,NPathComplexity,918.0,20097.0,4822.0,7198.0,33035.0,0.64,0.25,0.17,0.16,-0.35,0.11,0.19,0.07,0.67,-0.04,-0.16,0.8,0.67,0.01,
105,MethodTypeParameterName,17.0,24830.0,89.0,8099.0,33035.0,0.75,0.25,0.0,0.16,-0.35,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,
106,EqualsAvoidNull,231.0,23688.0,1231.0,7885.0,33035.0,0.72,0.25,0.04,0.16,-0.36,0.03,0.05,0.02,0.73,-0.01,-0.04,0.8,0.26,0.0,
107,NoLineWrap,2.0,24908.0,11.0,8114.0,33035.0,0.75,0.25,0.0,0.15,-0.37,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,
108,TodoComment,392.0,22785.0,2134.0,7724.0,33035.0,0.7,0.25,0.08,0.16,-0.37,0.05,0.09,0.04,0.72,-0.02,-0.07,0.8,0.39,0.0,
109,ThrowsCount,24.0,24788.0,131.0,8092.0,33035.0,0.75,0.25,0.0,0.15,-0.37,0.0,0.01,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,
110,MemberName,232.0,23658.0,1261.0,7884.0,33035.0,0.72,0.25,0.05,0.16,-0.37,0.03,0.05,0.02,0.73,-0.01,-0.04,0.8,0.27,0.0,
111,SimplifyBooleanExpression,58.0,24597.0,322.0,8058.0,33035.0,0.75,0.25,0.01,0.15,-0.38,0.01,0.01,0.01,0.75,-0.0,-0.01,0.8,0.09,0.0,
112,AnnotationUseStyle,128.0,24211.0,708.0,7988.0,33035.0,0.74,0.25,0.03,0.15,-0.38,0.02,0.03,0.01,0.74,-0.01,-0.02,0.8,0.17,0.0,
113,AvoidNestedBlocks,131.0,24166.0,753.0,7985.0,33035.0,0.74,0.25,0.03,0.15,-0.4,0.02,0.03,0.01,0.74,-0.01,-0.02,0.8,0.18,0.0,
114,AnonInnerLength,330.0,23011.0,1908.0,7786.0,33035.0,0.71,0.25,0.07,0.15,-0.4,0.04,0.08,0.03,0.72,-0.02,-0.06,0.8,0.36,0.0,
115,ClassMemberImpliedModifier,328.0,22991.0,1928.0,7788.0,33035.0,0.71,0.25,0.07,0.15,-0.41,0.04,0.08,0.03,0.72,-0.02,-0.06,0.8,0.36,0.0,
116,SuperClone,12.0,24848.0,71.0,8104.0,33035.0,0.75,0.25,0.0,0.14,-0.41,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,
117,ClassFanOutComplexity,1332.0,17053.0,7866.0,6784.0,33035.0,0.56,0.25,0.28,0.14,-0.41,0.16,0.32,0.08,0.61,-0.09,-0.26,0.8,0.85,0.02,
118,MethodCount,88.0,24389.0,530.0,8028.0,33035.0,0.74,0.25,0.02,0.14,-0.42,0.01,0.02,0.01,0.74,-0.01,-0.02,0.8,0.13,0.0,
119,ClassDataAbstractionCoupling,887.0,19528.0,5391.0,7229.0,33035.0,0.62,0.25,0.19,0.14,-0.42,0.11,0.22,0.07,0.66,-0.06,-0.18,0.8,0.7,0.01,
120,EqualsHashCode,19.0,24805.0,114.0,8097.0,33035.0,0.75,0.25,0.0,0.14,-0.42,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,
121,EmptyForInitializerPad,2.0,24907.0,12.0,8114.0,33035.0,0.75,0.25,0.0,0.14,-0.42,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,
122,NestedForDepth,109.0,24253.0,666.0,8007.0,33035.0,0.74,0.25,0.02,0.14,-0.43,0.01,0.03,0.01,0.74,-0.01,-0.02,0.8,0.16,0.0,
123,AvoidStaticImport,989.0,18831.0,6088.0,7127.0,33035.0,0.6,0.25,0.21,0.14,-0.43,0.12,0.24,0.07,0.65,-0.07,-0.2,0.8,0.75,0.01,
124,NoWhitespaceBefore,149.0,23981.0,938.0,7967.0,33035.0,0.73,0.25,0.03,0.14,-0.44,0.02,0.04,0.02,0.74,-0.01,-0.03,0.8,0.21,0.0,
125,JavadocType,114.0,24204.0,715.0,8002.0,33035.0,0.74,0.25,0.03,0.14,-0.44,0.01,0.03,0.01,0.74,-0.01,-0.02,0.8,0.17,0.0,
126,SuperFinalize,2.0,24906.0,13.0,8114.0,33035.0,0.75,0.25,0.0,0.13,-0.46,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,
127,ParameterNumber,323.0,22738.0,2181.0,7793.0,33035.0,0.7,0.25,0.08,0.13,-0.47,0.04,0.09,0.03,0.72,-0.02,-0.07,0.8,0.39,0.0,
128,InnerAssignment,136.0,23995.0,924.0,7980.0,33035.0,0.73,0.25,0.03,0.13,-0.48,0.02,0.04,0.02,0.74,-0.01,-0.03,0.8,0.2,0.0,
129,DefaultComesLast,12.0,24835.0,84.0,8104.0,33035.0,0.75,0.25,0.0,0.12,-0.49,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,
130,InterfaceTypeParameterName,5.0,24884.0,35.0,8111.0,33035.0,0.75,0.25,0.0,0.12,-0.49,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,
131,NoClone,22.0,24757.0,162.0,8094.0,33035.0,0.75,0.25,0.01,0.12,-0.51,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.05,0.0,
132,FinalClass,192.0,23475.0,1444.0,7924.0,33035.0,0.72,0.25,0.05,0.12,-0.52,0.02,0.06,0.02,0.73,-0.02,-0.05,0.8,0.28,0.0,
133,AvoidEscapedUnicodeCharacters,25.0,24729.0,190.0,8091.0,33035.0,0.75,0.25,0.01,0.12,-0.53,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.06,0.0,
134,PackageDeclaration,11.0,24834.0,85.0,8105.0,33035.0,0.75,0.25,0.0,0.11,-0.53,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,
135,FileLength,91.0,24206.0,713.0,8025.0,33035.0,0.74,0.25,0.02,0.11,-0.54,0.01,0.03,0.01,0.74,-0.01,-0.02,0.8,0.17,0.0,
136,MissingDeprecated,97.0,24126.0,793.0,8019.0,33035.0,0.73,0.25,0.03,0.11,-0.56,0.01,0.03,0.01,0.74,-0.01,-0.03,0.8,0.18,0.0,
137,UnnecessarySemicolonInEnumeration,18.0,24769.0,150.0,8098.0,33035.0,0.75,0.25,0.01,0.11,-0.56,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.05,0.0,
138,UnnecessarySemicolonInTryWithResources,4.0,24884.0,35.0,8112.0,33035.0,0.75,0.25,0.0,0.1,-0.58,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,
139,OneStatementPerLine,35.0,24598.0,321.0,8081.0,33035.0,0.75,0.25,0.01,0.1,-0.6,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.09,0.0,
140,NoFinalizer,3.0,24888.0,31.0,8113.0,33035.0,0.75,0.25,0.0,0.09,-0.64,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,
141,LambdaParameterName,13.0,24781.0,138.0,8103.0,33035.0,0.75,0.25,0.0,0.09,-0.65,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.04,0.0,
142,IllegalToken,16.0,24742.0,177.0,8100.0,33035.0,0.75,0.25,0.01,0.08,-0.66,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.05,0.0,
143,OuterTypeNumber,5.0,24853.0,66.0,8111.0,33035.0,0.75,0.25,0.0,0.07,-0.71,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.02,0.0,
144,OneTopLevelClass,5.0,24853.0,66.0,8111.0,33035.0,0.75,0.25,0.0,0.07,-0.71,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.02,0.0,
